CPUname,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
AMD Ryzen Threadripper PRO 5995WX,,108822,,3330,,280.0,388.65,64,2022,sWRX8,Desktop
AMD EPYC 7763,7299.99,88338,12.1,2635,0.36,280.0,315.49,64,2021,SP3,Server
AMD EPYC 7J13,,86006,,2387,,,,64,2021,unknown,Server
AMD EPYC 7713,7060.0,85861,12.16,2727,0.39,225.0,381.6,64,2021,SP3,Server
AMD Ryzen Threadripper PRO 3995WX,6807.98,83971,12.33,2626,0.39,280.0,299.9,64,2020,sWRX8,Desktop
AMD Ryzen Threadripper 3990X,8399.69,81568,9.71,2569,0.31,280.0,291.31,64,2020,sTRX4,Desktop
AMD Ryzen Threadripper PRO 5975WX,,80842,,3340,,280.0,288.72,32,2022,sWRX8,Desktop
AMD EPYC 7B13,,77460,,2564,,,,60,2021,unknown,Server
AMD EPYC 7643,5424.99,76455,14.09,2695,0.5,225.0,339.8,48,2021,SP3,Server
AMD EPYC 7702,4000.0,71646,17.91,2097,0.52,200.0,358.23,64,2020,SP3,Server
AMD EPYC 7662,6817.0,71576,10.5,2054,0.3,225.0,318.12,64,2021,SP3,Server
AMD EPYC 7742,5045.99,68749,13.62,2145,0.43,225.0,305.55,64,2019,SP3,Server
AMD EPYC 75F3,,68505,,2775,,280.0,244.66,32,2021,SP3,Server
AMD Ryzen Threadripper PRO 5965WX,,68405,,3346,,280.0,244.3,24,2022,sWRX8,Desktop
AMD EPYC 7642,3684.0,67748,18.39,2155,0.59,225.0,301.1,48,2021,SP3,Server
AMD EPYC 7543P,2999.0,67144,22.39,2742,0.91,225.0,298.42,32,2021,SP3,Server
AMD EPYC 7R32,,64727,,1922,,,,48,2020,unknown,Server
AMD Ryzen Threadripper 3970X,2997.99,63835,21.29,2694,0.9,280.0,227.98,32,2019,sTRX4,Desktop
AMD Ryzen Threadripper PRO 3975WX,4499.99,63495,14.11,2666,0.59,280.0,226.77,32,2020,sWRX8,Desktop
AMD EPYC 7702P,3499.99,61689,17.63,2110,0.6,200.0,308.44,64,2019,SP3,Server
AMD EPYC 74F3,4989.0,60948,12.22,2975,0.6,240.0,253.95,24,2021,SP3,Server
AMD EPYC 7513,2840.0,59732,21.03,2447,0.86,200.0,298.66,32,2021,SP3,Server
AMD EPYC 7443P,1499.99,57666,38.44,2965,1.98,200.0,288.33,24,2021,SP3,Server
AMD EPYC 7542,1789.99,56728,31.69,2207,1.23,225.0,252.13,32,2019,SP3,Server
AMD EPYC 7543,3761.0,56562,15.04,2563,0.68,240.0,235.68,32,2021,SP3,Server
AMD EPYC 7532,,55358,,2137,,200.0,276.79,32,2021,SP3,Server
AMD Ryzen Threadripper 3960X,1682.9,54757,32.54,2678,1.59,280.0,195.56,24,2019,sTRX4,Desktop
AMD EPYC 7453,1799.0,53511,29.74,2580,1.43,225.0,237.83,28,2021,SP3,Server
AMD Ryzen Threadripper PRO 5955WX,,51656,,3346,,280.0,184.48,16,2022,sWRX8,Desktop
AMD EPYC 7402,1962.0,51368,26.18,2081,1.06,180.0,285.38,24,2020,SP3,Server
AMD EPYC 7502,2750.0,49177,17.88,1843,0.67,180.0,273.21,32,2020,SP3,Server
AMD EPYC 7502P,2696.51,48995,18.17,1894,0.7,180.0,272.19,32,2019,SP3,Server
AMD EPYC 7413,1997.99,46295,23.17,1983,0.99,180.0,257.2,24,2021,SP3,Server
AMD Ryzen 9 5950X,649.74,46195,71.1,3498,5.38,105.0,439.96,16,2020,AM4,Desktop
AMD EPYC 73F3,5992.0,46085,7.69,2878,0.48,240.0,192.02,16,2021,SP3,Server
AMD EPYC 7343,1699.99,45882,26.99,2947,1.73,190.0,241.48,16,2021,SP3,Server
AMD EPYC 7713P,,45860,,2736,,225.0,203.82,64,2022,SP3,Server
AMD EPYC 7601,899.95,42244,46.94,1941,2.16,180.0,234.69,32,2017,SP3,Server
AMD EPYC 7452,2209.97,41871,18.95,1689,0.76,155.0,270.14,32,2019,SP3,Server
AMD EPYC 7402P,1428.93,41741,29.21,1970,1.38,180.0,231.9,24,2019,SP3,Server
AMD Ryzen Threadripper PRO 5945WX,,41578,,3347,,280.0,148.49,12,2022,sWRX8,Desktop
AMD EPYC 7F52,3100.0,40951,13.21,2446,0.79,240.0,170.63,16,2020,SP3,Server
AMD EPYC 7313P,913.0,40879,44.77,2608,2.86,155.0,263.74,16,2021,SP3,Server
AMD EPYC 7313,1179.99,40575,34.39,2610,2.21,155.0,261.77,16,2021,SP3,Server
AMD EPYC 7352,1280.0,40472,31.62,1995,1.56,155.0,261.11,24,2021,SP3,Server
AMD Ryzen Threadripper PRO 3955WX,1995.0,40225,20.16,2696,1.35,280.0,143.66,16,2020,sWRX8,Desktop
AMD Ryzen 9 5900X,393.03,39457,100.39,3494,8.89,105.0,375.78,12,2020,AM4,Desktop
AMD Ryzen 9 3950X,650.0,39157,60.24,2738,4.21,105.0,372.92,16,2019,AM4,Desktop
AMD Ryzen 9 5900,,34721,,3432,,65.0,534.17,12,2021,AM4,Desktop
AMD Ryzen Threadripper PRO 3945WX,,33417,,2708,,280.0,119.35,12,2020,sWRX8,Desktop
AMD EPYC 7302,1115.12,33015,29.61,1978,1.77,155.0,213,16,2020,SP3,Server
AMD Ryzen 9 3900XT,618.77,32869,53.12,2786,4.5,105.0,313.04,12,2020,AM4,Desktop
AMD Ryzen 9 3900X,359.0,32751,91.23,2725,7.59,105.0,311.92,12,2019,AM4,Desktop
AMD EPYC 7302P,2069.95,32480,15.69,1878,0.91,155.0,209.55,16,2019,SP3,Server
AMD Ryzen Threadripper 2990WX,2100.0,32475,15.46,2290,1.09,250.0,129.9,32,2018,sTR4,Desktop
AMD EPYC 7282,722.97,31631,43.75,1987,2.75,120.0,263.59,16,2019,SP3,Server
AMD Ryzen 9 PRO 3900,,31372,,2623,,65.0,482.65,12,2019,AM4,Desktop
AMD EPYC 7371,1808.99,31094,17.19,2377,1.31,,,16,2019,SP3,Server
AMD Ryzen 9 3900,517.27,30660,59.27,2627,5.08,65.0,471.7,12,2019,AM4,Desktop
AMD Ryzen Threadripper 2970WX,669.0,30433,45.49,2358,3.52,250.0,121.73,24,2018,sTR4,Desktop
AMD EPYC 7551P,369.99,30313,81.93,1719,4.65,180.0,168.4,32,2018,SP3,Server
AMD Ryzen Threadripper 2950X,990.0,29981,30.28,2488,2.51,180.0,166.56,16,2018,sTR4,Desktop
AMD Ryzen 7 5800X,333.99,28368,84.94,3485,10.43,105.0,270.17,8,2020,AM4,Desktop
AMD EPYC 7401P,249.99,28271,113.09,1689,6.76,155.0,182.4,24,2017,SP3,Server
AMD Ryzen Threadripper 1950X,684.47,28037,40.96,2293,3.35,180.0,155.76,16,2017,sTR4,Desktop
AMD EPYC 7571,,27445,,1934,,120.0,228.71,32,2019,SP3,Server
AMD Ryzen 7 5700X,299.0,27065,90.52,3397,11.36,65.0,416.38,8,2022,AM4,Desktop
AMD Ryzen Threadripper 2990X,,26469,,2285,,250.0,105.88,32,2018,TR4,Desktop
AMD EPYC 7272,605.45,26446,43.68,2013,3.32,120.0,220.38,12,2020,SP3,Server
AMD Ryzen 7 5800,,25644,,3386,,65.0,394.52,8,2021,AM4,Desktop
AMD Ryzen 7 5800X3D,599.0,25508,42.58,2850,4.76,105.0,242.93,8,2022,AM4,Desktop
AMD EPYC 7351P,739.0,25484,34.48,1809,2.45,155.0,164.41,16,2017,SP3,Server
AMD Ryzen 7 6800HS,,25460,,3428,,35.0,727.44,8,2022,FP7,Laptop
AMD Ryzen Threadripper 2920X,761.0,25203,33.12,2482,3.26,180.0,140.01,12,2018,sTR4,Desktop
AMD Ryzen 7 PRO 5750G,,25004,,3361,,65.0,384.68,8,2021,AM4,Desktop
AMD EPYC 7501,3616.0,24925,6.89,1925,0.53,155.0,160.81,32,2017,SP3,Server
AMD Ryzen 7 5700G,233.0,24545,105.34,3281,14.08,65.0,377.62,8,2021,AM4,Desktop
AMD Ryzen 9 6900HS,,24390,,3354,,35.0,696.86,8,2022,FP7,Laptop
AMD Ryzen 7 PRO 6850U,,24352,,3442,,28.0,869.73,8,2022,FP7,Laptop
AMD Ryzen 7 3800XT,391.65,23815,60.81,2845,7.26,105.0,226.81,8,2020,AM4,Desktop
AMD EPYC 7351,883.99,23566,26.66,1821,2.06,155.0,152.04,16,2019,SP3,Server
AMD Ryzen 7 6800H,,23447,,3311,,45.0,521.04,8,2022,FP7,Laptop
AMD Ryzen 9 5980HX,,23425,,3333,,45.0,520.55,8,2021,FP6,Laptop
AMD Ryzen 7 3800X,248.59,23275,93.63,2735,11.0,105.0,221.67,8,2019,AM4,Desktop
AMD Ryzen 9 5900HX,,23160,,3230,,45.0,514.67,8,2021,FP6,Laptop
AMD EPYC 7F32,,23026,,2423,,180.0,127.92,8,2020,SP3,Server
AMD Ryzen Threadripper 1920X,299.99,22903,76.35,2300,7.67,180.0,127.24,12,2017,sTR4,Desktop
AMD Ryzen 7 PRO 3700,329.99,22800,69.09,2673,8.1,65.0,350.76,8,2019,AM4,Desktop
AMD Ryzen 7 3700X,367.52,22716,61.81,2680,7.29,65.0,349.48,8,2019,AM4,Desktop
AMD Ryzen 7 5700GE,,22566,,3371,,35.0,644.73,8,2021,AM4,Desktop
AMD Ryzen 7 PRO 5750GE,,22315,,3320,,35.0,637.56,8,2021,AM4,Desktop
AMD Ryzen 9 5900HS,,22215,,3201,,35.0,634.71,8,2021,FP6,Laptop
AMD Ryzen 5 5600X,216.99,22088,101.79,3377,15.56,65.0,339.82,6,2020,AM4,Desktop
AMD Ryzen Threadripper 1920,,22066,,2299,,140.0,157.62,12,2021,sTR4,Desktop
AMD EPYC 7551,2974.12,22005,7.4,1736,0.58,180.0,122.25,32,2017,SP3,Server
AMD Ryzen 7 5800H,,21469,,3083,,45.0,477.09,8,2021,FP6,Laptop
AMD Ryzen 9 5980HS,,21412,,3145,,35.0,611.76,8,2021,FP6,Laptop
AMD Ryzen 5 5600,189.99,21350,112.37,3208,16.88,65.0,328.46,6,2022,AM4,Desktop
AMD EPYC 7281,1098.95,21230,19.32,1613,1.47,155.0,136.97,16,2017,SP3,Server
AMD Ryzen 9 5900H,,20960,,3312,,,,8,2022,AM4,Laptop
AMD Ryzen 7 5800HS Creator Edition,,20948,,3101,,,,8,2021,unknown,Laptop
AMD Ryzen 7 PRO 4700G,,20848,,2700,,65.0,320.74,8,2020,AM4,Desktop
AMD EPYC 7262,571.95,20827,36.41,2026,3.54,155.0,134.37,8,2019,SP3,Server
AMD Ryzen 7 5800HS,,20684,,3060,,35.0,590.97,8,2021,FP6,Laptop
AMD Ryzen 5 PRO 5650G,,20633,,3234,,65.0,317.42,6,2021,AM4,Desktop
AMD Ryzen 7 PRO 4750G,299.99,20570,68.57,2710,9.03,65.0,316.46,8,2020,AM4,Desktop
AMD EPYC 7451,2015.12,20471,10.16,1975,0.98,180.0,113.73,24,2018,SP3,Server
AMD Ryzen 7 4700GE,,20392,,2727,,35.0,582.62,8,2020,AM4,Desktop
AMD Ryzen 7 PRO 5875U,,20369,,2919,,15.0,"1,357.93",8,2022,FP6,Laptop
AMD Ryzen 7 4700G,319.0,20138,63.13,2758,8.65,65.0,309.82,8,2020,AM4,Desktop
AMD Ryzen 5 5500,159.0,19949,125.46,3096,19.47,65.0,306.9,6,2022,AM4,Desktop
AMD Ryzen 5 5600G,179.97,19830,110.19,3187,17.71,65.0,305.08,6,2021,AM4,Desktop
AMD EPYC 7252,381.22,19550,51.28,1992,5.23,120.0,162.92,8,2021,SP3,Server
AMD Ryzen 9 4900HS,,19425,,2628,,35.0,554.99,8,2020,FP6,Laptop
AMD Ryzen 9 4900H,,19339,,2733,,45.0,429.76,8,2020,FP6,Laptop
AMD Ryzen 7 4800H,,19056,,2638,,45.0,423.46,8,2020,FP6,Laptop
AMD Ryzen 5 5600GE,,18879,,3224,,35.0,539.4,6,2021,AM4,Desktop
AMD Ryzen 7 4800HS,,18864,,2609,,45.0,419.2,8,2020,FP6,Laptop
AMD Ryzen 7 5800U,,18852,,3092,,15.0,"1,256.80",8,2021,FP6,Laptop
AMD Ryzen 5 3600XT,327.52,18780,57.34,2794,8.53,95.0,197.69,6,2020,AM4,Desktop
AMD Ryzen 5 PRO 5650GE,,18716,,3223,,35.0,534.74,6,2021,AM4,Desktop
AMD Ryzen 5 PRO 6650U,,18649,,3277,,28.0,666.04,6,2022,FP7,Laptop
AMD Ryzen 7 PRO 4750GE,,18550,,2709,,35.0,530.01,8,2020,AM4,Desktop
AMD Ryzen 5 3600X,209.99,18285,87.08,2670,12.71,95.0,192.47,6,2019,AM4,Desktop
AMD 4700S,,18224,,2399,,,,8,2021,unknown,Desktop
AMD Ryzen 7 Extreme Edition,,18209,,2666,,,,8,2020,FP6,Laptop
AMD Ryzen 7 5825U,,18122,,3064,,15.0,"1,208.12",8,2022,AM4,Laptop
AMD Ryzen Embedded V2718,,17972,,2439,,15.0,"1,198.15",8,2021,FP6,Mobile/Embedded
AMD Ryzen 5 PRO 3600,,17900,,2609,,65.0,275.39,6,2019,AM4,Desktop
AMD Ryzen 5 3600,153.49,17822,116.11,2576,16.78,65.0,274.18,6,2019,AM4,Desktop
AMD Ryzen 7 PRO 5850U,,17581,,3057,,15.0,"1,172.06",8,2021,FP6,Laptop
AMD Ryzen 7 2700X,212.98,17578,82.54,2436,11.44,105.0,167.41,8,2018,AM4,Desktop
AMD Ryzen 7 PRO 2700X,,17221,,2395,,105.0,164.01,8,2018,AM4,Desktop
AMD Ryzen 5 5600H,,17196,,2982,,45.0,382.14,6,2021,FP6,Laptop
AMD Ryzen 7 4800U,,17073,,2603,,15.0,"1,138.18",8,2020,FP6,Laptop
AMD EPYC 7232P,390.27,17017,43.6,1549,3.97,120.0,141.81,8,2020,SP3,Server
AMD Ryzen Threadripper 1900X,249.99,16955,67.82,2343,9.37,180.0,94.19,8,2017,sTR4,Desktop
AMD Ryzen 5 4500,141.75,16698,117.8,2605,18.38,65.0,256.89,6,2022,AM4,Desktop
AMD Ryzen 5 PRO 4400G,,16456,,2656,,,,6,2020,unknown,Desktop
AMD Ryzen 5 PRO 4650G,257.36,16428,63.83,2664,10.35,65.0,252.73,6,2020,AM4,Desktop
AMD Ryzen 7 1800X,178.03,16306,91.59,2186,12.28,95.0,171.64,8,2017,AM4,Desktop
AMD Ryzen Embedded V2748,,16186,,2646,,54.0,299.74,8,2021,FP6,Mobile/Embedded
AMD Ryzen 7 5700U,,16104,,2618,,15.0,"1,073.63",8,2021,FP6,Laptop
AMD Ryzen 7 4850U Mobile,,15920,,2653,,15.0,"1,061.35",8,2022,FP6,Laptop
AMD Ryzen 5 PRO 4650GE,,15712,,2632,,35.0,448.91,6,2020,AM4,Desktop
AMD Ryzen 5 4600GE,,15656,,2605,,35.0,447.31,6,2020,AM4,Desktop
AMD Ryzen 7 2700,254.2,15654,61.58,2197,8.64,65.0,240.82,8,2018,AM4,Desktop
AMD Ryzen 5 4600G,,15577,,2658,,65.0,239.65,6,2020,AM4,Desktop
AMD Ryzen 7 PRO 1700X,,15530,,2231,,95.0,163.47,8,2017,AM4,Desktop
AMD Ryzen 7 PRO 4750U,,15511,,2562,,15.0,"1,034.04",8,2020,FP6,Laptop
AMD Ryzen 7 1700X,168.06,15496,92.21,2074,12.34,95.0,163.12,8,2017,AM4,Desktop
AMD Ryzen 5 PRO 5650U,,15373,,2965,,15.0,"1,024.86",6,2021,FP6,Laptop
AMD Ryzen 5 5600U,,15241,,2924,,15.0,"1,016.06",6,2021,FP6,Laptop
AMD Ryzen 5 5625U,,15099,,3050,,15.0,"1,006.60",6,2022,FP6,Laptop
AMD Ryzen 7 PRO 2700,,15059,,2145,,65.0,231.67,8,2018,AM4,Desktop
AMD EPYC 7301,1499.98,14991,9.99,1363,0.91,155.0,96.72,16,2019,SP3,Server
AMD EPYC 7251,1111.0,14935,13.44,1671,1.5,120.0,124.46,8,2018,SP3,Server
AMD Ryzen 5 PRO 4400GE,,14795,,2664,,35.0,422.71,6,2020,unknown,Laptop
AMD Ryzen 5 4600HS,,14735,,2468,,35.0,421.01,6,2020,FP6,Laptop
AMD Ryzen 5 4600H,,14735,,2461,,45.0,327.45,6,2020,FP6,Laptop
AMD Ryzen 7 2700E,,14657,,2410,,45.0,325.72,8,2019,AM4,Desktop
AMD Ryzen 7 1700,152.68,14628,95.81,1985,13.0,65.0,225.05,8,2017,AM4,Desktop
AMD Ryzen 7 PRO 1700,,14590,,2026,,65.0,224.45,8,2017,AM4,Desktop
AMD Ryzen 5 PRO 5675U,,14253,,2783,,15.0,950.21,6,2022,FP6,Laptop
AMD Ryzen 5 2600X,154.39,14053,91.02,2406,15.58,95.0,147.92,6,2018,AM4,Desktop
AMD Ryzen 3 PRO 5350G,,13976,,3104,,65.0,215.01,4,2021,AM4,Desktop
AMD EPYC 3251,315.0,13965,44.33,1872,5.94,50.0,279.3,8,2019,SP4r2,Server
AMD Ryzen 3 5300GE,,13843,,3104,,35.0,395.51,4,2021,AM4,Desktop
AMD Ryzen 3 PRO 5350GE,,13707,,3106,,35.0,391.62,4,2021,AM4,Desktop
AMD Ryzen 7 4700U,,13648,,2553,,15.0,909.83,8,2020,FP6,Laptop
AMD Ryzen 5 4600U,,13460,,2418,,15.0,897.36,6,2020,FP6,Laptop
AMD Ryzen 5 3500X,184.95,13319,72.01,2525,13.65,65.0,204.91,6,2019,AM4,Desktop
AMD Ryzen 5 PRO 2600,,13250,,2263,,65.0,203.84,6,2018,AM4,Desktop
AMD Ryzen 5 2600,124.88,13195,105.66,2250,18.02,65.0,202.99,6,2018,AM4,Desktop
AMD Ryzen 5 5500U,,13190,,2459,,15.0,879.33,6,2021,FP6,Laptop
AMD Ryzen 3 5300G,,13139,,3055,,65.0,202.14,4,2021,AM4,Desktop
AMD Ryzen 5 1600X,169.46,12943,76.38,2183,12.88,95.0,136.25,6,2017,AM4,Desktop
AMD Ryzen 5 PRO 4650U,,12889,,2462,,15.0,859.29,6,2020,FP6,Laptop
AMD Ryzen 5 3500,,12836,,2515,,65.0,197.47,6,2019,AM4,Desktop
AMD Ryzen 3 3300X,269.99,12746,47.21,2689,9.96,65.0,196.1,4,2020,AM4,Desktop
AMD Ryzen 5 1600,159.82,12314,77.05,2074,12.98,65.0,189.45,6,2017,AM4,Desktop
AMD Ryzen 3 PRO 5475U,,12230,,3001,,15.0,815.33,4,2021,FP6,Laptop
AMD Ryzen 5 PRO 4500U,,12049,,2486,,15.0,803.25,6,2020,FP6,Laptop
AMD Ryzen 3 5400U,,11839,,2893,,15.0,789.29,4,2021,FP6,Laptop
AMD Ryzen 3 3100,137.95,11660,84.52,2427,17.59,65.0,179.38,4,2020,AM4,Desktop
AMD Ryzen 3 PRO 5450U,,11453,,2847,,15.0,763.53,4,2021,FP6,Laptop
AMD Ryzen 3 4300GE,,11332,,2558,,35.0,323.78,4,2020,AM4,Desktop
AMD Ryzen 3 PRO 4200G,,11315,,2564,,65.0,174.07,4,2021,FP6,Desktop
AMD Ryzen 3 PRO 4350GE,,11270,,2567,,35.0,322.01,4,2020,AM4,Desktop
AMD Ryzen 5 4500U,,11098,,2454,,15.0,739.83,6,2020,FP6,Laptop
AMD Ryzen 3 PRO 4200GE,,10930,,2540,,35.0,312.29,4,2020,unknown,Laptop
AMD Ryzen 3 PRO 4350G,,10833,,2540,,65.0,166.66,4,2020,AM4,Desktop
AMD Ryzen 3 4300G,,10792,,2548,,65.0,166.03,4,2020,AM4,Desktop
AMD Ryzen 5 PRO 1600,,10401,,1685,,65.0,160.01,6,2017,AM4,Desktop
AMD EPYC 3201,,10258,,1928,,30.0,341.94,8,2019,SP4r2,Server
AMD Ryzen 3 PRO 4450U,,10129,,2364,,15.0,675.29,4,2020,FP6,Laptop
AMD Ryzen 3 5300U,,10046,,2401,,15.0,669.74,4,2021,FP6,Laptop
AMD Ryzen 5 3350GE,,9684,,2342,,35.0,276.69,4,2020,unknown,Desktop
AMD Ryzen 5 PRO 3350GE,,9643,,2340,,35.0,275.5,4,2020,unknown,Desktop
AMD Ryzen 3 5425U,,9641,,2788,,15.0,642.72,4,2022,FP6,Laptop
AMD Ryzen 5 PRO 3350G,,9498,,2328,,65.0,146.13,4,2020,AM4,Desktop
AMD Ryzen 5 PRO 1500,,9402,,2158,,65.0,144.65,4,2017,AM4,Desktop
AMD Ryzen 5 2500X,,9384,,2319,,65.0,144.37,4,2019,AM4,Desktop
AMD Ryzen 5 3400G,228.0,9331,40.93,2360,10.35,65.0,143.56,4,2019,AM4,Desktop
AMD Ryzen 5 PRO 3400G,,9307,,2330,,65.0,143.18,4,2019,AM4,Desktop
AMD Ryzen 5 1500X,120.36,9083,75.47,2110,17.53,65.0,139.75,4,2017,AM4,Desktop
AMD Ryzen 5 3350G,,9067,,2281,,65.0,139.49,4,2020,AM4,Desktop
AMD Ryzen 5 3400GE,,8985,,2324,,35.0,256.71,4,2020,AM4,Desktop
AMD Ryzen 5 2400G,214.0,8729,40.79,2158,10.09,65.0,134.29,4,2018,AM4,Desktop
AMD Ryzen Embedded V1807B,,8488,,2190,,45.0,188.62,4,2018,FP5,"Laptop, Mobile/Embedded"
AMD Ryzen 5 PRO 2400G,,8378,,2132,,65.0,128.89,4,2018,AM4,Desktop
AMD Opteron 6386 SE,135.09,8320,61.59,1340,9.92,140.0,59.43,16,2014,Socket G34,Server
AMD Ryzen 7 3750H,,8277,,2104,,35.0,236.48,4,2019,FP5,Laptop
AMD Ryzen 5 PRO 3400GE,,8269,,2266,,35.0,236.27,4,2019,AM4,Desktop
AMD Ryzen Embedded V1756B,,8215,,2143,,45.0,182.55,4,2019,FP5,"Desktop, Mobile/Embedded"
AMD Ryzen 5 2400GE,,8134,,2180,,35.0,232.39,4,2018,AM4,Desktop
AMD Opteron 6348,1708.67,8030,4.7,1302,0.76,115.0,69.83,6,2013,unknown,Server
AMD Ryzen 5 3550H,,7994,,2078,,35.0,228.4,4,2019,FP5,Laptop
AMD Ryzen 5 3580U,,7846,,2125,,15.0,523.09,4,2019,FP5,Laptop
AMD Ryzen 5 2600H,,7836,,2136,,45.0,174.14,4,2019,FP5,Laptop
AMD Ryzen 5 1400,109.65,7783,70.98,1904,17.36,65.0,119.74,4,2017,AM4,Desktop
AMD Ryzen 3 PRO 1300,,7717,,2229,,65.0,118.73,4,2017,AM4,Desktop
AMD Athlon Gold PRO 3150G,,7702,,2321,,65.0,118.49,4,2020,AM4,Desktop
AMD Ryzen 5 3550U,,7681,,2053,,15.0,512.06,4,2020,unknown,Unknown
AMD Ryzen 7 2800H,,7656,,2164,,45.0,170.13,4,2019,FP5,Laptop
AMD Ryzen 7 3780U,,7651,,2227,,15.0,510.04,4,2019,FP5,Laptop
AMD Ryzen 3 4300U,,7568,,2325,,15.0,504.52,4,2020,FP6,Laptop
AMD Ryzen 3 2300X,178.09,7566,42.48,2364,13.28,65.0,116.4,4,2019,AM4,Desktop
AMD Ryzen 5 PRO 2400GE,,7530,,2108,,35.0,215.15,4,2018,AM4,Desktop
AMD Ryzen 7 PRO 2700U,,7372,,2051,,15.0,491.46,4,2018,FP5,Laptop
AMD Ryzen 3 3200GE,,7317,,2199,,35.0,209.06,4,2020,AM4,Desktop
AMD Ryzen 7 3700U,,7317,,2013,,15.0,487.81,4,2019,FP5,Laptop
AMD Ryzen 7 PRO 3700U,,7310,,2009,,15.0,487.33,4,2019,FP5,Laptop
AMD Opteron 6281,,7279,,1129,,,,8,2019,Socket G34,Server
AMD Ryzen 3 3200G,144.99,7188,49.57,2218,15.3,65.0,110.58,4,2019,AM4,Desktop
AMD Ryzen 7 3700C,,7145,,2301,,15.0,476.32,4,2022,FP5,"Laptop, Mobile/Embedded"
AMD Ryzen 5 3500U,,7102,,1982,,15.0,473.44,4,2019,FP5,Laptop
AMD Athlon Gold PRO 3150GE,,7093,,2164,,35.0,202.64,4,2020,AM4,Desktop
AMD Ryzen 3 PRO 3200GE,,7071,,2189,,35.0,202.04,4,2019,AM4,Laptop
AMD Ryzen 3 PRO 3200G,,7037,,2216,,65.0,108.26,4,2019,AM4,Desktop
AMD Athlon Gold 3150G,,7002,,2308,,65.0,107.72,4,2022,AM4,Desktop
AMD Ryzen 5 PRO 3500U,,6968,,1964,,15.0,464.55,4,2019,FP5,Laptop
AMD Ryzen 3 1300X,115.0,6925,60.22,2096,18.23,65.0,106.54,4,2017,AM4,Desktop
AMD Opteron 6287 SE,,6925,,1091,,,,16,2015,G34,Server
AMD Ryzen 5 PRO 2500U,,6921,,1829,,15.0,461.43,4,2018,FP5,Laptop
AMD Ryzen 7 2700U,,6895,,1806,,15.0,459.65,4,2017,FP5,Laptop
AMD Ryzen 5 3450U,,6824,,1936,,15.0,454.9,4,2020,FP5,Laptop
AMD Ryzen Embedded V1605B,,6822,,1961,,15.0,454.81,4,2018,FP5,"Laptop, Mobile/Embedded"
AMD Ryzen 3 2200G,124.0,6781,54.69,2060,16.61,65.0,104.33,4,2018,AM4,Desktop
AMD FX-9590 Eight-Core,344.04,6768,19.67,1829,5.32,220.0,30.76,4,2013,AM3+,Desktop
AMD Ryzen 3 PRO 2200G,,6703,,2058,,65.0,103.13,4,2018,AM4,Desktop
AMD Opteron 6380,855.79,6645,7.76,1096,1.28,115.0,57.78,8,2015,G34,Server
AMD Ryzen Embedded R2314,,6643,,1969,,,,4,2022,unknown,Mobile/Embedded
AMD Ryzen 5 2500U,,6555,,1834,,15.0,436.97,4,2017,FP5,Laptop
AMD Ryzen 3 2200GE,,6537,,2049,,35.0,186.76,4,2018,AM4,Desktop
AMD Opteron 6282 SE,223.39,6385,28.58,953,4.27,140.0,45.61,16,2013,unknown,Server
AMD Ryzen 3 PRO 1200,,6347,,1936,,65.0,97.65,4,2017,AM4,Desktop
AMD Ryzen 3 1200,103.55,6304,60.88,1927,18.61,65.0,96.98,4,2017,AM4,Desktop
AMD Opteron 6276,968.46,6245,6.45,1005,1.04,115.0,54.3,8,2013,Socket G34,Server
AMD Ryzen 3 PRO 3300U,,6144,,2060,,15.0,409.61,4,2019,FP5,Laptop
AMD FX-8370 Eight-Core,218.99,6128,27.98,1626,7.43,125.0,49.02,4,2014,AM3+,Desktop
AMD Opteron 6344,379.0,6069,16.01,1231,3.25,115.0,52.77,6,2013,unknown,Server
AMD EPYC 3101 4-Core,,6050,,1787,,,,4,2021,unknown,Unknown
AMD FX-9370 Eight-Core,253.0,5985,23.66,1671,6.61,220.0,27.21,4,2013,AM3+,Desktop
AMD Ryzen 3 PRO 2300U,,5982,,1853,,15.0,398.8,4,2018,FP5,Laptop
AMD FX-8350 Eight-Core,122.99,5969,48.53,1576,12.81,125.0,47.75,4,2012,AM3+,Desktop
AMD Ryzen Embedded V1404I,,5917,,1938,,15.0,394.44,4,2020,unknown,"Desktop, Mobile/Embedded"
AMD Ryzen 3 3350U,,5904,,1976,,15.0,393.57,4,2021,unknown,Laptop
AMD Ryzen 3 PRO 2200GE,,5897,,2000,,35.0,168.47,4,2018,AM4,Desktop
AMD Opteron 6378,1709.92,5889,3.44,1127,0.66,115.0,51.21,8,2015,G34,Server
AMD Ryzen 3 3300U,,5803,,1899,,15.0,386.88,4,2019,FP5,Laptop
AMD Opteron 4274 HE,76.99,5776,75.02,1060,13.77,65.0,88.86,4,2012,C32,Server
AMD Opteron 6238,103.71,5625,54.24,1157,11.16,115.0,48.91,6,2014,Socket G34,Server
AMD Opteron 6376,2055.0,5572,2.71,1165,0.57,115.0,48.45,8,2013,Socket G34,Server
AMD Ryzen 3 2300U,,5507,,1745,,15.0,367.11,4,2018,FP5,Laptop
AMD FX-8320 Eight-Core,82.38,5409,65.66,1472,17.87,125.0,43.27,4,2012,AM3+,Desktop
