CPUname,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
Intel Xeon Platinum 8380,8978.0,62317,6.94,2385,0.27,270.0,230.81,40,2021,FCLGA4189,Server
Intel Xeon Platinum 8358,5097.75,54416,10.67,2382,0.47,250.0,217.67,32,2021,FCLGA4189,Server
Intel Xeon Gold 6348,3173.0,53112,16.74,2455,0.77,235.0,226.01,28,2021,FCLGA4189,Server
Intel Xeon Platinum 8375C,,51836,,2439,,300.0,172.79,32,2021,FCLGA4189,Server
Intel Xeon Platinum 8347C,,49386,,2445,,210.0,235.17,36,2022,LGA4189,Server
Intel Xeon Gold 6342,3825.9,48330,12.63,2453,0.64,230.0,210.13,24,2021,FCLGA4189,Server
Intel Xeon Gold 6336Y,3850.34,45517,11.82,2522,0.65,185.0,246.04,24,2021,FCLGA4189,Server
Intel Core i9-12900KS,779.98,44243,56.72,4317,5.53,150.0,294.95,8,2022,LGA 1700,Desktop
Intel Xeon Gold 6312U,1736.62,43745,25.19,2383,1.37,185.0,236.46,24,2021,FCLGA4189,Server
Intel Xeon Gold 6330,1904.0,43056,22.61,2034,1.07,205.0,210.03,28,2021,FCLGA4189,Server
Intel Xeon Gold 6354,2932.63,41434,14.13,2406,0.82,205.0,202.12,18,2021,FCLGA4189,Server
Intel Core i9-12900KF,572.98,41163,71.84,4217,7.36,241.0,170.8,8,2021,FCLGA1700,Desktop
Intel Core i9-12900K,599.95,41077,68.47,4209,7.02,241.0,170.44,8,2021,FCLGA1700,Desktop
Intel Xeon Platinum 8275CL,,40794,,2386,,,,24,2019,unknown,Server
Intel Xeon W-3275M,7453.0,40767,5.47,2725,0.37,205.0,198.86,28,2020,FCLGA3647,Server
Intel Xeon W-3265M,6353.0,39620,6.24,2718,0.43,205.0,193.27,24,2021,FCLGA3647,"Desktop, Server"
Intel Xeon W-3335,1299.0,38944,29.98,2556,1.97,250.0,155.78,16,2022,FCLGA4189,Server
Intel Xeon Gold 6248R,3095.0,38604,12.47,2296,0.74,205.0,188.31,24,2020,FCLGA3647,Server
Intel Core i9-12900,509.0,38281,75.21,4162,8.18,65.0,588.95,8,2022,FCLGA1700,Desktop
Intel Xeon Gold 6346,2279.0,37606,16.5,2455,1.08,205.0,183.44,16,2021,FCLGA4189,Server
Intel Xeon Platinum 8280,8870.46,37575,4.24,2011,0.23,205.0,183.29,28,2020,FCLGA3647,Server
Intel Xeon Gold 6238R,2667.0,37511,14.06,2362,0.89,165.0,227.34,28,2021,FCLGA3647,Server
Intel Xeon Silver 4316,1129.22,37264,33.0,2380,2.11,150.0,248.43,20,2021,FCLGA4189,Server
Intel Xeon W-3175X,1595.96,37167,23.29,2148,1.35,255.0,145.75,28,2019,FCLGA3647,Desktop
Intel Core i9-12900F,529.99,35726,67.41,4045,7.63,65.0,549.63,8,2022,FCLGA1700,Desktop
Intel Xeon Gold 6242R,2472.14,35352,14.3,2426,0.98,205.0,172.45,20,2020,FCLGA3647,Server
Intel Xeon Gold 6326,1605.79,35328,22.0,2356,1.47,185.0,190.96,16,2021,FCLGA4189,Server
Intel Core i9-12900T,489.0,34999,71.57,4032,8.25,35.0,999.97,8,2022,FCLGA1700,Desktop
Intel Core i7-12700K,409.0,34125,83.44,4047,9.9,190.0,179.61,8,2021,FCLGA1700,Desktop
Intel Core i7-12700KF,350.99,34110,97.18,4054,11.55,190.0,179.53,8,2021,FCLGA1700,Desktop
Intel Xeon Platinum 8260M,7705.0,33970,4.41,2315,0.3,165.0,205.88,24,2020,LGA3647,Server
Intel Xeon D-2799,1933.0,33792,17.48,2404,1.24,129.0,261.95,20,2022,FCBGA2579,Server
Intel Core i9-10980XE,999.99,33408,33.41,2667,2.67,165.0,202.47,18,2019,FCLGA2066,Desktop
Intel Xeon Gold 5220R,1712.0,33370,19.49,2399,1.4,150.0,222.46,24,2021,FCLGA3647,Server
Intel Xeon Platinum 8168,7829.0,32616,4.17,2138,0.27,205.0,159.1,24,2017,FCLGA3647,Server
Intel Xeon Gold 6252,3850.0,32410,8.42,2143,0.56,150.0,216.06,24,2019,FCLGA3647,Server
Intel Core i7-12700F,312.96,32268,103.11,3987,12.74,65.0,496.43,8,2022,FCLGA1700,Desktop
Intel Xeon Gold 6230R,1870.0,32223,17.23,2020,1.08,150.0,214.82,26,2021,FCLGA3647,Server
Intel Core i9-9980XE,1442.21,31905,22.12,2566,1.78,165.0,193.37,18,2018,FCLGA2066,Desktop
Intel Xeon W-2295,1504.63,31680,21.06,2696,1.79,165.0,192,18,2020,FCLGA2066,Server
Intel Core i7-12700,328.0,31659,96.52,3948,12.04,65.0,487.07,8,2022,FCLGA1700,Desktop
Intel Xeon Platinum 8259CL,,31500,,1863,,210.0,150,24,2020,LGA 3647,Server
Intel Core i9-9960X,1498.95,30655,20.45,2631,1.76,165.0,185.79,16,2019,FCLGA2066,Desktop
Intel Xeon Gold 6253CL,,30616,,2346,,205.0,149.35,18,2021,FCLGA3647,Server
Intel Xeon W-3245,2683.99,30549,11.38,2537,0.95,205.0,149.02,16,2020,FCLGA3647,Server
Intel Xeon Gold 6246R,3389.78,30220,8.92,2321,0.68,205.0,147.41,16,2020,FCLGA3647,Server
Intel Core i9-12900HK,635.0,30213,47.58,3946,6.21,45.0,671.4,6,2022,FCBGA1744,Laptop
Intel Core i9-9990XE,2163.0,30162,13.94,2970,1.37,255.0,118.28,14,2020,LGA2066,Desktop
Intel Xeon W-3265,4551.37,30105,6.61,2572,0.57,205.0,146.85,24,2019,FCLGA3647,Server
Intel Xeon Platinum 8268,6005.98,30103,5.01,2167,0.36,205.0,146.84,24,2019,FCLGA3647,Server
Intel Xeon Silver 4314,867.3,30043,34.64,2179,2.51,135.0,222.54,16,2021,FCLGA4189,Server
Intel Core i9-7980XE,816.42,29842,36.55,2474,3.03,165.0,180.86,18,2017,FCLGA2066,Desktop
Intel Core i9-12900H,617.0,29714,48.16,3974,6.44,45.0,660.32,6,2022,FCBGA1744,Laptop
Intel Xeon Gold 6254,3626.37,29356,8.1,2381,0.66,200.0,146.78,18,2019,FCLGA3647,Server
Intel Xeon W-2191B,,29049,,2609,,140.0,207.49,18,2021,FCLGA2066,Server
Intel Xeon Gold 6148,2817.0,28962,10.28,2182,0.77,150.0,193.08,20,2018,FCLGA3647,Server
Intel Xeon Gold 6210U,1524.89,28915,18.96,2203,1.44,150.0,192.77,20,2019,FCLGA3647,Server
Intel Xeon Gold 6154,3798.95,28848,7.59,2264,0.6,200.0,144.24,18,2017,FCLGA3647,Server
Intel Core i9-10940X,771.99,28619,37.07,2724,3.53,165.0,173.45,14,2019,FCLGA2066,Desktop
Intel Xeon Gold 5317,1119.25,28580,25.54,2437,2.18,150.0,190.54,12,2021,FCLGA4189,Server
Intel Core i9-9940X,841.4,28411,33.77,2647,3.15,165.0,172.19,14,2018,FCLGA2066,Desktop
Intel Xeon W-2275,1112.0,27904,25.09,2790,2.51,165.0,169.12,14,2020,FCLGA2066,Desktop
Intel Xeon Gold 6238,2698.95,27617,10.23,1691,0.63,140.0,197.26,22,2019,FCLGA3647,Server
Intel Xeon Gold 6212U,2000.0,27470,13.73,2013,1.01,165.0,166.48,24,2019,FCLGA3647,Server
Intel Core i5-12600K,277.98,27429,98.67,3965,14.26,150.0,182.86,6,2021,FCLGA1700,Desktop
Intel Core i7-12700H,457.0,27391,59.94,3766,8.24,45.0,608.69,6,2022,FCBGA1744,Laptop
Intel Xeon Platinum 8173M,,27377,,2123,,165.0,165.92,28,2018,FCLGA3647,Server
Intel Xeon W-2195,1983.82,27325,13.77,2413,1.22,140.0,195.18,18,2017,FCLGA2066,Server
Intel Xeon Gold 6226R,1372.08,27211,19.83,2290,1.67,150.0,181.41,16,2020,FCLGA3647,Server
Intel Core i5-12600KF,260.98,27186,104.17,3967,15.2,150.0,181.24,6,2021,FCLGA1700,Desktop
Intel Xeon Gold 6208U,1406.99,26901,19.12,2247,1.6,150.0,179.34,16,2020,FCLGA3647,Server
Intel Core i9-7960X,990.97,26699,26.94,2525,2.55,165.0,161.81,16,2017,FCLGA2066,Desktop
Intel Core i9-10920X,679.99,26696,39.26,2766,4.07,165.0,161.79,12,2019,FCLGA2066,Desktop
Intel Xeon Platinum 8175M,,26659,,1903,,,,24,2018,FCLGA3647,Server
Intel Xeon Gold 6230,1990.0,26657,13.4,2285,1.15,125.0,213.25,20,2019,FCLGA3647,Server
Intel Core i9-7940X,548.87,26508,48.3,2490,4.54,165.0,160.65,14,2017,FCLGA2066,Desktop
Intel Xeon Platinum 8160,2348.7,26485,11.28,1984,0.84,150.0,176.56,24,2017,FCLGA3647,Server
Intel Xeon Gold 5318Y,1361.0,26400,19.4,1826,1.34,165.0,160,24,2022,FCLGA4189,Server
Intel Xeon Gold 6242,2465.14,26288,10.66,2196,0.89,150.0,175.26,16,2019,FCLGA3647,Server
Intel Xeon W-1390P,,26031,,3619,,125.0,208.24,8,2021,FCLGA1200,"Desktop, Server"
Intel Xeon W-2265,944.0,25984,27.53,2810,2.98,165.0,157.48,12,2020,FCLGA2066,Server
Intel Xeon W-3235,1829.99,25974,14.19,2622,1.43,180.0,144.3,12,2019,FCLGA3647,Server
Intel Xeon W-3323,949.0,25875,27.27,2617,2.76,220.0,117.61,12,2021,FCLGA4189,"Desktop, Server"
Intel Xeon Gold 5220,1674.44,25740,15.37,2396,1.43,125.0,205.92,18,2019,FCLGA3647,Server
Intel Core i9-11900K,397.97,25539,64.17,3519,8.84,125.0,204.31,8,2021,FCLGA1200,Desktop
Intel Xeon E5-2698R v4,,25532,,2225,,,,20,2021,FCLGA2011-3,Server
Intel Xeon Platinum 8167M,,25396,,1455,,,,26,2019,FCLGA3647,Server
Intel Core i9-11900KF,379.98,25390,66.82,3563,9.38,125.0,203.12,8,2021,FCLGA1200,Desktop
Intel Core i9-9920X,999.0,25291,25.32,2621,2.62,165.0,153.28,12,2018,FCLGA2066,Desktop
Intel Xeon W-1370P,411.99,25202,61.17,3494,8.48,125.0,201.62,8,2021,FCLGA1200,"Desktop, Server"
Intel Xeon Gold 5218R,1268.96,25191,19.85,2200,1.73,125.0,201.52,20,2021,FCLGA3647,Server
Intel Xeon Gold 6138T,7528.0,24800,3.29,2050,0.27,125.0,198.4,20,2020,FCLGA3647,Server
Intel Xeon Gold 6143,,24786,,2248,,205.0,120.91,16,2019,FCLGA3647,Server
Intel Core i7-11700K,297.0,24749,83.33,3429,11.55,125.0,197.99,8,2020,FCLGA1200,Desktop
Intel Xeon W-2170B,,24745,,2578,,,,14,2018,FCLGA-2066,Server
Intel Xeon E5-2699 v4,5957.96,24619,4.13,1937,0.33,145.0,169.79,22,2016,FCLGA2011-3,Server
Intel Xeon Gold 6150,2411.0,24489,10.16,2190,0.91,165.0,148.42,18,2017,FCLGA3647,Server
Intel Xeon Gold 6246,3113.22,24446,7.85,2450,0.79,165.0,148.16,12,2019,FCLGA3647,Server
Intel Xeon Gold 6248,2940.0,24234,8.24,2290,0.78,150.0,161.56,20,2019,FCLGA3647,Server
Intel Core i7-11700KF,279.0,24147,86.55,3420,12.26,125.0,193.17,8,2021,FCLGA1200,Desktop
Intel Xeon W-1370,376.99,23908,63.42,3538,9.39,80.0,298.85,8,2021,FCLGA1200,"Desktop, Server"
Intel Xeon W-11955M,623.0,23859,38.3,3375,5.42,45.0,530.19,8,2021,FCBGA1787,"Laptop, Server"
Intel Core i9-11900F,379.99,23814,62.67,3528,9.28,65.0,366.37,8,2021,FCLGA1200,Desktop
Intel Core i9-10900K,389.97,23768,60.95,3167,8.12,125.0,190.14,10,2020,FCLGA1200,Desktop
Intel Core i9-11980HK,583.0,23629,40.53,3312,5.68,45.0,525.09,8,2021,FCBGA1787,Laptop
Intel Xeon Silver 4310,608.77,23589,38.75,2200,3.61,120.0,196.57,12,2021,FCLGA4189,Server
Intel Xeon E5-2696 v3,2498.0,23556,9.43,2209,0.88,145.0,162.45,18,2015,LGA2011-v3,Server
Intel Core i5-12500H,311.0,23530,75.66,3678,11.83,45.0,522.9,4,2022,FCBGA1744,Laptop
Intel Xeon W-1390,469.99,23515,50.03,3358,7.14,80.0,293.94,8,2021,FCLGA1200,Server
Intel Xeon E5-2679 v4,2702.0,23512,8.7,1951,0.72,200.0,117.56,20,2016,FCLGA2011-3,Server
Intel Core i9-10900KF,339.99,23508,69.14,3141,9.24,125.0,188.06,10,2020,FCLGA1200,Desktop
Intel Xeon E-2388G,539.0,23501,43.6,3323,6.16,95.0,247.37,8,2021,FCLGA1200,Server
Intel Xeon Gold 6146,3062.0,23432,7.65,2493,0.81,165.0,142.01,12,2018,FCLGA3647,Server
Intel Core i9-7920X,375.0,23292,62.11,2467,6.58,140.0,166.37,12,2017,FCLGA2066,Desktop
Intel Xeon W-2175,395.0,23215,58.77,2481,6.28,140.0,165.82,14,2019,FCLGA2066,Server
Intel Xeon E5-2696 v4,2793.95,23207,8.31,2248,0.8,145.0,160.05,22,2016,FCLGA2011-3,Server
Intel Xeon Platinum 8176,2793.7,23179,8.3,2048,0.73,165.0,140.48,28,2019,FCLGA3647,Server
Intel Core i5-1250P,,23120,,3619,,28.0,825.7,4,2022,BGA1700,Laptop
Intel Core i9-11900,347.88,23117,66.45,3443,9.9,65.0,355.65,8,2021,FCLGA1200,Desktop
Intel Core i9-10850K,408.44,23055,56.45,3091,7.57,125.0,184.44,10,2020,FCLGA1200,Desktop
Intel Xeon W-1290P,997.98,22997,23.04,3204,3.21,125.0,183.97,10,2020,FCLGA1200,Server
Intel Xeon Gold 6138,1662.95,22851,13.74,2220,1.33,125.0,182.81,20,2017,FCLGA3647,Server
