Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
1351,Intel Core i9-9880H,CPU,2019-04-23,14.0,45.0,149.0,,2300.0,Intel,Intel,,,,556.0,13979,25.14,2555,4.59,45.0,310.64,8,2019,FCBGA1440,Laptop
1352,Intel Core i7-4558U,CPU,2013-06-04,22.0,28.0,118.0,1300.0,2800.0,Intel,Intel,,,,,2956,,1824,,28.0,105.58,2,2013,BGA1168,Laptop
1353,Intel Core i7-3940XM,CPU,2012-09-03,22.0,55.0,160.0,1400.0,3000.0,Intel,Intel,,,,164.99,5671,34.37,1930,11.7,55.0,103.1,4,2012,rPGA988B,Laptop
1355,Intel Xeon W3503,CPU,2009-03-30,45.0,130.0,263.0,731.0,2400.0,Intel,Intel,,,,9.99,1052,105.35,1015,101.64,130.0,8.1,2,2009,LGA1366,Server
1357,Intel Core i9-9900K,CPU,2018-10-19,14.0,95.0,180.0,,3600.0,Intel,Intel,,,,622.0,18716,30.09,2960,4.76,95.0,197.02,8,2018,FCLGA1151-2,Desktop
1359,Intel Xeon Silver 4116,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,,,,389.99,14931,38.29,1709,4.38,85.0,175.66,12,2018,FCLGA3647,Server
1361,Intel Core i3-530,CPU,2010-01-07,32.0,73.0,81.0,382.0,2933.0,Intel,Intel,,,,115.19,1449,12.58,1176,10.21,73.0,19.85,2,2010,LGA1156,Desktop
1365,Intel Xeon Silver 4309Y,CPU,2021-04-06,10.0,105.0,,,2800.0,Intel,Intel,,,,677.5,19010,28.06,2494,3.68,105.0,181.05,8,2021,FCLGA4189,Server
1366,Intel Core i7-4550U,CPU,2013-06-04,22.0,15.0,118.0,1300.0,1500.0,Intel,Intel,,,,,2354,,1289,,15.0,156.94,2,2014,BGA1168,Laptop
1368,Intel Core i5-2415M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2300.0,Intel,Intel,,,,,2094,,1266,,35.0,59.83,2,2011,BGA1023,Desktop
1369,Intel Core i3-8100T,CPU,2018-04-02,14.0,35.0,,,3100.0,Intel,Intel,,,,262.83,5291,20.13,1922,7.31,35.0,151.18,4,2018,FCLGA1151-2,Desktop
1372,Intel Xeon W3680,CPU,2010-03-16,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,,,,47.85,6917,144.57,1547,32.33,130.0,53.21,6,2010,LGA1366,Server
1373,Intel Core i5-11600K,CPU,2021-03-16,14.0,125.0,,,3900.0,Intel,Intel,,,,209.99,19781,94.2,3374,16.07,125.0,158.25,6,2021,FCLGA1200,Desktop
1376,Intel Core i9-11900KF,CPU,2021-03-16,14.0,125.0,,,3500.0,Intel,Intel,,,,379.98,25390,66.82,3563,9.38,125.0,203.12,8,2021,FCLGA1200,Desktop
1383,Intel Core i7-6800K,CPU,2016-05-31,14.0,140.0,,,3400.0,Intel,Intel,,,,259.99,10681,41.08,2272,8.74,140.0,76.29,6,2016,LGA2011-v3,Desktop
1384,Intel Core i5-7400T,CPU,2017-01-03,14.0,35.0,,,2400.0,Intel,Intel,,,,174.85,4710,26.94,1763,10.08,35.0,134.57,4,2016,LGA1151,Desktop
1387,Intel Core i7-4870HQ,CPU,2014-07-01,22.0,47.0,264.0,1400.0,2500.0,Intel,Intel,,,,,6387,,2089,,47.0,135.89,4,2014,FCBGA1364,Laptop
1393,Intel Core i5-680,CPU,2010-04-19,32.0,73.0,81.0,382.0,3600.0,Intel,Intel,,,,309.19,2603,8.42,1550,5.01,73.0,35.65,2,2010,LGA1156,Desktop
1396,Intel Core i5-460M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2534.0,Intel,Intel,,,,64.95,1279,19.69,1137,17.5,35.0,36.54,2,2010,BGA1288,Laptop
1397,Intel Xeon E3-1260L,CPU,2011-04-03,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,,,,125.0,4041,32.33,1481,11.85,45.0,89.81,4,2011,LGA1155,Server
1398,Intel Pentium E6700,CPU,2010-05-30,45.0,65.0,82.0,228.0,3200.0,Intel,Intel,,,,140.19,1152,8.22,1314,9.37,65.0,17.72,2,2010,LGA775,Desktop
1401,Intel Pentium G645,CPU,2012-09-02,32.0,65.0,131.0,504.0,2900.0,Intel,Intel,,,,93.35,1353,14.5,1303,13.96,65.0,20.82,2,2012,LGA1155,Desktop
1403,Intel Core i3-4330,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3500.0,Intel,Intel,,,,123.37,3539,28.69,1982,16.07,54.0,65.55,2,2013,LGA1150,Desktop
1407,Intel Celeron N2910,CPU,2013-09-11,22.0,7.0,,,1600.0,Intel,Intel,,,,,742,,446,,7.5,98.94,4,2013,FCBGA1170,Laptop
1414,Intel Pentium E6800,CPU,2010-08-29,45.0,65.0,82.0,228.0,3333.0,Intel,Intel,,,,24.95,1166,46.74,1358,54.45,65.0,17.94,2,2010,LGA775,Desktop
1419,Intel Xeon W3550,CPU,2009-08-09,45.0,130.0,263.0,731.0,3066.0,Intel,Intel,,,,49.95,3193,63.92,1415,28.33,130.0,24.56,4,2009,LGA1366,Server
1427,Intel Celeron G1820TE,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2200.0,Intel,Intel,,,,,1115,,728,,35.0,31.85,2,2014,LGA1150,Desktop
1428,Intel Pentium E5400,CPU,2009-01-18,45.0,65.0,82.0,228.0,2700.0,Intel,Intel,,,,92.76,936,10.09,1074,11.58,65.0,14.4,2,2009,LGA775,Desktop
1431,Intel Xeon Gold 5317,CPU,2021-04-06,10.0,150.0,,,3000.0,Intel,Intel,,,,1119.25,28580,25.54,2437,2.18,150.0,190.54,12,2021,FCLGA4189,Server
1436,Intel Core i7-2670QM,CPU,2011-10-12,32.0,45.0,216.0,1160.0,2200.0,Intel,Intel,,,,129.0,3726,28.89,1324,10.26,45.0,82.8,4,2011,PGA988B,Laptop
1443,Intel Xeon Platinum 8280,CPU,2018-12-11,14.0,205.0,,8000.0,2700.0,Intel,Intel,,,,8870.46,37575,4.24,2011,0.23,205.0,183.29,28,2020,FCLGA3647,Server
1444,Intel Xeon Gold 6346,CPU,2021-04-06,10.0,205.0,,,3100.0,Intel,Intel,,,,2279.0,37606,16.5,2455,1.08,205.0,183.44,16,2021,FCLGA4189,Server
1445,Intel Pentium G4620,CPU,2017-01-03,14.0,51.0,,,3700.0,Intel,Intel,,,,146.0,3777,25.87,2268,15.53,51.0,74.06,2,2017,FCLGA1151,Desktop
1448,Intel Pentium 957,CPU,2011-06-19,32.0,17.0,131.0,504.0,1200.0,Intel,Intel,,,,134.0,622,4.64,574,4.28,17.0,36.59,2,2011,FCBGA1023,Laptop
1450,Intel Xeon X5667,CPU,2010-03-16,32.0,95.0,239.0,1170.0,3066.0,Intel,Intel,,,,18.04,4551,252.25,1453,80.55,95.0,47.9,4,2010,LGA1366,Server
1451,Intel Celeron 807,CPU,2012-07-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,,,,,392,,608,,17.0,23.05,1,2014,BGA-1023,Laptop
1455,Intel Xeon W3570,CPU,2009-03-30,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,,469.95,3354,7.14,1520,3.24,130.0,25.8,4,2009,LGA1366,Server
1456,Intel Celeron E1400,CPU,2008-04-20,65.0,65.0,77.0,105.0,2000.0,Intel,Intel,,,,14.0,671,47.91,746,53.28,65.0,10.32,2,2009,LGA775,Desktop
1457,Intel Xeon E5640,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2666.0,Intel,Intel,,,,68.0,4018,59.08,1204,17.71,80.0,50.22,4,2010,LGA1366,Server
1460,Intel Core i7-7800X,CPU,2017-06-26,14.0,140.0,,,3500.0,Intel,Intel,,,,199.99,12864,64.33,2414,12.07,140.0,91.89,6,2017,FCLGA2066,Desktop
1463,Intel Core i7-10700KF,CPU,2020-04-30,14.0,125.0,,,3800.0,Intel,Intel,,,,309.99,19143,61.75,3056,9.86,125.0,153.14,8,2020,FCLGA1200,Desktop
1466,Intel Pentium B950,CPU,2011-06-19,32.0,35.0,131.0,504.0,2100.0,Intel,Intel,,,,,984,,934,,35.0,28.11,2,2011,PGA988,Laptop
1469,Intel Core i7-640M,CPU,2010-09-01,32.0,35.0,81.0,384.0,2800.0,Intel,Intel,,,,229.95,2042,8.88,1385,6.02,35.0,58.34,2,2010,BGA1288,Laptop
1470,Intel Xeon X5677,CPU,2010-03-16,32.0,130.0,239.0,1170.0,3466.0,Intel,Intel,,,,110.0,5112,46.47,1614,14.67,130.0,39.32,4,2010,LGA1366,Server
1471,Intel Core i3-4370,CPU,2014-07-01,22.0,54.0,177.0,1400.0,3800.0,Intel,Intel,,,,299.0,3807,12.73,2126,7.11,54.0,70.49,2,2014,LGA1150,Desktop
1477,Intel Core i5-3317U,CPU,2012-06-01,22.0,17.0,118.0,,1700.0,Intel,Intel,,,,225.0,1972,8.77,1235,5.49,17.0,116.03,2,2012,BGA1023,Laptop
1478,Intel Core i5-4590S,CPU,2014-05-01,22.0,65.0,177.0,1400.0,2900.0,Intel,Intel,,,,260.0,5095,19.6,2052,7.89,65.0,78.39,4,2014,LGA1150,Desktop
1479,Intel Core i3-9100,CPU,2018-09-01,14.0,65.0,,,3700.0,Intel,Intel,,,,169.96,6625,38.98,2519,14.82,65.0,101.93,4,2019,FCLGA1151-2,Desktop
1482,Intel Core i7-5930K,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3500.0,Intel,Intel,,,,319.95,10304,32.21,2063,6.45,140.0,73.6,6,2014,LGA2011-v3,Desktop
1484,Intel Core i3-4000M,CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel,,,,58.11,1744,30.01,1269,21.83,37.0,47.13,2,2013,FCPGA946,Laptop
1485,Intel Core i7-10850H,CPU,2020-04-02,14.0,45.0,,,2700.0,Intel,Intel,,,,395.0,12124,30.69,2740,6.94,45.0,269.42,6,2020,FCBGA1440,Laptop
1488,Intel Celeron 430,CPU,2007-06-03,65.0,35.0,77.0,105.0,1800.0,Intel,Intel,,,,49.99,293,5.86,630,12.59,35.0,8.37,1,2009,LGA775,Desktop
1490,Intel Core i5-3570S,CPU,2012-06-01,22.0,65.0,133.0,,3100.0,Intel,Intel,,,,66.9,4620,69.07,1996,29.83,65.0,71.08,4,2012,LGA1155,Desktop
1492,Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,,,,138.02,4353,31.54,1534,11.12,45.0,96.72,4,2011,BGA1224,Laptop
1496,Intel Celeron G1610T,CPU,2012-12-03,22.0,35.0,94.0,,2300.0,Intel,Intel,,,,14.98,1334,89.04,1211,80.82,35.0,38.11,2,2013,LGA1155,Desktop
1497,Intel Core i5-4330M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2800.0,Intel,Intel,,,,274.99,3208,11.66,1855,6.75,37.0,86.69,2,2013,unknown,Laptop
1498,Intel Core i5-7300HQ,CPU,2017-01-03,14.0,45.0,,,2500.0,Intel,Intel,,,,,5104,,1967,,45.0,113.42,4,2017,unknown,Laptop
1499,Intel Celeron G1610,CPU,2012-12-03,22.0,55.0,94.0,,2600.0,Intel,Intel,,,,37.0,1478,39.95,1359,36.73,55.0,26.88,2,2012,FCLGA1155,Desktop
1503,Intel Xeon E5645,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2400.0,Intel,Intel,,,,52.0,4955,95.29,1147,22.06,80.0,61.94,6,2011,LGA1366,Server
1506,Intel Core Duo T2500,CPU,2006-01-05,65.0,31.0,90.0,151.0,1992.0,Intel,Intel,,,,119.99,408,3.4,613,5.11,31.0,13.15,2,2009,BGA479,Laptop
1510,Intel Xeon E3-1285 v6,CPU,2017-08-01,14.0,79.0,160.0,1400.0,4100.0,Intel,Intel,,,,544.91,9276,17.02,2692,4.94,79.0,117.41,4,2018,FCLGA1151,Server
1514,Intel Core i7-3960X,CPU,2011-11-14,32.0,130.0,435.0,2270.0,3300.0,Intel,Intel,,,,159.99,8596,53.73,1816,11.35,130.0,66.12,6,2011,LGA2011,Desktop
1517,Intel Xeon E5-2660 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2200.0,Intel,Intel,,,,79.0,10382,131.41,1498,18.96,95.0,109.28,10,2014,LGA 2011,Server
1520,Intel Core i5-11400T,CPU,2021-03-16,14.0,35.0,,,1300.0,Intel,Intel,,,,182.0,13078,71.86,2549,14.0,35.0,373.67,6,2021,FCLGA1200,Desktop
1523,Intel Core i5-10500,CPU,2020-04-30,14.0,65.0,,,3100.0,Intel,Intel,,,,209.88,13056,62.21,2785,13.27,65.0,200.86,6,2020,FCLGA1200,Desktop
1525,Intel Xeon Gold 6326,CPU,2021-04-06,10.0,185.0,,,2900.0,Intel,Intel,,,,1605.79,35328,22.0,2356,1.47,185.0,190.96,16,2021,FCLGA4189,Server
1528,Intel Atom Z2760,CPU,2012-09-27,32.0,3.0,65.0,140.0,1800.0,Intel,Intel,,,,,298,,206,,,,2,2012,FC-MB4760,Laptop
1530,Intel Pentium G3258,CPU,2014-06-02,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,,32.66,2091,64.02,1863,57.06,53.0,39.45,2,2014,FCLGA1150,Desktop
1533,Intel Core i5-560M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2667.0,Intel,Intel,,,,88.92,1832,20.6,1238,13.92,35.0,52.35,2,2010,BGA1288,Laptop
1535,Intel Core i5-430M,CPU,2010-01-07,32.0,35.0,81.0,382.0,2267.0,Intel,Intel,,,,129.95,1211,9.32,997,7.67,35.0,34.6,2,2010,BGA1288,Laptop
1539,Intel Core i7-8565U,CPU,2018-10-01,14.0,28.0,123.0,,1800.0,Intel,Intel,,,,615.0,6358,10.34,2246,3.65,15.0,423.86,4,2018,FCBGA1356,Laptop
1541,Intel Core i9-7940X,CPU,2017-09-01,14.0,165.0,,,3100.0,Intel,Intel,,,,548.87,26508,48.3,2490,4.54,165.0,160.65,14,2017,FCLGA2066,Desktop
1542,Intel Pentium Gold G6600,CPU,2020-04-30,14.0,58.0,,,4200.0,Intel,Intel,,,,107.35,4396,40.95,2577,24.0,58.0,75.8,2,2021,FCLGA1200,Desktop
1543,Intel Core i9-9900KS,CPU,2019-10-28,14.0,127.0,180.0,,4000.0,Intel,Intel,,,,898.3,19518,21.73,3039,3.38,127.0,153.69,8,2019,FCLGA1151-2,Desktop
1544,Intel Atom Z3770,CPU,2013-09-27,22.0,8.0,,,1467.0,Intel,Intel,,,,149.44,738,4.94,542,3.63,4.0,184.46,4,2013,UTFCBGA1380,Laptop
1546,Intel Core i7-980,CPU,2011-06-26,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,,,,160.19,7018,43.81,1558,9.73,130.0,53.99,6,2011,LGA1366,Desktop
1547,Intel Xeon Gold 6154,CPU,2017-07-11,14.0,200.0,,8000.0,3000.0,Intel,Intel,,,,3798.95,28848,7.59,2264,0.6,200.0,144.24,18,2017,FCLGA3647,Server
1549,Intel Pentium G3250,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,,75.0,1928,25.7,1811,24.15,53.0,36.37,2,2014,LGA1150,Desktop
1551,Intel Celeron E3300,CPU,2009-08-30,45.0,65.0,82.0,228.0,2500.0,Intel,Intel,,,,64.78,837,12.92,1042,16.08,65.0,12.87,2,2009,LGA775,Desktop
1558,Intel Core i7-9850HL,CPU,NaT,14.0,25.0,149.0,,1900.0,Intel,Intel,,,,395.0,9112,23.07,2139,5.42,25.0,364.49,6,2019,FCBGA1440,"Desktop, Laptop"
1559,Intel Core i7-860S,CPU,2010-01-07,45.0,82.0,296.0,774.0,2533.0,Intel,Intel,,,,160.0,2424,15.15,1314,8.21,82.0,29.56,4,2011,LGA1156,Desktop
1567,Intel Core i3-4160,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,,59.99,3495,58.25,2014,33.57,54.0,64.72,2,2014,FCLGA1150,Desktop
1568,Intel Core i7-4790,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3600.0,Intel,Intel,,,,200.0,7235,36.18,2234,11.17,84.0,86.13,4,2014,FCLGA1150,Desktop
1569,Intel Core i5-3330,CPU,2012-09-03,22.0,77.0,133.0,,3000.0,Intel,Intel,,,,74.35,4090,55.01,1726,23.21,77.0,53.11,4,2012,LGA1155,Desktop
1571,Intel Core i7-7700,CPU,2017-01-03,14.0,65.0,,,3600.0,Intel,Intel,,,,219.99,8638,39.27,2472,11.24,65.0,132.9,4,2016,LGA1151,Desktop
1572,Intel Core Duo T2700,CPU,2006-06-28,65.0,31.0,90.0,151.0,2333.0,Intel,Intel,,,,,498,,652,,31.0,16.07,2,2009,BGA479,Laptop
1584,Intel Celeron G1850,CPU,2014-05-01,22.0,54.0,177.0,1400.0,2900.0,Intel,Intel,,,,39.99,1926,48.17,1695,42.4,54.0,35.67,2,2014,FCLGA1150,Desktop
1588,Intel Atom 230,CPU,2008-06-03,45.0,4.0,96.0,47.0,1600.0,Intel,Intel,,,,,210,,167,,4.0,52.61,1,2009,BGA437,Desktop
1592,Intel Core i5-11500,CPU,2021-03-16,14.0,65.0,,,2700.0,Intel,Intel,,,,197.19,17626,89.38,3153,15.99,65.0,271.17,6,2021,FCLGA1200,Desktop
1593,Intel Core i7-8706G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,,,,8388,,2543,,65.0,129.04,4,2018,BGA2270,Laptop
1594,Intel Core i7-4960HQ,CPU,2013-09-01,22.0,47.0,264.0,1400.0,2600.0,Intel,Intel,,,,623.0,6779,10.88,2188,3.51,47.0,144.23,4,2013,FCBGA1364,Laptop
1598,Intel Core i7-870S,CPU,2010-07-19,45.0,82.0,296.0,774.0,2666.0,Intel,Intel,,,,,2786,,1270,,82.0,33.97,4,2010,LGA1156,Desktop
1599,Intel Xeon X5560,CPU,2009-03-30,45.0,95.0,263.0,731.0,2800.0,Intel,Intel,,,,71.0,3100,43.66,1380,19.44,95.0,32.63,4,2009,LGA1366,Server
1609,Intel Core M-5Y10,CPU,2014-09-05,14.0,5.0,50.0,,800.0,Intel,Intel,,,,,1885,,1117,,4.5,418.86,2,2014,unknown,Laptop
1611,Intel Core i7-1185G7,CPU,2020-09-02,10.0,28.0,,,3000.0,Intel,Intel,,,,426.0,10948,25.7,2899,6.8,15.0,729.84,4,2020,BGA1526,Laptop
1612,Intel Core i9-7900X,CPU,2017-06-26,14.0,140.0,,,3300.0,Intel,Intel,,,,269.98,21310,78.93,2594,9.61,140.0,152.21,10,2017,FCLGA2066,Desktop
1614,Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,,,,,1237,,1150,,37.0,33.43,2,2014,FCPGA946,Laptop
1615,Intel Core i9-10900,CPU,2020-04-30,14.0,65.0,,,2800.0,Intel,Intel,,,,389.97,20446,52.43,3057,7.84,65.0,314.55,10,2020,FCLGA1200,Desktop
1616,Intel Core M-5Y71,CPU,2014-10-27,14.0,5.0,50.0,,1200.0,Intel,Intel,,,,281.0,2069,7.36,1334,4.75,4.5,459.8,2,2015,FCBGA1234,Laptop
1617,Intel Xeon W-3175X,CPU,2018-12-19,14.0,255.0,,8000.0,3100.0,Intel,Intel,,,,1595.96,37167,23.29,2148,1.35,255.0,145.75,28,2019,FCLGA3647,Desktop
1623,Intel Core i7-1065G7,CPU,2019-08-01,10.0,25.0,,,1300.0,Intel,Intel,,,,426.0,8668,20.35,2401,5.64,15.0,577.88,4,2019,FCBGA-1526,Laptop
1625,Intel Core i7-6700,CPU,2015-07-01,14.0,65.0,,,3400.0,Intel,Intel,,,,255.0,8078,31.68,2300,9.02,65.0,124.27,4,2015,LGA 1151,Desktop
1628,Intel Celeron G465,CPU,2012-09-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,,,,40.0,480,12.0,739,18.49,35.0,13.71,1,2012,LGA1155,Desktop
1629,Intel Core i5-2405S,CPU,2011-05-22,32.0,65.0,216.0,1160.0,2500.0,Intel,Intel,,,,131.39,2980,22.68,1485,11.3,65.0,45.85,4,2011,LGA1155,Desktop
1631,Intel Pentium B960,CPU,2011-10-02,32.0,35.0,131.0,504.0,2200.0,Intel,Intel,,,,38.68,910,23.53,941,24.32,35.0,26,2,2012,PGA988,Laptop
1637,Intel Core i5-7500,CPU,2017-01-03,14.0,65.0,,,3400.0,Intel,Intel,,,,165.99,6064,36.53,2284,13.76,65.0,93.3,4,2016,LGA1151,Desktop
1638,Intel Celeron G1830,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2800.0,Intel,Intel,,,,89.0,1560,17.53,1513,17.0,53.0,29.44,2,2014,LGA1150,Desktop
1641,Intel Core i3-4350,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,,99.99,3459,34.59,1902,19.02,54.0,64.06,2,2014,LGA1150,Desktop
1647,Intel Xeon E5-2440 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,1900.0,Intel,Intel,,,,499.95,6927,13.86,962,1.93,95.0,72.92,8,2014,LGA 1356,Server
1649,Intel Core i3-4130T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,,248.56,2874,11.56,1633,6.57,35.0,82.12,2,2013,LGA1150,Desktop
1650,Intel Core i5-4250U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1300.0,Intel,Intel,,,,349.0,2196,6.29,1359,3.89,15.0,146.37,2,2013,BGA1168,Laptop
1653,Intel Xeon Gold 5318Y,CPU,2021-04-06,10.0,165.0,,,2100.0,Intel,Intel,,,,1361.0,26400,19.4,1826,1.34,165.0,160,24,2022,FCLGA4189,Server
1654,Intel Celeron G3950,CPU,2017-01-03,14.0,51.0,,,3000.0,Intel,Intel,,,,143.0,2369,16.56,1811,12.66,51.0,46.45,2,2017,FCLGA1151,Desktop
1659,Intel Xeon E5-2640 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2000.0,Intel,Intel,,,,66.01,7741,117.27,1275,19.32,95.0,81.48,8,2014,LGA 2011,Server
1662,Intel Celeron N2820,CPU,2013-12-01,22.0,7.0,,,2170.0,Intel,Intel,,,,225.0,469,2.09,583,2.59,7.5,62.58,2,2014,FCBGA1170,Laptop
1663,Intel Pentium G4560T,CPU,2017-01-03,14.0,35.0,,,2900.0,Intel,Intel,,,,231.9,2909,12.54,1708,7.36,35.0,83.11,2,2017,FCLGA1151,Desktop
1664,Intel Xeon X5660,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2800.0,Intel,Intel,,,,72.33,6107,84.43,1387,19.17,95.0,64.28,6,2010,LGA1366,Server
1666,Intel Core i3-3217UE,CPU,2012-08-01,22.0,17.0,118.0,,1600.0,Intel,Intel,,,,,1362,,711,,17.0,80.11,2,2014,BGA1023,Laptop
1670,Intel Core i3-5005U,CPU,2015-03-01,14.0,15.0,,,2000.0,Intel,Intel,,,,308.0,2018,6.55,1150,3.74,15.0,134.54,2,2015,FCBGA1168,Laptop
1672,Intel Core i7-3517UE,CPU,2012-06-03,22.0,17.0,118.0,,1700.0,Intel,Intel,,,,,2141,,1205,,17.0,125.92,2,2012,BGA1023,Laptop
1673,Intel Xeon E5502,CPU,2009-03-30,45.0,80.0,263.0,731.0,1866.0,Intel,Intel,,,,80.0,837,10.46,799,9.98,80.0,10.46,2,2009,LGA1366,Server
1674,Intel Celeron G555,CPU,2012-09-01,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,,39.99,1268,31.71,1275,31.87,65.0,19.51,2,2012,LGA1155,Desktop
1677,Intel Core i9-11900T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel,,,,439.0,20225,46.07,3419,7.79,35.0,577.86,8,2021,FCLGA1200,Desktop
1680,Intel Xeon E5-1620 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3700.0,Intel,Intel,,,,309.19,6535,21.14,2015,6.52,130.0,50.27,4,2013,FCLGA2011,Server
1686,Intel Core i3-8109U,CPU,2018-04-05,14.0,28.0,123.0,,3000.0,Intel,Intel,,,,499.99,4301,8.6,2133,4.27,28.0,153.6,2,2018,FCBGA1528,Laptop
1687,Intel Celeron N2807,CPU,2014-02-23,22.0,4.0,,,1580.0,Intel,Intel,,,,,450,,540,,4.3,104.63,2,2014,FCBGA1170,Laptop
1688,Intel Core i5-660,CPU,2010-01-07,32.0,73.0,81.0,382.0,3333.0,Intel,Intel,,,,69.0,2352,34.08,1435,20.79,73.0,32.21,2,2009,LGA1156,Desktop
1689,Intel Xeon Bronze 3106,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,,,,334.31,5754,17.21,1013,3.03,85.0,67.7,8,2018,FCLGA3647,Server
1692,Intel Pentium Gold G6405,CPU,2021-03-16,14.0,65.0,,,4100.0,Intel,Intel,,,,60.1,4285,71.29,2534,42.16,58.0,73.87,2,2021,FCLGA1200,Desktop
1694,Intel Core i5-11600KF,CPU,2021-03-16,14.0,125.0,,,3900.0,Intel,Intel,,,,232.49,19742,84.91,3359,14.45,125.0,157.93,6,2021,FCLGA1200,Desktop
1696,Intel Core i5-2390T,CPU,2011-02-20,32.0,35.0,131.0,504.0,2700.0,Intel,Intel,,,,99.9,2364,23.66,1394,13.95,35.0,67.53,2,2011,LGA1155,Desktop
1698,Intel Core i7-4790K,CPU,2014-05-01,22.0,88.0,177.0,1400.0,4000.0,Intel,Intel,,,,206.87,8061,38.97,2467,11.93,88.0,91.6,4,2014,LGA1150,Desktop
1706,Intel Atom D2700,CPU,2011-11-01,32.0,10.0,66.0,176.0,2133.0,Intel,Intel,,,,,492,,387,,10.0,49.22,2,2011,BGA559,Desktop
1714,Intel Pentium D 950,CPU,2006-01-16,65.0,130.0,140.0,376.0,3400.0,Intel,Intel,,,,,679,,695,,130.0,5.22,2,2008,PLGA775,Desktop
1717,Intel Core i5-6600,CPU,2015-07-02,14.0,65.0,177.0,,3300.0,Intel,Intel,,,,119.0,6107,51.32,2284,19.2,65.0,93.96,4,2015,LGA 1151,Desktop
1721,Intel Xeon E5-2407 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2400.0,Intel,Intel,,,,120.19,3504,29.15,1068,8.88,80.0,43.8,4,2014,FCLGA1356,Server
1722,Intel Core i5-10600KF,CPU,2020-04-30,14.0,95.0,,,4100.0,Intel,Intel,,,,184.98,14575,78.79,2948,15.94,125.0,116.6,6,2020,FCLGA1200,Desktop
1724,Intel Core i5-2467M,CPU,2011-06-01,32.0,17.0,149.0,624.0,1600.0,Intel,Intel,,,,,1445,,848,,17.0,85,2,2011,BGA1023,Laptop
1726,Intel Core i9-9900,CPU,2019-04-23,14.0,65.0,180.0,,3100.0,Intel,Intel,,,,458.99,16873,36.76,2863,6.24,65.0,259.58,8,2019,FCLGA1151-2,Desktop
1728,Intel Core i7-5960X,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3000.0,Intel,Intel,,,,215.61,12719,58.99,1979,9.18,140.0,90.85,8,2014,LGA2011-v3,Desktop
1729,Intel Celeron G540,CPU,2011-09-04,32.0,65.0,131.0,504.0,2500.0,Intel,Intel,,,,11.03,1110,100.59,1131,102.53,65.0,17.07,2,2011,LGA1155,Desktop
1730,Intel Pentium G4400,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3300.0,Intel,Intel,,,,97.41,2599,26.68,2024,20.78,54.0,48.13,2,2015,FCLGA1151,Desktop
