Product,cpuName
AMD Ryzen 7 4800U,AMD Ryzen 3 2300X
AMD Phenom II X2 570 BE,Intel Core i7-7700T @ 2.90GHz
Intel Xeon Gold 6314U,Intel Xeon E-2224G @ 3.50GHz
Intel Atom E620,Intel Core i5-8300H @ 2.30GHz
AMD Opteron 842,AMD Ryzen 5 PRO 2400GE
AMD A8-5545M,Intel Xeon E3-1535M v5 @ 2.90GHz
Intel Core i7-8700T,Intel Xeon E-2124G @ 3.40GHz
AMD Athlon 64 2800+,Intel Xeon E5-2667 @ 2.90GHz
AMD Athlon 64 3500+,Intel Xeon E5-2637 v3 @ 3.50GHz
AMD Athlon 64 X2 5400+,Intel Xeon E5-2650L v2 @ 1.70GHz
AMD A6-3500,Intel Xeon E5-2630 v2 @ 2.60GHz
AMD Athlon PRO 300U,Intel Xeon E5-1630 v3 @ 3.70GHz
Intel Atom E3827,Intel Core i7-7820EQ @ 3.00GHz
AMD A4-5000,Intel Core i7-7920HQ @ 3.10GHz
AMD Phenom II X4 805,Intel Xeon D-1531 @ 2.20GHz
Intel Core i7-10810U,Intel Core i5-8400T @ 1.70GHz
Intel Core i3-380M,Intel Xeon E5-1620 v4 @ 3.50GHz
Intel Celeron P1053,Intel Xeon E3-1271 v3 @ 3.60GHz
Intel Core i5-10600K,Intel Xeon E3-1286 v3 @ 3.70GHz
AMD Athlon 300U,Intel Xeon E5-2450 @ 2.10GHz
AMD Athlon PRO 200GE,Intel Xeon E3-1281 v3 @ 3.70GHz
AMD Opteron 6378,Intel Core i3-10100T @ 3.00GHz
AMD Phenom II X4 975 BE,Intel Core i7-6920HQ @ 2.90GHz
Intel Core i7-8650U,AMD Ryzen 7 PRO 2700U
AMD Opteron 140 EE,Intel Xeon @ 2.00GHz
Intel Atom Z540,Intel Core i3-9320 @ 3.70GHz
Intel Xeon E3-1290,Intel Xeon D-1559 @ 1.50GHz
AMD EPYC 7502P,Intel Xeon E3-1276 v3 @ 3.60GHz
Intel Xeon E5520,Intel Xeon E5-2650 @ 2.00GHz
Intel Pentium 4 519K,Intel Core i3-9350KF @ 4.00GHz
Intel Core 2 Solo ULV U2100,AMD Ryzen 3 3200GE
AMD Opteron 148,AMD Ryzen 7 3700U
AMD Sempron 3100+,AMD Ryzen 7 PRO 3700U
Intel Xeon MP 2.83,Intel Core i3-9300 @ 3.70GHz
AMD Athlon II X2 245,AMD Opteron 6281
AMD Phenom II X4 840,Intel Core i7-6700T @ 2.80GHz
Intel Xeon 7110N,Intel Xeon E3-1280 v3 @ 3.60GHz
Intel Core i5-2430M,Intel Xeon E3-1270 v3 @ 3.50GHz
AMD Opteron X2 275 HE,Intel Core i7-4790 @ 3.60GHz
AMD Opteron 146,Intel Xeon E5-4610 v3 @ 1.70GHz
AMD Opteron 6262 HE,Intel Xeon E-2224 @ 3.40GHz
AMD Ryzen 9 3900XT,Intel Xeon E3-1246 v3 @ 3.50GHz
Intel Core i7-3520M,Intel Core i7-7820HQ @ 2.90GHz
Intel Core i3-1000G4,Intel Xeon W3690 @ 3.47GHz
AMD A8-9600,AMD Ryzen 3 3200G
Intel Xeon E7-8880 v3,Intel Xeon E5-2628L v2 @ 1.90GHz
AMD Ryzen 5 3500X,Intel Xeon D-1537 @ 1.70GHz
AMD EPYC 7281,Intel Xeon D-1539 @ 1.60GHz
Intel Pentium 4 HT 516,Intel Core i7-6770HQ @ 2.60GHz
AMD Opteron 144,AMD Ryzen 7 3700C
AMD Opteron X2 260 HE,Intel Xeon E3-1275 v3 @ 3.50GHz
AMD Phenom X4 9150e,Intel Core i7-990X @ 3.47GHz
Intel Xeon E5-2450 v2,Intel Core i7-4770K @ 3.50GHz
Intel Pentium III 1133,Intel Xeon D-1557 @ 1.50GHz
Intel Xeon Platinum 8362,AMD Ryzen 5 3500U
AMD Athlon 64 3800+ (F3),Intel Xeon X5679 @ 3.20GHz
Intel Core i3-7340,AMD Athlon Gold PRO 3150GE
AMD EPYC 7F72,Intel Xeon E3-1505M v5 @ 2.80GHz
AMD Athlon X4 950,Intel Xeon E3-1505M v6 @ 3.00GHz
AMD Ryzen 7 PRO 1700,Intel Core i7-995X @ 3.60GHz
AMD A4-5145M,Intel Core i7-4771 @ 3.50GHz
Intel Pentium E6600,Intel Core i5-8305G @ 2.80GHz
AMD Athlon 64 LE-1620,AMD Ryzen 3 PRO 3200GE
AMD FX-4120,Intel Xeon E3-1241 v3 @ 3.50GHz
Intel Celeron 2950M,Intel Xeon E3-1240 v3 @ 3.40GHz
AMD Athlon XP 1800+,Intel Core i7-10610U @ 1.80GHz
Intel Core i7-4980HQ,Intel Core i7-4940MX @ 3.10GHz
Intel Core i7-6950X,Intel Core i7-1060NG7 @ 1.20GHz
Intel Core 2 Quad Q8300,AMD Ryzen 3 PRO 3200G
Intel Pentium E6500K,Intel Core i7-5850EQ @ 2.70GHz
Intel Mobile Pentium 4 HT 532,Intel Core i7-4770 @ 3.40GHz
Intel Core 2 Duo E8300,Intel Core i7-980 @ 3.33GHz
AMD Athlon XP 2600+,Intel Xeon E5-4640 @ 2.40GHz
Intel Core i9-9900KF,Intel Xeon E3-1245 v3 @ 3.40GHz
Intel Pentium Gold G6505T,AMD Athlon Gold 3150G
AMD Phenom II X4 B97,Intel Xeon E3-1231 v3 @ 3.40GHz
AMD Athlon XP 2800+,Intel Xeon E5-1620 v3 @ 3.50GHz
Intel Celeron G3930T,Intel Xeon E3-1285 v3 @ 3.60GHz
Intel Core i7-9700,Intel Xeon E5-4607 v2 @ 2.60GHz
AMD Athlon 64 3400+,Intel Xeon E-2124 @ 3.30GHz
Intel Atom E3845,AMD Ryzen 5 PRO 3500U
AMD Phenom II X4 850,Intel Core i7-7700HQ @ 2.80GHz
AMD Opteron 248,Intel Xeon E3-1265L v4 @ 2.30GHz
AMD A10-7850K,Intel Core i7-4790S @ 3.20GHz
AMD EPYC 7452,Intel Core i7-6820HQ @ 2.70GHz
Intel Core i7-950,Intel Xeon E5-2440 v2 @ 1.90GHz
Intel Core i3-370M,AMD Ryzen 3 1300X
Intel Celeron D 335,AMD Opteron 6287 SE
AMD Ryzen 9 5900X,Intel Core i7-6820EQ @ 2.80GHz
Intel Core i3-3220T,AMD Ryzen 5 PRO 2500U
AMD Phenom II X2 555 BE,Intel Xeon W3680 @ 3.33GHz
AMD Opteron 242,Intel Core i7-6820HK @ 2.70GHz
Intel Pentium M 740,Intel Xeon E5-2637 v4 @ 3.50GHz
Intel Core i7-6700K,Intel Pentium Gold G7400
AMD Athlon X2 7550,AMD Ryzen 7 2700U
Intel Core i5-8300H,Intel Core i5-7600K @ 3.80GHz
Intel Core i9-8950HK,Intel Xeon E5-2623 v3 @ 3.00GHz
Intel Xeon E7-8880L v3,Intel Xeon X5690 @ 3.47GHz
Intel Xeon E3-1285 v4,Intel Core i7-5850HQ @ 2.70GHz
AMD A4-3400,Intel Xeon E5-2430 v2 @ 2.50GHz
Intel Atom E3826,Intel Core i3-8350K @ 4.00GHz
AMD Ryzen 9 3950X,Intel Xeon E3-1285L v3 @ 3.10GHz
Intel Xeon MP 3.16,Intel Core i7-10510U @ 1.80GHz
AMD FX-4170,Intel Xeon E5-4620 @ 2.20GHz
AMD Mobile Athlon 64 2800+,AMD Ryzen 5 3450U
AMD Ryzen 5 2600,AMD Ryzen Embedded V1605B
Intel Xeon E5-2692 v2,Intel Core i7-4770S @ 3.10GHz
Intel Core i7-3930K,Intel Core i7-980X @ 3.33GHz
Intel Celeron 2.0,Intel Xeon X5680 @ 3.33GHz
Intel Core 2 Quad Q9300,AMD Ryzen 3 2200G
Intel Pentium G6950,Intel Core i7-4960HQ @ 2.60GHz
Intel Mobile Pentium 4 HT 2.66,Intel Xeon E5-2448L v2 @ 1.80GHz
Intel Core i7-3630QM,Intel Pentium Gold 8505
Intel Core i7-2700K,AMD FX-9590 Eight-Core
AMD Opteron 850,Intel Core i3-9100F @ 3.60GHz
AMD Ryzen 5 4600HS,Intel Core i7-4980HQ @ 2.80GHz
AMD Sempron 3100+,Intel Xeon E3-1230 v3 @ 3.30GHz
Intel Core i7-9700F,Intel Core i7-4930MX @ 3.00GHz
Intel Pentium D 965 EE,Intel Core i7-6700TE @ 2.40GHz
AMD Athlon 64 3000+,AMD Ryzen 3 PRO 2200G
Intel Core 2 Duo T7600,Intel Core i5-7640X @ 4.00GHz
Intel Core i3-4102E,Intel Core i5-10310U @ 1.70GHz
AMD Opteron 246 HE,AMD Opteron 6380
AMD Phenom X3 8450e,AMD Ryzen Embedded R2314
Intel Pentium G860T,Intel Core i3-9100 @ 3.60GHz
AMD Ryzen 7 2700U,Intel Xeon E3-1275 V2 @ 3.50GHz
Intel Pentium 4 HT 3.4E,Intel Xeon E5-2630L v2 @ 2.40GHz
Intel Core i3-9100F,Intel Core i7-1180G7 @ 1.30GHz
AMD Phenom II X4 810,Intel Core i5-7600 @ 3.50GHz
Intel Core i3-6300,MT6891Z/CZA
Intel Xeon E7-8867 v3,Intel Xeon Platinum 8151 @ 3.40GHz
Intel Pentium E5800,Intel Xeon E5-1428L v2 @ 2.20GHz
Intel Xeon W3530,AMD Ryzen 5 2500U
Intel Pentium Gold G5620,"Qualcomm Technologies, Inc SA8195P"
AMD Opteron 846 HE,Intel Core i7-6700HQ @ 2.60GHz
AMD Phenom X3 8750 BE,AMD Ryzen 3 2200GE
AMD A6-3620,Intel Xeon E5-1620 v2 @ 3.70GHz
AMD A6-5345M,Intel Xeon W3670 @ 3.20GHz
AMD A10-7700K,"Odin based on Qualcomm Technologies, Inc SM8350"
AMD EPYC 7313P,Intel Xeon E3-1280 V2 @ 3.60GHz
Intel Core i7-1165G7,Intel Core i7-4820K @ 3.70GHz
AMD E-450,Intel Core i7-970 @ 3.20GHz
AMD Athlon 64 X2 3600+ EE,Intel Core i7-3770K @ 3.50GHz
AMD Ryzen 5 3500U,Intel Xeon E3-1290 V2 @ 3.70GHz
Intel Pentium 4 1.6,Intel Xeon E5-4610 @ 2.40GHz
Intel Pentium G3250T,Intel Xeon E3-1286L v3 @ 3.20GHz
Intel Core i3-4340,Intel Xeon E3-1270 V2 @ 3.50GHz
Intel Pentium 4 HT 3.0E,Intel Core i7-4770R @ 3.20GHz
Intel Core i3-2125,Intel Xeon Silver 4112 @ 2.60GHz
Intel Pentium M 1.60,MT6893Z_C/CZA
Intel Pentium 4 HT 541,Intel Xeon E5-2608L v3 @ 2.00GHz
AMD Mobile Athlon 64 3200+,Intel Core i5-10210U @ 1.60GHz
Intel Pentium D 925,Intel Core i7-3770 @ 3.40GHz
AMD Athlon II X4 600e,Intel Core i7-4870HQ @ 2.50GHz
Intel Core i7-4650U,AMD Opteron 6282 SE
Intel Core i5-3360M,"Qualcomm Technologies, Inc SM8350AC"
AMD Opteron 844,Intel Core i7-8665U @ 1.90GHz
AMD Opteron X2 870 HE,Intel Xeon X5675 @ 3.07GHz
AMD Athlon 64 LE-1640,Intel Xeon E5-2420 v2 @ 2.20GHz
AMD Sempron 2400+,Intel Core i7-8565U @ 1.80GHz
AMD Turion 64 ML-37,Intel Core i7-8650U @ 1.90GHz
Intel Pentium III 1133S,AMD Ryzen 3 PRO 1200
AMD Opteron X2 285,Intel Xeon E-2254ML @ 1.70GHz
Intel Core 2 Duo T7250,Intel Xeon E5-2640 @ 2.50GHz
Intel Core i3-4005U,Intel Xeon E3-1245 V2 @ 3.40GHz
Intel Pentium 4 1.4,Intel Xeon E3-1225 v6 @ 3.30GHz
Intel Atom N270,Intel Core i5-6600K @ 3.50GHz
Intel Core i9-10900X,AMD Ryzen 3 1200
AMD A8-5550M,Intel Xeon E3-1240 V2 @ 3.40GHz
Intel Core i5-8265U,Intel Core i7-4760HQ @ 2.10GHz
Intel Core i7-10875H,Intel Core i7-4850HQ @ 2.30GHz
AMD Athlon 64 X2 4000+ EE,Intel Xeon E5-4617 @ 2.90GHz
Intel Xeon Platinum 8360HL,Intel Core i7-4790T @ 2.70GHz
AMD A6-9220C SoC,Intel Core i5-8350U @ 1.70GHz
Intel Pentium M 1.50,Intel Core i3-1115G4 @ 3.00GHz
Intel Xeon Phi 7120P,Intel Core i7-4910MQ @ 2.90GHz
AMD Sempron 2800+,Intel Xeon E5-2620 v2 @ 2.10GHz
Intel Pentium Dual-Core T4200,AMD Opteron 6276
Intel Core 2 Duo E6300,Intel Xeon E5-2637 v2 @ 3.50GHz
AMD Athlon 64 X2 4000+,Intel Core i5-8365U @ 1.60GHz
Intel Core i7-8559U,Intel Xeon D-1622 @ 2.60GHz
AMD Athlon XP-M 2600+,Intel Xeon W-2104 @ 3.20GHz
Intel Core i3-7300T,Intel Xeon E3-1230 V2 @ 3.30GHz
Intel Pentium D 935,Intel Core i7-8565UC @ 1.80GHz
AMD Athlon XP 2100+,Intel Core i5-1030NG7 @ 1.10GHz
Intel Pentium G645T,Intel Core i7-3770S @ 3.10GHz
Intel Core Duo T2050,Intel Xeon E3-1240L v5 @ 2.10GHz
AMD Athlon 64 3200+,Intel Core i3-8100 @ 3.60GHz
Intel Pentium G3220,Intel Core i3-9300T @ 3.20GHz
Intel Pentium 4 HT 516,SM7325
Intel Core i5-9400T,AMD Ryzen 3 PRO 3300U
Intel Core i5-6350HQ,Intel Core i7-4860HQ @ 2.40GHz
Intel Xeon Platinum 8358P,Intel Core i3-8300 @ 3.70GHz
Intel Xeon W3540,Intel Xeon E5-2630 @ 2.30GHz
Intel Core 2 Duo E6400,AMD FX-8370 Eight-Core
Intel Core i9-11900F,Intel Core i7-4770HQ @ 2.20GHz
Intel Pentium Dual-Core T4400,Intel Core i5-6600 @ 3.30GHz
Intel Xeon MP 2.83,Intel Xeon X5660 @ 2.80GHz
AMD A6-3430MX,Intel Core i5-8265U @ 1.60GHz
AMD Athlon XP 2000+,Intel Xeon X5670 @ 2.93GHz
Intel Core i7-965,Intel Core i7-5675C @ 3.10GHz
Intel Core i5-6500,Intel Xeon E3-1505L v6 @ 2.20GHz
Intel Core M-5Y31,Intel Core i3-8100B @ 3.60GHz
Intel Xeon X5647,Intel Xeon E3-1268L v5 @ 2.40GHz
Intel Xeon Platinum 8280M,Intel Core i5-7600T @ 2.80GHz
Intel Core i3-9350KF,Intel Xeon E5-2658 @ 2.10GHz
Intel Core i7-2960XM,AMD Opteron 6344
Intel Core 2 Duo E8500,Intel Core i5-7500 @ 3.40GHz
AMD Sempron X2 2100,Intel Xeon E-2104G @ 3.20GHz
AMD FX-4350,Intel Core i7-4900MQ @ 2.80GHz
Intel Core i7-11700KF,AMD EPYC 3101 4-Core
Intel Core i5-3210M,Intel Xeon E3-1275L v3 @ 2.70GHz
AMD Ryzen 5 3600XT,Intel Core i7-4810MQ @ 2.80GHz
Intel Pentium Dual-Core E2140,Intel Core i7-5700HQ @ 2.70GHz
AMD EPYC 7261,vendor Kirin990
AMD Athlon XP-M 2500+,Intel Core i5-8265UC @ 1.60GHz
AMD A6-5200,Intel Xeon E3-1265L v3 @ 2.50GHz
Intel Core i5-8305G,AMD FX-9370 Eight-Core
AMD A6-3670K,AMD Ryzen 3 PRO 2300U
AMD A9-9425 SoC,AMD FX-8350 Eight-Core
Intel Xeon 5130,Intel Core i7-3840QM @ 2.80GHz
Intel Core i7-4770HQ,Intel Core i7-8550U @ 1.80GHz
Intel Atom CE4130,Intel Xeon E3-1225 v5 @ 3.30GHz
AMD Athlon 850,Intel Core i5-8250U @ 1.60GHz
AMD A12-9800,Intel Xeon E5-2650L @ 1.80GHz
Intel Xeon Gold 5320,AMD Ryzen Embedded V1404I
AMD Ryzen 3 2300U,Intel Xeon D-1528 @ 1.90GHz
AMD FX-4150,MT6893Z/CZA
AMD A4-4355M,Intel Core i7-5700EQ @ 2.60GHz
AMD Ryzen 3 4300G,AMD Ryzen 3 3350U
Intel Core i5-3320M,Intel Xeon E5-2430L v2 @ 2.40GHz
Intel Core i7-940,Intel Xeon E5-2440 @ 2.40GHz
AMD A4-5300,AMD Ryzen 3 PRO 2200GE
AMD A9-9400 SoC,AMD Opteron 6378
AMD Ryzen 7 4700G,Intel Xeon D-1521 @ 2.40GHz
AMD Sempron 3000+,Intel Xeon E5-1620 @ 3.60GHz
Intel Core i7-3667U,Intel Xeon E5-2430 @ 2.20GHz
Intel Core i5-5675C,Intel Xeon E5-1410 v2 @ 2.80GHz
Intel Pentium Dual-Core E2210,vendor Kirin985
Intel Core i9-7980XE,Intel Core i7-4800MQ @ 2.70GHz
Intel Xeon Platinum 8276,Intel Core i3-8300T @ 3.20GHz
Intel Core 2 Duo T7100,AMD Ryzen 3 3300U
AMD EPYC 7413,Intel Core i7-4710MQ @ 2.50GHz
AMD Opteron 6348,Intel Core i3-1115G4E @ 3.00GHz
AMD Opteron X2 870,AMD Opteron 4274 HE
Intel Xeon MP 7020 Dual-Core,Intel Xeon E5-2450L @ 1.80GHz
Intel Core i3-3240,Intel Core i7-4720HQ @ 2.60GHz
AMD Sempron 3200+,Intel Xeon X5650 @ 2.67GHz
Intel Atom N550,SM8350
AMD A10-4600M,Intel Core i7-3820QM @ 2.70GHz
Intel Core i5-2435M,Intel Xeon Bronze 3106 @ 1.70GHz
Intel Xeon E5-2667 v2,Intel Core i7-3820 @ 3.60GHz
Intel Core 2 Quad Q8400S,Intel Core i7-4770T @ 2.50GHz
Intel Pentium D 915,MT8195AV/ZA
Intel Core 2 Duo T5500,Snapdragon 8cx Gen 2 @ 3.1
AMD Phenom X4 9750B,Intel Xeon E3-1220 v6 @ 3.00GHz
AMD Phenom II X4 B95,"Qualcomm Technologies, Inc SM8250_AC"
AMD E-300,Intel Core i5-7440EQ @ 2.90GHz
Intel Xeon E3-1220 v2,Intel Core i7-3740QM @ 2.70GHz
Intel Pentium 4 HT 517,Intel Xeon E3-1220 v5 @ 3.00GHz
Intel Xeon E5-2697 v2,MT6893Z_D/CZA
Intel Xeon 7120N,Intel Core i7-3920XM @ 2.90GHz
Intel Core i3-10320,MT6891
Intel Core Duo LV L2300,Intel Xeon E3-1205 v6 @ 3.00GHz
Intel Core i5-750,Intel Core i7-3940XM @ 3.00GHz
Intel Core i3-10350K,MT6883Z/CZA
Intel Pentium G3450T,Intel Core i5-6600T @ 2.70GHz
AMD Athlon XP 1600+,Intel Core i5-6500 @ 3.20GHz
Intel Core i5-8400,Intel Core i7-3720QM @ 2.60GHz
AMD Athlon X2 QL-62,AMD Opteron 6238
AMD Ryzen 3 PRO 3300U,Intel Core i5-4690K @ 3.50GHz
AMD Ryzen 3 PRO 4350G,Intel Core i7-4722HQ @ 2.40GHz
AMD Athlon 64 3400+,Intel Core i7-2700K @ 3.50GHz
Intel Xeon Phi 7110X,Intel Core i7-4750HQ @ 2.00GHz
Intel Atom D410,"Qualcomm Technologies, Inc SM8350"
Intel Xeon L5520,Intel Core i5-5675R @ 3.10GHz
Intel Core i5-7600T,Intel Core i7-3770T @ 2.50GHz
AMD Athlon 64 X2 4200+,Intel Core i5-4690 @ 3.50GHz
Intel Pentium 4 HT EE 3.46,AMD Opteron 6376
Intel Core i7-10700F,ARM Neoverse-N1 8 Core 0 MHz
Intel Core 2 Duo T7500,Intel Core i7-4700HQ @ 2.40GHz
AMD Athlon X2 QL-60,Intel Core i5-8365UE @ 1.60GHz
Intel Pentium Gold G6605,Intel Core i5-5675C @ 3.10GHz
Intel Xeon Gold 6348,Intel Core i5-4670K @ 3.40GHz
Intel Core i7-970,Intel Core i5-7440HQ @ 2.80GHz
Intel Celeron B840,Intel Xeon E5-2643 @ 3.30GHz
Intel Core i7-8850H,Intel Xeon E3-1226 v3 @ 3.30GHz
AMD Athlon II X3 405e,Intel Core i7-4710HQ @ 2.50GHz
Intel Core i3-10110Y,Intel Xeon E3-1280 @ 3.50GHz
AMD Ryzen 3 3300X,AMD Ryzen 3 2300U
Intel Core i3-2120T,vendor Kirin820
AMD Athlon II X2 245e,Intel Core i7-4860EQ @ 1.80GHz
Intel Pentium 4 519K,Intel Core i7-2600K @ 3.40GHz
Intel Core 2 Duo E4400,Intel Core i5-7400 @ 3.00GHz
AMD Athlon 1400,Intel Core i7-3615QE @ 2.30GHz
AMD Sempron 3000+,Intel Core i5-4670 @ 3.40GHz
Intel Xeon E5-2637 v2,Intel Core i5-760S @ 2.53GHz
Intel Core i5-9500,ARM Cortex-A72 16 Core 0 MHz
Intel Xeon Silver 4316,MT6893Z_A/CZA
Intel Xeon E7-4850 v3,Intel Core i7-4785T @ 2.20GHz
Intel Core i3-8000,Intel Xeon E3-1268L v3 @ 2.30GHz
Intel Pentium G3420,Intel Core i3-9100T @ 3.10GHz
Intel Pentium G4560,Intel Core i5-6402P @ 2.80GHz
Intel Core i5-4590,AMD FX-8320 Eight-Core
Intel Xeon 5120,Intel Xeon E3-1240 @ 3.30GHz
AMD Athlon 64 3400+,Intel Xeon E3-1270 @ 3.40GHz
Intel Pentium Gold G6400,Intel Core i5-4690S @ 3.20GHz
Intel Xeon E5-2630 v2,Intel Xeon E3-1275 @ 3.40GHz
Intel Core 2 Duo E8190,Intel Core i5-6440EQ @ 2.70GHz
Intel Pentium G640T,Intel Xeon E3-1245 @ 3.30GHz
Intel Core 2 Solo ULV SU3500,"Qualcomm Technologies, Inc SM8250"
AMD Athlon Gold 3150GE,Intel Core i7-4702HQ @ 2.20GHz
AMD Athlon 220GE,Intel Pentium Gold 7505 @ 2.00GHz
Intel Core i7-8705G,Intel Xeon E5-2609 v4 @ 1.70GHz
AMD Sempron 2600+,Intel Core i5-4590 @ 3.30GHz
AMD Athlon II X3 425,Intel Core i7-2600 @ 3.40GHz
Intel Core i5-6600K,Intel Core i5-7500T @ 2.70GHz
AMD Athlon 64 4000+ (F3),Intel Core i7-4700MQ @ 2.40GHz
Intel Xeon 5063,Intel Xeon E5-2630L @ 2.00GHz
AMD Sempron LE-1250,Intel Xeon E3-1240L v3 @ 2.00GHz
Intel Xeon 3.4,"Qualcomm Technologies, Inc KONA"
Intel Celeron N2840,Intel Xeon E3-1505L v5 @ 2.00GHz
Intel Celeron G5920,Intel Core i3-8100T @ 3.10GHz
AMD Athlon II X3 445,AMD Opteron 6274
Intel Pentium Gold G6500,Intel Xeon X5687 @ 3.60GHz
AMD Ryzen 3 3200G,Intel Xeon E5-2620 @ 2.00GHz
AMD Opteron 146,vendor Kirin9000
AMD A8-7680,Intel Xeon E5-2430L @ 2.00GHz
AMD Ryzen Threadripper 1900,Intel Core i7-4712MQ @ 2.30GHz
AMD Ryzen 7 2800H,Intel Xeon E3-1225 v3 @ 3.20GHz
AMD Athlon 64 X2 3800+ EE SFF,AMD Ryzen Embedded V1500B Quad-core @ 2.20GHz
Intel Core i5-10210Y,AMD Opteron 6328
AMD Ryzen 5 2500U,Intel Xeon E5-1607 v4 @ 3.10GHz
Intel Core i3-10300,Intel Core i7-6822EQ @ 2.00GHz
AMD Opteron 248,AMD Opteron 6272
AMD Opteron X2 275,AMD FX-8370E Eight-Core
Intel Xeon E5-4607,Intel Core i5-4670R @ 3.00GHz
Intel Core 2 Duo T7800,Intel Core i7-3615QM @ 2.30GHz
AMD Opteron 844,"lisa based Qualcomm Technologies, Inc. SM7325"
Intel Pentium M 1.70,AMD FX-8300 Eight-Core
Intel Xeon E7-8870 v3,AMD Ryzen 5 3500C
AMD Athlon II X3 400e,"Vili based on Qualcomm Technologies, Inc SM8350"
Intel Core i5-10310Y,Intel Core i5-4570 @ 3.20GHz
AMD Opteron X2 885,Microsoft SQ2 @ 3.15 GHz
Intel Pentium E5300,"Qualcomm Technologies, Inc SDM778G"
AMD Opteron 840,Intel Core i5-6400 @ 2.70GHz
AMD Sempron 145,Intel Core i7-4712HQ @ 2.30GHz
Intel Pentium M 730,Intel Xeon E5649 @ 2.53GHz
Intel Atom E665CT,AMD FX-8150 Eight-Core
Intel Celeron 2.0,Intel Xeon E3-1220 v3 @ 3.10GHz
Intel Xeon 3.06,vendor Kirin980
Intel Xeon Platinum 9282,Intel Xeon E5-2420 @ 1.90GHz
AMD Opteron 142,Qualcomm Snapdragon 7325
Intel Xeon X5650,AMD FX-8310 Eight-Core
AMD Z-01,Apple A13 Bionic
AMD A4-3300,Intel Core i7-3630QM @ 2.40GHz
AMD FX-8150,Intel Core i3-1005G1 @ 1.20GHz
Intel Xeon E7-8850,Intel Core i5-6440HQ @ 2.60GHz
AMD Athlon 64 X2 3800+ EE,Intel Xeon X5672 @ 3.20GHz
Intel Xeon L5630,Intel Xeon X5677 @ 3.47GHz
Intel Core Solo ULV U1500,Intel Core i5-7300HQ @ 2.50GHz
Intel Pentium 4 511,Intel Core i7-3610QM @ 2.30GHz
Intel Celeron 440,Intel Core i7-4702MQ @ 2.20GHz
Intel Xeon Platinum 8253,Intel Core i5-4590S @ 3.00GHz
Intel Atom Z650,"Star based on Qualcomm Technologies, Inc SM8350"
AMD A10-6800K,Hisilicon Kirin9000
AMD A10-6790K,Intel Xeon W-2102 @ 2.90GHz
Intel Celeron D 340,Intel Core i5-5575R @ 2.80GHz
AMD Turion X2 RM-75,"Venus based on Qualcomm Technologies, Inc SM8350"
AMD Opteron 846,06/8c
Intel Pentium M 755,Intel Core i7-4765T @ 2.00GHz
AMD Mobile Athlon 64 2700+,"Haydn based on Qualcomm Technologies, Inc SM8350"
AMD Athlon X4 970,Intel Core i5-4670K CPT @ 3.40GHz
AMD Sempron 2200+,Intel Core i7-8665UE @ 1.70GHz
AMD EPYC 7713,Intel Core i7-10510Y @ 1.20GHz
Intel Core i3-4100E,Intel Xeon E3-1235L v5 @ 2.00GHz
Intel Core i5-9600,Intel Xeon E3-1230 @ 3.20GHz
Intel Core m3-8114Y,Intel Xeon E3-1290 @ 3.60GHz
AMD A8-5500B,AMD FX-8320E Eight-Core
AMD Opteron 244,Intel Xeon E5645 @ 2.40GHz
AMD Mobile Athlon 64 2800+,Intel Xeon E5-1607 v3 @ 3.10GHz
Intel Xeon X5570,Samsung Exynos 2100
Intel Core i9-9980XE,Intel Core i7-4700EQ @ 2.40GHz
Intel Pentium G4600T,Intel Core i5-3570K @ 3.40GHz
Intel Core i7-960,Intel Core i7-3612QE @ 2.10GHz
AMD Athlon 64 FX-57,Intel Core i5-4670S @ 3.10GHz
AMD A4-5150M,Intel Core i5-4570S @ 2.90GHz
Intel Core i7-8700K,Intel Core i5-3570 @ 3.40GHz
Intel Core 2 Duo E7300,ARM Cortex-A72 4 Core 0 MHz
AMD Athlon X2 6500 BE,AMD FX-8140 Eight-Core
Intel Xeon Gold 5318S,AMD Opteron 6366 HE
AMD A6-9550,Intel Core i3-7320 @ 4.10GHz
AMD Athlon XP 1700+,"Samsung Technologies, Inc Exynos E1080"
AMD Sempron 3500+ EE SFF,Intel Core i5-6500T @ 2.50GHz
Intel Pentium G630,Intel Core i5-10210Y @ 1.00GHz
AMD Opteron 148,Intel Core i5-7442EQ @ 2.10GHz
Intel Xeon Gold 5320T,Intel Core i5-4460 @ 3.20GHz
AMD Ryzen 5 2600H,MT6877V/TZA
Intel Core i5-8250U,Intel Core i3-7350K @ 4.20GHz
Intel Pentium E6500,Intel Xeon E5-1603 v4 @ 2.80GHz
Intel Core i5-3335S,Intel Xeon Bronze 3204 @ 1.90GHz
Intel Pentium G2120,Intel Xeon D-1518 @ 2.20GHz
Intel Core i7-6700TE,Intel Core i5-3550 @ 3.30GHz
Intel Pentium 4 HT 640,Intel Core i5-6500TE @ 2.30GHz
AMD Athlon 220GE,Intel Core i7-3610QE @ 2.30GHz
AMD EPYC 7313,Intel Xeon E3-1225 V2 @ 3.20GHz
AMD Opteron 156,Intel Xeon E3-1230L v3 @ 1.80GHz
AMD Phenom II X4 970 BE,ARM Neoverse-N1 6 Core 0 MHz
Intel Core i5-8650,AMD Opteron 6220
Intel Xeon E5506,Intel Pentium Silver N6005 @ 2.00GHz
Intel Core i3-6100,Intel Pentium 6805 @ 1.10GHz
