Product,cpuName
,Intel Core2 Duo P8800 @ 2.66GHz
,Intel Core2 Duo T9300 @ 2.50GHz
,Octa Core
,Intel Xeon 3060 @ 2.40GHz
,AMD Athlon X2 255
,Intel Core2 Duo T9550 @ 2.66GHz
,Intel Pentium E5400 @ 2.70GHz
,AMD Athlon II X2 240
,Intel Celeron E3500 @ 2.70GHz
,AMD Phenom II P650 Dual-Core
,AMD Sempron X2 198 Dual-Core
,Intel Celeron B840 @ 1.90GHz
,Intel Xeon L3406 @ 2.27GHz
,AMD Athlon 64 X2 Dual Core 5600+
,AMD Turion II Ultra Dual-Core Mobile M600
,AMD E2-9030
,AMD Athlon X2 240
,AMD Athlon 64 X2 Dual Core 6000+
,Intel Celeron 3205U @ 1.50GHz
,Intel Celeron N2920 @ 1.86GHz
,MediaTek MT6753
,Intel Xeon 5148 @ 2.33GHz
,AMD Turion II Dual-Core Mobile M540
,AMD Athlon 64 X2 Dual Core 5400+
,AMD Opteron 1218
,Intel Pentium B960 @ 2.20GHz
,"Qualcomm Technologies, Inc SDM429"
,AMD Opteron 2220 SE
,Intel Core2 Duo P9300 @ 2.26GHz
,Rockchip RK3566 RK817 TABLET LP4X Board
,Intel Atom x5-Z8350 @ 1.44GHz
,MediaTek MT8166B
,Intel Core2 Duo T8300 @ 2.40GHz
,Intel Pentium E5300 @ 2.60GHz
,Intel Core i5-520UM @ 1.07GHz
,"Qualcomm Technologies, Inc MSM8940"
,Intel Core2 Duo E6600 @ 2.40GHz
,Intel Xeon 3.73GHz
,AMD A4-9120e
,AMD Athlon II N370 Dual-Core
,Intel Pentium G620T @ 2.20GHz
,Intel Core i3-2375M @ 1.50GHz
,AMD A4-9120C
,UGOOS UT8 Board
,Intel Core2 Duo L9600 @ 2.13GHz
,"Qualcomm Technologies, Inc MSM8994"
,Samsung Exynos 7870
,Intel Celeron 1017U @ 1.60GHz
,Intel Xeon 5133 @ 2.20GHz
,AMD Turion II P540 Dual-Core
,AMD Phenom X2 Dual-Core GP-7730
,ARM FT-2000/4 4 Core 2200 MHz
,AMD Sempron X2 190
,Intel Atom x5-E3930 @ 1.30GHz
,Intel Pentium N3510 @ 1.99GHz
,Samsung Exynos 7580
,AMD Turion II N550 Dual-Core
,Athlon 64 Dual Core 5600+
,Intel Core2 Duo E6550 @ 2.33GHz
,AMD Athlon 5200 Dual-Core
,Intel Core2 Duo P7550 @ 2.26GHz
,AMD Athlon II X2 4450e
,Intel Pentium E5200 @ 2.50GHz
,Intel Xeon 3065 @ 2.33GHz
,Intel Celeron P4600 @ 2.00GHz
,AMD Turion 64 X2 Mobile TL-68
,Intel Celeron E3200 @ 2.40GHz
,AMD Athlon 7550 Dual-Core
,Intel Xeon 5140 @ 2.33GHz
,MT6762V/CR
,MT8161AA
,AMD Turion II N530 Dual-Core
,Intel Core2 Duo P8600 @ 2.40GHz
,ARM Cortex-A72 4 Core 1800 MHz
,SAMSUNG Exynos7580
,Intel Pentium P6100 @ 2.00GHz
,Athlon 64 Dual Core 5000+
,Intel Pentium 3560Y @ 1.20GHz
,Intel Pentium P6200 @ 2.13GHz
,MT6761V/CBB
,Intel Core i3-2377M @ 1.50GHz
,MT9950
,Rockchip RK3566 EVB2 LP4X V10 Board
,Intel Celeron 2957U @ 1.40GHz
,Intel Xeon 3050 @ 2.13GHz
,AMD TurionX2 Ultra DualCore Mobile ZM-85
,Intel Xeon 5150 @ 2.66GHz
,AMD Opteron 275
,Intel Xeon E5205 @ 1.86GHz
,Intel Xeon E5502 @ 1.87GHz
,Intel Celeron E3300 @ 2.50GHz
,Intel Atom Z3580 @ 1.33GHz
,Intel Core i5-430UM @ 1.20GHz
,AMD Athlon Dual Core 5000B
,AMD Athlon 5000 Dual-Core
,Intel Celeron 2955U @ 1.40GHz
,Intel Pentium P6300 @ 2.27GHz
,BCM2711
,Intel Core i3-2367M @ 1.40GHz
,Intel Pentium B940 @ 2.00GHz
,AMD E2-9000e
,AMD Turion II Dual-Core Mobile M520
,Intel Core2 Duo E4600 @ 2.40GHz
,Intel Celeron E3400 @ 2.60GHz
,Intel Core2 Duo P8400 @ 2.26GHz
,AMD Athlon Dual Core 5400B
,AMD Sempron X2 180
,Intel Core2 Duo T7700 @ 2.40GHz
,Intel Core i3-2357M @ 1.30GHz
,Intel Core2 Duo T7500 @ 2.20GHz
,Intel Core2 Extreme X6800 @ 2.93GHz
,Intel Atom x5-Z8330 @ 1.44GHz
,"Qualcomm Technologies, Inc MSM8939"
,DO-Regular
,Intel Atom x5-Z8300 @ 1.44GHz
,AMD A4-4355M APU
,AMD Turion II P560 Dual-Core
,Intel Celeron P4500 @ 1.87GHz
,Intel Core i3-2365M @ 1.40GHz
,AMD Turion II Ultra Dual-Core Mobile M620
,AMD Athlon 64 X2 Dual Core 5200+
,Intel Celeron B830 @ 1.80GHz
,Intel Core2 Duo E4700 @ 2.60GHz
,MT8165
,Intel Core2 Duo E6540 @ 2.33GHz
,MT8766B
,AMD Opteron 1214 HE
,Intel Atom Z3735G @ 1.33GHz
,Qualcomm MSM8994
,Intel Xeon E5503 @ 2.00GHz
,"Qualcomm Technologies, Inc MSM8952"
,ARM Cortex-A72 4 Core 2200 MHz
,AMD Athlon64 X2 Dual Core 4600+
,MT8161A
,Intel Celeron 1007U @ 1.50GHz
,AMD Athlon 64 X2 Dual Core 5800+
,AMD Athlon Dual Core 5200B
,hi6210sft
,AMD A6-4455M APU
,Intel Xeon 5130 @ 2.00GHz
,Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board
,Intel Atom Z3775D @ 1.49GHz
,Intel Pentium E2220 @ 2.40GHz
,Intel Pentium T4500 @ 2.30GHz
,AMD Turion X2 Ultra Dual-Core Mobile ZM-84
,ARM Neoverse-N1 1 Core 0 MHz
,Intel Core2 Duo P7370 @ 2.00GHz
,AMD Turion II P520 Dual-Core
,AMD Athlon 7450 Dual-Core
,Intel Pentium 997 @ 1.60GHz
,Intel Xeon 3040 @ 1.86GHz
,Intel Celeron B820 @ 1.70GHz
,MT6761V/CD
,"Qualcomm Technologies, Inc MSM8992"
,AMD Opteron 1216
,MT6750V/W
,Intel Celeron B810 @ 1.60GHz
,VIA QuadCore L4700 @ 1.2+ GHz
,Intel Core2 Duo E6400 @ 2.13GHz
,AMD Opteron 1212 HE
,Intel Pentium T4300 @ 2.10GHz
,Intel Core2 Duo T7600 @ 2.33GHz
,Intel Core2 Duo P7570 @ 2.26GHz
,Athlon Dual Core 4850e
,AMD A4-3310MX APU
,MT6761V/WAB
,AMD Athlon II N350 Dual-Core
,AMD Opteron 280
,Intel Pentium P6000 @ 1.87GHz
,Intel Xeon 5120 @ 1.86GHz
,AMD GX-217GA SOC
,Intel Pentium T4400 @ 2.20GHz
,AMD Opteron 270
,Intel Core2 Duo T6600 @ 2.20GHz
,Intel Atom Z3735D @ 1.33GHz
,"rockchip,rk3328"
,AMD Athlon 64 X2 Dual Core 5000+
,AMD Turion II Dual-Core Mobile M500
,MT6797D
,Intel Core2 Duo T6670 @ 2.20GHz
,Intel Core i5-470UM @ 1.33GHz
,AMD GX-218GL SOC
,Intel Atom Z3775 @ 1.46GHz
,AMD A4-5150M APU
,AMD A4-3330MX APU
,Intel Pentium E2200 @ 2.20GHz
,Rockchip RK3566 EVB1 DDR4 V10 Board
,AMD Athlon Dual Core 5050e
,Dual-Core AMD Opteron 1220 SE
,Intel Celeron 1047UE @ 1.40GHz
,Intel Core2 Duo P7450 @ 2.13GHz
,Celeron Dual-Core T3500 @ 2.10GHz
,AMD Opteron 180
,Intel Core2 Duo SL9400 @ 1.86GHz
,Intel Pentium D 960 @ 3.60GHz
,Intel Celeron N2910 @ 1.60GHz
,ARM Cortex-A55 4 Core 2124 MHz
,AMD Turion II Neo N54L Dual-Core
,ARM Cortex-A55 4 Core 1992 MHz
,Intel Core2 Duo T8100 @ 2.10GHz
,AMD Turion 64 X2 Mobile TL-62
,Intel Atom Z3770 @ 1.46GHz
,AMD Athlon Dual Core 5600B
,Athlon 64 Dual Core 3800+
,MT8696
,AMD Athlon Dual Core 4850e
,AC8257V/WAB
,Qualcomm APQ 8084 (Flattened Device Tree)
,Spreadtrum SC9853I-IA
,Intel Celeron 2961Y @ 1.10GHz
,Rockchip RK3368
,AMD Turion X2 Ultra Dual-Core Mobile ZM-85
,AMD Opteron 1216 HE
,AMD Athlon Dual Core 4850B
,Intel Celeron 887 @ 1.50GHz
,Intel Core2 Duo P7350 @ 2.00GHz
,AMD A4-3305M APU
,AMD E2-3000 APU
,ARM Cortex-A72 4 Core 2000 MHz
,Intel Core2 Duo T7200 @ 2.00GHz
,AMD Athlon 64 X2 Dual Core 4800+
,ARM Cortex-A55 4 Core 2100 MHz
,Intel Core2 Duo E4500 @ 2.20GHz
,Intel Core2 Duo T6570 @ 2.10GHz
,AMD Athlon 64 X2 Dual Core 4600+
,Intel Pentium T4200 @ 2.00GHz
,Intel Core2 Duo E6420 @ 2.13GHz
,MediaTek MT6761V/WE
,Intel Celeron E1600 @ 2.40GHz
,AMD Athlon II P360 Dual-Core
,Intel Atom Z3560 @ 1.00GHz
,AMD Athlon 64 FX-60 Dual Core
,Intel Core2 Duo T6400 @ 2.00GHz
,AMD Turion X2 Dual-Core Mobile RM-75
,Rockchip RK3288
,Intel Celeron B815 @ 1.60GHz
,Intel Core2 Duo T5870 @ 2.00GHz
,MT8735T
,Intel Atom E3840 @ 1.91GHz
,Intel Core2 Duo T7400 @ 2.16GHz
,Intel Pentium E2210 @ 2.20GHz
,MT5893
,Intel Core i3-380UM @ 1.33GHz
,AMD Athlon Dual Core 4450e
,AMD Opteron 1214
,Intel Core2 Duo T6500 @ 2.10GHz
,AMD Athlon II Dual-Core M320
,AMD Opteron 185
,AMD Turion X2 Ultra Dual-Core Mobile ZM-86
,Intel Core2 Duo T7300 @ 2.00GHz
,MT6738
,AMD Athlon 64 X2 Dual Core 4400+
,Intel Celeron G470 @ 2.00GHz
,AMD Turion X2 Dual Core Mobile RM-76
,Intel Atom Z3560 @ 1.83GHz
,Intel Celeron P4505 @ 1.87GHz
,AMD Turion X2 Ultra Dual-Core Mobile ZM-87
,Intel Core2 Duo T7250 @ 2.00GHz
,AMD Athlon X2 Dual Core BE-2400
,AMD Athlon Dual Core 4450B
,AMD Turion II Neo K685 Dual-Core
,AMD A4-3300M APU
,AMD Opteron 175
,Athlon Dual Core 4450e
,Intel Core2 Duo L7800 @ 2.00GHz
,Intel Pentium D 950 @ 3.40GHz
,AMD Athlon II Dual-Core M340
,AMD Athlon II X2 270u
,AMD Turion 64 X2 Mobile TL-64
,AMD Athlon II P320 Dual-Core
,AMD Athlon II P340 Dual-Core
,AMD Athlon 64 X2 Dual Core 4200+
,Intel Pentium E2180 @ 2.00GHz
,Intel Celeron E1400 @ 2.00GHz
,Athlon Dual Core 4050e
,Intel Celeron J3060 @ 1.60GHz
,Intel Core2 Duo T5750 @ 2.00GHz
,Intel Core2 Duo L9300 @ 1.60GHz
,AMD Turion X2 Dual-Core Mobile RM-72
,VIA QuadCore U4650 @ 1.0+ GHz
,AMD E2-3000M APU
,Celeron Dual-Core T3000 @ 1.80GHz
,AMD Athlon II N330 Dual-Core
,Intel Celeron N3060 @ 1.60GHz
,AMD Athlon II X2 260u
,AMD Athlon 64 X2 Dual Core 4000+
,ARM Cortex-A72 4 Core 1500 MHz
,AMD Turion Dual-Core RM-75
,Intel Core2 Duo T5850 @ 2.16GHz
,AMD Turion X2 Ultra Dual-Core Mobile ZM-82
,ARM Cortex-A72 4 Core 2100 MHz
,Intel Core2 Duo T5900 @ 2.20GHz
,Intel Atom Z3740 @ 1.33GHz
,Intel Celeron E1500 @ 2.20GHz
,Intel Celeron B800 @ 1.50GHz
,AMD Turion Dual-Core RM-72
,AMD Opteron 170
,M7221
,Intel Core2 Duo T5600 @ 1.83GHz
,Intel Pentium T3400 @ 2.16GHz
,Intel Pentium T3200 @ 2.00GHz
,Intel Core2 Duo T7100 @ 1.80GHz
,Intel Pentium 987 @ 1.50GHz
,Qualcomm MSM8974
,Samsung EXYNOS5420
,AMD Athlon 64 X2 QL-66
,AMD A4-3320M APU
,Intel Core2 Duo T5800 @ 2.00GHz
,Intel Pentium E2160 @ 1.80GHz
,Intel Pentium 2129Y @ 1.10GHz
,Intel Core2 Duo T5300 @ 1.73GHz
,AMD Turion X2 Dual-Core Mobile RM-77
,AMD Athlon 64 X2 Dual-Core TK-57
,Intel Core2 Duo E4400 @ 2.00GHz
,AMD Athlon II Dual-Core M300
,AMD Turion 64 X2 Mobile TL-66
,Celeron Dual-Core T3300 @ 2.00GHz
,Intel Pentium 967 @ 1.30GHz
,Intel Atom C2358 @ 1.74GHz
,Qualcomm MSM8974PRO-AB
,ARM Cortex-A72 2 Core 0 MHz
,Intel Pentium U5600 @ 1.33GHz
,AMD Turion X2 Dual-Core Mobile RM-70
,AMD Turion X2 Dual-Core Mobile RM-74
,Intel Pentium 957 @ 1.20GHz
,AMD Athlon 64 X2 QL-64
,Intel Atom Z3745 @ 1.33GHz
,AMD GX-212JC SOC
,MT6795MM
,AMD Athlon Dual Core 4050e
,Intel Celeron 877 @ 1.40GHz
,Intel Atom Z3740D @ 1.33GHz
,MediaTek MT6761V/WBB
,Generic DT based system
,AMD Athlon 64 X2 Dual Core 3800+
,Qualcomm MSM8974PRO-AC
,AMD Athlon 64 X2 QL-65
,Intel Core2 Duo L7700 @ 1.80GHz
,AMD Athlon II X2 250u
,Intel Celeron N3000 @ 1.04GHz
,AMD Turion X2 Dual Core L510
,AMD E1 Micro-6200T APU
,Intel Xeon 5110 @ 1.60GHz
,AMD TurionX2 Ultra DualCore Mobile ZM-87
,Rockchip (Device Tree)
,Intel Pentium T2410 @ 2.00GHz
,AMD E1-2500 APU
,Intel Core2 Duo E6320 @ 1.86GHz
,AMD Athlon 64 X2 Dual Core 3600+
,Intel Atom S1260 @ 2.00GHz
,Intel Core2 Duo T5550 @ 1.83GHz
,Intel Celeron J1750 @ 2.41GHz
,AMD Athlon 64 X2 Dual Core BE-2300
,AMD Opteron 1212
,Intel Celeron N3050 @ 1.60GHz
,Intel Core2 Duo E6300 @ 1.86GHz
,AMD Athlon X2 Dual Core BE-2350
,AMD Turion 64 X2 Mobile TL-60
,AMD Turion II Neo N40L Dual-Core
,AMD Turion Dual-Core RM-74
,Qualcomm MSM8974PRO-AA
,Intel Atom Z3745D @ 1.33GHz
,Intel Core2 Duo U9600 @ 1.60GHz
,Intel Celeron 847E @ 1.10GHz
,Intel Atom C2338 @ 1.74GHz
,AMD E1-7010 APU
,Intel Xeon MV 3.20GHz
,AMD Athlon 64 X2 QL-67
,Qualcomm MSM8917
,Intel Celeron J1800 @ 2.41GHz
,MT8766A
,Intel Celeron N2840 @ 2.16GHz
,Pentium Dual-Core T4200 @ 2.00GHz
,AMD Athlon 64 X2 Dual-Core TK-42
,Intel Celeron 1019Y @ 1.00GHz
,Intel Core2 Duo L7500 @ 1.60GHz
,MT6761V/CAB
,AMD Athlon 64 X2 Dual Core BE-2350
,MediaTek MT8168A
,AMD Athlon X2 Dual Core BE-2300
,Intel Celeron 857 @ 1.20GHz
,MediaTek MT6737T
,AMD Athlon 64 X2 3800+
,Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre
,AMD Turion II Neo K625 Dual-Core
,AMD Athlon X2 Dual Core 6850e
,AMD Sempron Dual Core 2200
,Intel Celeron 867 @ 1.30GHz
,AMD Sempron 2650 APU
,Intel Core2 Duo E4300 @ 1.80GHz
,AMD Turion Dual-Core RM-70
,Intel Celeron U3600 @ 1.20GHz
,"Qualcomm Technologies, Inc MSM8929"
,ARM Cortex-A53 4 Core 1800 MHz
,Intel Atom Z3735E @ 1.33GHz
,AMD Sempron Dual Core 2300
,AMD Athlon 64 X2 QL-62
,Intel Pentium E2140 @ 1.60GHz
,Intel T1500 @ 1.86GHz
,Intel Celeron @ 1.30GHz
,Intel Pentium T2390 @ 1.86GHz
,MediaTek MT6762V/CN
,MediaTek MT8163
,Qualcomm APQ8084
,Intel Atom Z3735F @ 1.33GHz
,Intel Core2 Duo T5450 @ 1.66GHz
,MT6761V/WD
,AMD E1-6015 APU
,Intel Celeron N2830 @ 2.16GHz
,Intel Pentium U5400 @ 1.20GHz
,mt6762m
,Amlogic
,Intel Pentium T2330 @ 1.60GHz
,AMD TurionX2 Dual Core Mobile RM-70
,AMD Athlon 64 X2 Dual-Core TK-53
,AMD Sempron Dual Core 2100
,Intel Celeron N2808 @ 1.58GHz
,Intel Atom C2350 @ 1.74GHz
,AMD Athlon 64 X2 Dual Core 3400+
,AMD Opteron 165
,Intel Core2 Duo T5470 @ 1.60GHz
,Intel Core2 Duo T5670 @ 1.80GHz
,MT6739CH
,AMD Athlon Neo X2 Dual Core L335
,AMD Athlon II Neo K345 Dual-Core
,MT8735A
,AMD Athlon 64 X2 Dual-Core TK-55
,AMD E1-6010 APU
,AMD Turion X2 Ultra Dual-Core Mobile ZM-80
,MT6592
,Celeron Dual-Core T3100 @ 1.90GHz
,Intel Celeron T1600 @ 1.66GHz
,AMD Athlon 64 FX-57
,Intel Core2 Duo L7400 @ 1.50GHz
,Intel T2050 @ 2.00GHz
,Intel Pentium T2310 @ 1.46GHz
,ARM Cortex-A17 4 Core 1800 MHz
,Intel Core2 Duo T5500 @ 1.66GHz
,Intel Atom D2701 @ 2.13GHz
,Intel Core2 Duo SU9400 @ 1.40GHz
,Rockchip RK3288 (Flattened Device Tree)
,AMD Sempron 145
,Intel Atom Z3736F @ 1.33GHz
,AMD Sempron 130
,AMD E2-2000 APU
,Intel Core2 Duo U7300 @ 1.30GHz
,Intel Pentium T2370 @ 1.73GHz
,AMD Sempron 150
,Intel Core Duo T2700 @ 2.33GHz
,Intel Pentium D 940 @ 3.20GHz
,AMD Turion X2 Dual Core Mobile RM-70
,MediaTek MT6735
,Intel Core2 Duo T5270 @ 1.40GHz
,MT8735
,Intel Celeron G460 @ 1.80GHz
,Intel Pentium D 830 @ 3.00GHz
,Intel Atom D2700 @ 2.13GHz
,Intel Celeron E1200 @ 1.60GHz
,Intel Core2 Duo L7300 @ 1.40GHz
,"rockchip,rk3368"
,Intel Atom Z3770D @ 1.49GHz
,Intel Celeron N3010 @ 1.04GHz
,Intel Celeron N2815 @ 1.86GHz
,Intel Core2 Duo U9300 @ 1.20GHz
,AMD Athlon 64 3100+
,Intel Core i3-330UM @ 1.20GHz
,Intel Core2 Duo T5250 @ 1.50GHz
,Intel Celeron G465 @ 1.90GHz
,Intel Celeron N2806 @ 1.60GHz
,Intel Xeon 3.20GHz
,AMD Turion 64 X2 Mobile TL-58
,AMD Athlon II Neo N36L Dual-Core
,AMD E-350D APU
,MT8167A
,Intel Pentium SU4100 @ 1.30GHz
,AMD Athlon Neo X2 Dual Core L325
,Intel T1400 @ 1.73GHz
,AMD E1-2200 APU
,Intel Celeron U3400 @ 1.07GHz
,AMD Sempron 140
,AMD TurionX2 Dual Core Mobile RM-72
,Intel Celeron 847 @ 1.10GHz
,AMD G-T56N
,Intel Celeron N2820 @ 2.13GHz
,Intel Pentium Extreme Edition 955 @ 3.46GHz
,Intel Core2 Duo L7100 @ 1.20GHz
,AMD Athlon 64 FX-59
,AMD Athlon 64 X2 QL-60
,Intel Atom E3827 @ 1.74GHz
,ARM Cortex-A53 4 Core 1392 MHz
,AMD Opteron 154
,Unisoc SC9832e
,AMD Athlon Neo X2 Dual Core 6850e
,"Qualcomm Technologies, Inc MSM8917"
,"Qualcomm Technologies, Inc QM215"
,AMD Turion 64 X2 Mobile TL-56
,QCT APQ8064 DEB
,AMD Opteron 254
,Intel Core Duo T2600 @ 2.16GHz
,Intel Celeron N2807 @ 1.58GHz
,MT8167D
,QCT APQ8064 FLO
,ARM Cortex-A53 4 Core 1512 MHz
,Intel Celeron SU2300 @ 1.20GHz
,Intel Celeron 450 @ 2.20GHz
,Intel Celeron 925 @ 2.30GHz
,SAMSUNG JF
,AMD E2-1800 APU
,AMD G-T56E
,Intel Core2 Duo T5200 @ 1.60GHz
,AMD Turion 64 X2 Mobile TL-50
,"Qualcomm Technologies, Inc MSM8920"
,MT8161P
,Intel Atom D2560 @ 2.00GHz
,AMD A4-1250 APU
,MediaTek MT6737
,AMD Turion Neo X2 Dual Core L625
,AMD Athlon LE-1640
,Intel Atom N2800 @ 1.86GHz
,AMD Opteron 152
,Sony Mobile fusion3
,Intel Celeron G440 @ 1.60GHz
,Intel Xeon 3.00GHz
,ARM Cortex-A53 4 Core 1296 MHz
,Qualcomm MSM8916
,Intel Pentium D 915 @ 2.80GHz
,AMD E-450 APU
,AMD Athlon LE-1620
,Intel Celeron N2810 @ 2.00GHz
,AMD Athlon LE-1660
,AMD G-T48E
,Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba
,AMD E-350
,AMD Athlon LE-1600
,AMD Athlon 1640B
,Intel Celeron 900 @ 2.20GHz
,MediaTek MT6739WW
,Intel Core Duo T2500 @ 2.00GHz
,Intel Atom D2550 @ 1.86GHz
,AMD E1-2100 APU
,Intel Core2 Duo U7500 @ 1.06GHz
,MT8735P
,AMD Athlon 64 FX-55
,Intel Core Duo L2500 @ 1.83GHz
,Intel Atom D510 @ 1.66GHz
,Intel Core Duo T2450 @ 2.00GHz
,Intel Xeon 3.60GHz
,AMD E-350 APU
,AMD Turion 64 Mobile ML-42
,AMD Sempron LE-1300
,Intel Core i7-2630UM @ 1.60GHz
,AMD Geode NX 2400+
,ARM Cortex-A53 4 Core 1600 MHz
,Intel Atom D525 @ 1.80GHz
,QCT APQ8064 MAKO
,ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz
,AMD Athlon 64 3500+
,Samsung Exynos 7570
,ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz
,AMD Athlon 64 3700+
,AMD Opteron 150
,VIA Nano X2 U4025 @ 1.2 GHz
,Intel Xeon 3.80GHz
,AMD Opteron 148
,Intel Celeron 807 @ 1.50GHz
,AMD A4-1200 APU
,AMD E1-1500 APU
,Intel Core Duo L2300 @ 1.50GHz
,AMD Athlon II Neo K325 Dual-Core
,Intel Atom E3825 @ 1.33GHz
,Intel Pentium 4 3.73GHz
,AMD Turion 64 Mobile ML-44
,Intel Core Duo T2350 @ 1.86GHz
,AMD Turion 64 X2 Mobile TL-52
,Intel Pentium T2130 @ 1.86GHz
,QCT APQ8064 AWIFI
,"Qualcomm Technologies, Inc MSM8916"
,AMD Athlon X2 Dual Core L310
,AMD V140
,AMD Athlon 64 3400+
,Intel Xeon 3.40GHz
,AMD Athlon 64 3300+
,Intel Pentium D 805 @ 2.66GHz
,ARM Cortex-A53 4 Core 0 MHz
,AMD E1-1200 APU
,Intel Celeron D 360 @ 3.46GHz
,Intel Atom 330 @ 1.60GHz
,Intel Celeron 827E @ 1.40GHz
,Intel Celeron 440 @ 2.00GHz
,Intel Celeron 560 @ 2.13GHz
,"Qualcomm Technologies, Inc APQ8017"
,AMD Sempron 3600+
,AMD V120
,AMD Turion 64 Mobile MK-38
,AMD Sempron 3800+
,MediaTek MT6739WA
,AMD E-300 APU
,AMD Athlon II 160u
,AMD Athlon II 170u
,AMD Athlon X2 Dual Core 3250e
,Mobile AMD Athlon 64 3700+
,Manta
,"Qualcomm Technologies, Inc QCM2150"
,MediaTek MT6737M
,ARM Cortex-A7 4 Core 1300 MHz
,AMD Sempron LE-1200
,Intel Core Duo T2400 @ 1.83GHz
,Intel Core Duo L2400 @ 1.66GHz
,Intel Pentium T2080 @ 1.73GHz
,Intel Core Duo T2250 @ 1.73GHz
,ARM Cortex-A53 4 Core 1152 MHz
,AMD Opteron 146
,ARM Cortex-A7 4 Core 1368 MHz
,Intel Core2 Duo U7700 @ 1.33GHz
,ARM Cortex-A53 4 Core 1400 MHz
,Intel Celeron 570 @ 2.26GHz
,Mobile Intel Pentium 4 3.33GHz
,"Qualcomm Technologies, Inc APQ8016"
,Intel 2.80GHz
,AMD Athlon 64 4000+
,AMD Athlon 64 3200+
,AMD Athlon TF-36
,AMD Sempron M100
,AMD V160
,Qualcomm MSM8928
,AMD Turion 64 Mobile ML-40
,Intel Atom N570 @ 1.66GHz
,Intel Celeron N2805 @ 1.46GHz
,Mobile AMD Sempron 3800+
,ARM Cortex-A72 4 Core 1750 MHz
,AMD Turion 64 Mobile ML-37
,AMD Turion 64 Mobile MK-36
,ARM Cortex-A35 4 Core 1296 MHz
,AMD Athlon 2850e
,Mobile AMD Athlon 64 3400+
,MediaTek MT8167B
,Qualcomm MSM8228
,Intel Core Duo T2300 @ 1.66GHz
,Intel Pentium T2060 @ 1.60GHz
,MT8765WB
,Intel Pentium 4 3.20GHz
,Mobile AMD Athlon 64 3200+
,MT6735P
,Unisoc SC7731e
,Intel Atom N2600 @ 1.60GHz
,ARM Cortex-A53 4 Core 1200 MHz
,Mobile AMD Sempron 3400+
,Intel Core Duo T2050 @ 1.60GHz
,Rockchip RK3328
,AMD Opteron 144
,Intel Core2 Duo U7600 @ 1.20GHz
,AMD Turion 64 Mobile MT-37
,AMD Sempron 3300+
,AMD Sempron LE-1100
,Intel Pentium 4 3.60GHz
,VIA Eden X2 U4200 @ 1.0+ GHz
,Intel Celeron D 420 @ 1.60GHz
,Intel Pentium 4 3.00GHz
,Mobile AMD Athlon 64 4000+
,Intel Pentium 4 3.80GHz
,Samsung GrandPrimePlus LTE CIS rev04 board based o
,MT6739WM
,AMD C-60 APU
,MT6735M
,AMD Z-01
,Intel Celeron M 530 @ 1.73GHz
,Intel Atom E3826 @ 1.46GHz
,AMD Athlon 64 3000+
,AMD Athlon II Neo K125
,Mobile AMD Sempron 3600+
,AMD Sempron LE-1250
,Intel Celeron 550 @ 2.00GHz
,AMD C-70 APU
,Qualcomm MSM8926
,AMD Sempron 3100+
,Intel Atom Z2760 @ 1.80GHz
,AMD Athlon II Neo K145
,AMD Athlon 64 2800+
,Intel Pentium 4 3.46GHz
,Mobile AMD Sempron 3300+
,MediaTek MT8735B
,Qualcomm MSM8626
,UNIVERSAL3475
,Intel Celeron 430 @ 1.80GHz
,Intel Pentium 4 3.40GHz
,AMD Athlon 64 3800+
,AMD Sempron 3400+
,AMD G-T40N
,Intel Pentium M 2.10GHz
,"Qualcomm Technologies, Inc MSM8216"
,AMD Athlon 2800+
,Qualcomm APQ8026
,AMD C-60
,Mobile AMD Sempron 3500+
,AMD G-T40E
,AMD Sempron 3200+
,AMD Sempron SI-40
,AMD Turion 64 Mobile MT-32
,"Qualcomm Technologies, Inc APQ8009"
,AMD Turion 64 Mobile ML-32
,Intel Celeron 540 @ 1.86GHz
,Intel Celeron D 352 @ 3.20GHz
,AMD Athlon Neo MV-40
,AMD Athlon XP 3100+
,AMD Athlon XP 3200+
,Intel Pentium M 1.80GHz
,AMD Turion 64 Mobile MT-34
,VIA Nano L2100@1800MHz
,AMD Turion 64 Mobile ML-30
,AMD Turion 64 Mobile ML-34
,Mobile AMD Sempron 3100+
,Rockchip RK3326
,Spreadtrum SC7731e
,AMD Athlon XP 2900+
,Intel Atom D2500 @ 1.86GHz
,AMD Athlon 2650e
,AMD Athlon TF-20
,Intel Pentium M 2.13GHz
,VIA Nano U2250 (1.6GHz Capable)
,Intel Pentium M 2.00GHz
,ARM Cortex-A7 4 Core 1200 MHz
,Mobile AMD Sempron 3000+
,AMD Sempron 3000+
,Intel Celeron 743 @ 1.30GHz
,Intel Celeron 530 @ 1.73GHz
,Intel Celeron M 723 @ 1.20GHz
,AMD Sempron 210U
,"Qualcomm Technologies, Inc MSM8909"
,Intel Celeron 3.20GHz
,Intel Atom N550 @ 1.50GHz
,Qualcomm MSM8226
,Intel Celeron 3.33GHz
,VIA Eden C1050@1.06GHz
,AMD Z-60 APU
,AMD Athlon XP 3000+
,AMD Sempron SI-42
