Unnamed: 0,GPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
4808,radeon hd 7550m,GPU,2012-01-07,40.0,14.0,104.0,716.0,450.0,TSMC,AMD,,440.0,
4810,radeon pro v7300x,GPU,NaT,14.0,130.0,232.0,5700.0,1188.0,GF,AMD,,5728.0,358.0
4820,firepro w4130m,GPU,NaT,28.0,,77.0,950.0,775.0,TSMC,AMD,,633.6,
4827,radeon hd 8570a,GPU,2013-03-01,28.0,,56.0,690.0,750.0,TSMC,AMD,,528.0,33.0
4828,radeon r6 m435dx,GPU,2016-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD,,791.0,49.44
4829,radeon r5 220 oem,GPU,2013-12-21,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,,104.0,
4830,radeon rx 550x mobile,GPU,2018-04-11,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1505.0,1505.0,94.08
4833,radeon r9 280x2,GPU,NaT,28.0,375.0,352.0,4313.0,950.0,TSMC,AMD,,4096.0,1024.0
4836,radeon instinct mi25,GPU,2017-06-27,14.0,300.0,495.0,12500.0,1400.0,GF,AMD,24580.0,12290.0,768.0
4839,radeon r7 350 640sp,GPU,2019-01-07,28.0,55.0,123.0,1500.0,925.0,TSMC,AMD,,1184.0,74.0
