,Unnamed: 0,GPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
2589,2589,NVIDIA Quadro FX 4400,GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA,,,
2591,2591,NVIDIA GeForce 6800 GT,GPU,2004-06-08,130.0,67.0,287.0,222.0,350.0,TSMC,NVIDIA,,,
2592,2592,NVIDIA Quadro FX 4400G,GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA,,,
2593,2593,NVIDIA GeForce RTX 2060,GPU,2019-01-07,12.0,160.0,445.0,10800.0,1365.0,TSMC,NVIDIA,12900.0,6451.0,201.6
2596,2596,NVIDIA GRID K200,GPU,2013-06-28,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA,,2289.0,95.36
2605,2605,NVIDIA Quadro FX 3500,GPU,2006-05-22,90.0,80.0,196.0,278.0,450.0,TSMC,NVIDIA,,,
2608,2608,NVIDIA GeForce GT 120M Mac Edition,GPU,2008-12-12,55.0,14.0,121.0,314.0,500.0,TSMC,NVIDIA,,80.0,
2610,2610,NVIDIA GeForce GTX 460 v2,GPU,2011-09-24,40.0,160.0,332.0,1950.0,779.0,TSMC,NVIDIA,,1046.0,87.19
2611,2611,NVIDIA GeForce 7050 + nForce 620i,GPU,2007-10-04,90.0,,81.0,112.0,500.0,Unknown,NVIDIA,,,
2612,2612,NVIDIA GeForce 840M,GPU,2014-03-12,28.0,33.0,,,1029.0,TSMC,NVIDIA,,863.2,26.98
2615,2615,NVIDIA GeForce4 MX 420 PCI,GPU,2002-02-06,150.0,,65.0,29.0,250.0,TSMC,NVIDIA,,,
2616,2616,NVIDIA GeForce 6200 TurboCache,GPU,2004-12-15,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,
2623,2623,NVIDIA Quadro FX 600 PCI,GPU,2004-03-17,150.0,,124.0,45.0,270.0,TSMC,NVIDIA,,,
2625,2625,NVIDIA Quadro P400,GPU,2017-02-07,14.0,30.0,132.0,3300.0,1228.0,Samsung,NVIDIA,10.02,641.0,20.03
2627,2627,NVIDIA Quadro 7000,GPU,2012-05-02,40.0,204.0,520.0,3000.0,651.0,TSMC,NVIDIA,,1332.0,666.1
2641,2641,NVIDIA Tesla T4,GPU,2018-09-13,12.0,70.0,545.0,13600.0,585.0,TSMC,NVIDIA,65129.99999999999,8141.0,254.4
2647,2647,NVIDIA Quadro K4200,GPU,2014-07-22,28.0,108.0,294.0,3540.0,771.0,TSMC,NVIDIA,,2107.0,87.81
2648,2648,NVIDIA GeForce FX 5200 Rev. 2,GPU,2003-03-06,150.0,,91.0,45.0,250.0,TSMC,NVIDIA,,,
2650,2650,NVIDIA GeForce 6800,GPU,2004-04-14,130.0,,287.0,222.0,325.0,TSMC,NVIDIA,,,
2651,2651,NVIDIA GeForce Go 7400T,GPU,2006-02-01,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
2653,2653,NVIDIA GeForce FX 5950 Ultra,GPU,2003-10-23,130.0,74.0,207.0,135.0,475.0,TSMC,NVIDIA,,,
2655,2655,NVIDIA Quadro FX 470,GPU,2007-09-12,65.0,38.0,144.0,314.0,580.0,Unknown,NVIDIA,,44.8,
2656,2656,NVIDIA GeForce GTX 750 Ti,GPU,2014-02-18,28.0,60.0,148.0,1870.0,1020.0,TSMC,NVIDIA,,1389.0,43.4
2657,2657,NVIDIA Tesla P100 PCIe 12 GB,GPU,2016-06-20,16.0,250.0,610.0,15300.0,1190.0,TSMC,NVIDIA,19050.0,9526.0,4763.0
2658,2658,NVIDIA GeForce GTX 950A,GPU,2015-03-13,28.0,75.0,148.0,1870.0,993.0,TSMC,NVIDIA,,1439.0,44.96
2661,2661,NVIDIA GeForce Go 7800,GPU,2006-03-03,110.0,35.0,333.0,302.0,400.0,TSMC,NVIDIA,,,
2665,2665,NVIDIA ION LE,GPU,2008-06-03,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,,35.2,
2667,2667,NVIDIA GeForce 6800 GTO,GPU,2004-04-14,130.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,
2669,2669,NVIDIA Quadro Plex 1000 Model IV,GPU,2008-07-25,90.0,320.0,484.0,681.0,600.0,TSMC,NVIDIA,,345.6,
2670,2670,NVIDIA GRID K100,GPU,2013-06-28,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
2673,2673,NVIDIA GeForce GTS 450 OEM,GPU,2010-09-13,40.0,106.0,238.0,1170.0,783.0,TSMC,NVIDIA,,451.0,37.58
2674,2674,NVIDIA A100 SXM4 80 GB,GPU,2020-11-16,7.0,400.0,826.0,54200.0,1095.0,TSMC,NVIDIA,77970.0,19490.0,9746.0
2678,2678,NVIDIA Quadro FX 350M,GPU,2006-03-13,90.0,15.0,81.0,112.0,450.0,TSMC,NVIDIA,,,
2679,2679,NVIDIA GeForce 6800 XT,GPU,2005-09-30,130.0,,287.0,222.0,300.0,TSMC,NVIDIA,,,
2680,2680,NVIDIA GeForce 9300 GS,GPU,2008-06-01,65.0,,86.0,210.0,567.0,TSMC,NVIDIA,,22.4,
2682,2682,NVIDIA Quadro RTX 3000 Mobile Refresh,GPU,2019-05-27,12.0,80.0,445.0,10800.0,945.0,TSMC,NVIDIA,10600.0,5299.0,165.6
2683,2683,NVIDIA Tesla C2070,GPU,2011-07-25,40.0,238.0,529.0,3100.0,574.0,TSMC,NVIDIA,,1028.0,513.9
2686,2686,NVIDIA Quadro RTX 6000 Passive,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1305.0,TSMC,NVIDIA,28750.0,14380.0,449.3
2691,2691,NVIDIA Quadro RTX 5000,GPU,2018-08-13,12.0,230.0,545.0,13600.0,1620.0,TSMC,NVIDIA,22300.0,11150.0,348.5
2692,2692,NVIDIA GeForce 830A,GPU,2014-07-22,28.0,33.0,,,1082.0,TSMC,NVIDIA,,588.8,18.4
2693,2693,NVIDIA GeForce GTX 1060 3 GB,GPU,2016-08-18,16.0,120.0,200.0,4400.0,1506.0,TSMC,NVIDIA,61.49,3935.0,123.0
2696,2696,NVIDIA GeForce 920MX,GPU,2016-03-25,28.0,16.0,,,965.0,TSMC,NVIDIA,,508.4,15.89
2697,2697,NVIDIA Quadro K6000,GPU,2013-07-23,28.0,225.0,561.0,7080.0,797.0,TSMC,NVIDIA,,5196.0,1732.0
2698,2698,NVIDIA GeForce2 MX 200 PCI,GPU,2001-03-03,180.0,,64.0,20.0,175.0,TSMC,NVIDIA,,,
2701,2701,NVIDIA GeForce 8400 GS PCI,GPU,2007-12-04,65.0,25.0,86.0,210.0,567.0,TSMC,NVIDIA,,22.4,
2702,2702,NVIDIA GeForce GTX TITAN X,GPU,2015-03-17,28.0,250.0,601.0,8000.0,1000.0,TSMC,NVIDIA,,6691.0,209.1
2704,2704,NVIDIA GeForce 9800 GTX+,GPU,2009-01-16,55.0,141.0,260.0,754.0,738.0,TSMC,NVIDIA,,470.0,
2705,2705,NVIDIA Quadro2 MXR,GPU,2000-07-25,180.0,,64.0,20.0,200.0,TSMC,NVIDIA,,,
2706,2706,NVIDIA GeForce 310M,GPU,2010-01-10,40.0,14.0,57.0,260.0,625.0,TSMC,NVIDIA,,48.96,
2707,2707,NVIDIA GeForce 8600 GTS,GPU,2007-04-17,80.0,60.0,169.0,289.0,675.0,TSMC,NVIDIA,,92.8,
2708,2708,NVIDIA GeForce GT 220,GPU,2010-01-26,65.0,58.0,240.0,505.0,600.0,TSMC,NVIDIA,,144.0,
2712,2712,NVIDIA GeForce 8400M GT,GPU,2007-05-09,80.0,14.0,127.0,210.0,450.0,TSMC,NVIDIA,,28.8,
2713,2713,NVIDIA GeForce GTX 1060 6 GB 9Gbps,GPU,2017-04-20,16.0,120.0,200.0,4400.0,1506.0,TSMC,NVIDIA,68.36,4375.0,136.7
2717,2717,NVIDIA GeForce GT 520 OEM,GPU,2012-02-01,40.0,29.0,116.0,585.0,700.0,TSMC,NVIDIA,,134.4,11.2
2720,2720,NVIDIA GeForce GTX 570M,GPU,2011-06-28,40.0,75.0,332.0,1950.0,575.0,TSMC,NVIDIA,,772.8,64.4
2722,2722,NVIDIA P106M,GPU,2019-01-23,16.0,75.0,200.0,4400.0,1291.0,TSMC,NVIDIA,46.48,2974.0,92.95
2723,2723,NVIDIA GeForce G105M,GPU,2009-12-14,40.0,14.0,57.0,260.0,535.0,TSMC,NVIDIA,,39.36,
2724,2724,NVIDIA GRID RTX T10-16,GPU,NaT,12.0,260.0,754.0,18600.0,1065.0,TSMC,NVIDIA,25710.0,12860.0,401.8
2725,2725,NVIDIA GeForce GT 640M,GPU,2012-03-22,28.0,32.0,118.0,1270.0,625.0,TSMC,NVIDIA,,480.0,20.0
2727,2727,NVIDIA GeForce GTX 780M,GPU,2013-05-11,28.0,122.0,294.0,3540.0,771.0,TSMC,NVIDIA,,2448.0,102.0
2731,2731,NVIDIA GeForce 6200,GPU,2004-10-11,110.0,,154.0,146.0,300.0,TSMC,NVIDIA,,,
2732,2732,NVIDIA Quadro K3000M,GPU,2012-06-01,28.0,75.0,294.0,3540.0,654.0,TSMC,NVIDIA,,753.4,31.39
2733,2733,NVIDIA GeForce GTX 660M Mac Edition,GPU,2013-04-01,28.0,50.0,118.0,1270.0,950.0,TSMC,NVIDIA,,729.6,30.4
2734,2734,NVIDIA GeForce 9600M GT Mac Edition,GPU,2008-10-25,55.0,23.0,121.0,314.0,500.0,TSMC,NVIDIA,,80.0,
2735,2735,NVIDIA GeForce GTX 275 PhysX Edition,GPU,2010-02-16,,219.0,470.0,1400.0,633.0,TSMC,NVIDIA,,622.1,77.76
2737,2737,NVIDIA GeForce 710M,GPU,2013-07-24,28.0,15.0,87.0,1020.0,719.0,TSMC,NVIDIA,,276.1,11.5
2742,2742,NVIDIA ION HX,GPU,2008-06-03,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,,35.2,
2744,2744,NVIDIA GeForce 7500 LE,GPU,2006-03-22,90.0,,81.0,112.0,475.0,TSMC,NVIDIA,,,
2748,2748,NVIDIA GeForce GTX 670MX,GPU,2012-10-01,28.0,75.0,294.0,3540.0,601.0,TSMC,NVIDIA,,1154.0,48.08
2751,2751,NVIDIA GeForce GTX 1070 Ti,GPU,2017-11-02,16.0,180.0,314.0,7200.0,1607.0,TSMC,NVIDIA,127.9,8186.0,255.8
2752,2752,NVIDIA GeForce 6200 LE,GPU,2005-04-04,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,
2753,2753,NVIDIA NVS 810,GPU,2015-11-04,28.0,68.0,148.0,1870.0,902.0,TSMC,NVIDIA,,1058.0,33.06
2755,2755,NVIDIA Quadro P5200 Max-Q,GPU,2018-02-21,16.0,100.0,314.0,7200.0,1316.0,TSMC,NVIDIA,125.5,8032.999999999999,251.0
2756,2756,NVIDIA GeForce RTX 3050 Mobile,GPU,2021-01-01,8.0,,,,1237.0,Samsung,NVIDIA,6144.0,6144.0,96.0
2760,2760,NVIDIA Quadro FX Go700,GPU,2003-06-25,130.0,,121.0,80.0,295.0,TSMC,NVIDIA,,,
2764,2764,NVIDIA GRID K1,GPU,2013-03-18,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
2765,2765,NVIDIA GeForce RTX 3050 Max-Q,GPU,2021-01-01,8.0,,,,712.0,Samsung,NVIDIA,4329.0,4329.0,67.65
2766,2766,NVIDIA GeForce G100 OEM,GPU,2009-03-10,65.0,35.0,86.0,210.0,540.0,TSMC,NVIDIA,,20.8,
2770,2770,NVIDIA GeForce 6200 PCI,GPU,2008-01-16,110.0,,110.0,75.0,280.0,TSMC,NVIDIA,,,
2771,2771,NVIDIA GeForce MX250,GPU,2019-02-21,14.0,25.0,74.0,1800.0,1519.0,Samsung,NVIDIA,18.98,1215.0,37.97
2772,2772,NVIDIA GeForce4 MX 4000 Rev. 2,GPU,2003-12-14,150.0,,65.0,29.0,250.0,TSMC,NVIDIA,,,
2773,2773,NVIDIA GeForce Go 6400,GPU,2006-02-01,110.0,,110.0,75.0,400.0,TSMC,NVIDIA,,,
2774,2774,NVIDIA Quadro K2100M,GPU,2013-07-23,28.0,55.0,221.0,2540.0,667.0,TSMC,NVIDIA,,768.4,32.02
2775,2775,NVIDIA GeForce 945M,GPU,2016-04-08,28.0,23.0,,,1006.0,TSMC,NVIDIA,,913.2,28.54
2776,2776,NVIDIA GeForce 6800,GPU,2004-11-08,130.0,,225.0,222.0,325.0,TSMC,NVIDIA,,,
2777,2777,NVIDIA Quadro FX 1800M,GPU,2009-06-15,40.0,45.0,144.0,727.0,561.0,TSMC,NVIDIA,,162.0,
2778,2778,NVIDIA Tesla K40st,GPU,2013-11-22,28.0,245.0,561.0,7080.0,575.0,TSMC,NVIDIA,,3312.0,1104.0
2780,2780,NVIDIA RTX A4000,GPU,2021-04-12,8.0,140.0,392.0,17400.0,735.0,Samsung,NVIDIA,19170.0,19170.0,599.0
2781,2781,NVIDIA GeForce GT 130M,GPU,2009-01-08,55.0,23.0,121.0,314.0,600.0,TSMC,NVIDIA,,96.0,
2783,2783,NVIDIA GeForce FX 5900 ZT,GPU,2003-05-12,130.0,,207.0,135.0,325.0,TSMC,NVIDIA,,,
2784,2784,NVIDIA GeForce RTX 3070 Ti,GPU,2021-01-01,8.0,200.0,392.0,17400.0,1575.0,Samsung,NVIDIA,21750.0,21750.0,339.8
2786,2786,NVIDIA GeForce 8600 GT,GPU,2007-04-17,80.0,47.0,169.0,289.0,540.0,TSMC,NVIDIA,,76.16,
2789,2789,NVIDIA GeForce 945A,GPU,2015-03-13,28.0,33.0,,,1006.0,TSMC,NVIDIA,,913.2,28.54
2790,2790,NVIDIA Quadro Plex 2200 S4,GPU,2008-07-25,55.0,600.0,470.0,1400.0,648.0,TSMC,NVIDIA,,622.1,77.76
2792,2792,NVIDIA GeForce RTX 2080 Max-Q,GPU,2019-01-29,12.0,90.0,545.0,13600.0,735.0,TSMC,NVIDIA,12890.0,6447.0,201.5
2796,2796,NVIDIA GeForce 7300 LE,GPU,2006-03-22,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
2799,2799,NVIDIA Quadro RTX 4000,GPU,2018-11-13,12.0,160.0,545.0,13600.0,1005.0,TSMC,NVIDIA,14240.0,7119.0,222.5
2800,2800,NVIDIA GeForce 7950 GT AGP,GPU,2007-04-02,90.0,65.0,196.0,278.0,500.0,TSMC,NVIDIA,,,
2807,2807,NVIDIA GeForce 615,GPU,2012-05-15,40.0,49.0,116.0,585.0,660.0,TSMC,NVIDIA,,126.7,10.56
2808,2808,NVIDIA Switch GPU 16nm,GPU,2019-08-16,16.0,15.0,100.0,2000.0,384.0,TSMC,NVIDIA,786.4,393.2,12.29
2816,2816,NVIDIA GeForce GTX 560 Ti X2,GPU,2011-01-25,40.0,170.0,332.0,1950.0,850.0,TSMC,NVIDIA,,1306.0,108.8
2817,2817,NVIDIA GeForce FX Go5200,GPU,2003-03-01,150.0,,91.0,45.0,200.0,TSMC,NVIDIA,,,
2820,2820,NVIDIA GeForce 810M,GPU,2015-03-21,28.0,45.0,118.0,1270.0,835.0,TSMC,NVIDIA,,729.6,30.4
2828,2828,NVIDIA GeForce GTX 1080,GPU,2016-05-27,16.0,180.0,314.0,7200.0,1607.0,TSMC,NVIDIA,138.6,8873.0,277.3
2832,2832,NVIDIA GeForce GTX 760,GPU,2013-06-25,28.0,170.0,294.0,3540.0,980.0,TSMC,NVIDIA,,2378.0,99.07
2833,2833,NVIDIA GRID K160Q,GPU,2013-06-28,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
2834,2834,NVIDIA Tesla M2070,GPU,2011-07-25,40.0,225.0,529.0,3100.0,574.0,TSMC,NVIDIA,,1030.0,515.2
2837,2837,NVIDIA GeForce GTX TITAN BLACK,GPU,2014-02-18,28.0,250.0,561.0,7080.0,889.0,TSMC,NVIDIA,,5645.0,1882.0
2840,2840,NVIDIA Quadro P5000,GPU,2016-10-01,16.0,180.0,314.0,7200.0,1607.0,TSMC,NVIDIA,138.6,8873.0,277.3
2841,2841,NVIDIA GeForce GT 740 OEM,GPU,2015-04-14,28.0,65.0,221.0,2540.0,1050.0,TSMC,NVIDIA,,806.4,33.6
2847,2847,NVIDIA GeForce 9400M G,GPU,2008-10-15,65.0,12.0,144.0,314.0,450.0,Unknown,NVIDIA,,35.2,
2851,2851,NVIDIA GeForce GTS 450 Rev. 3,GPU,2012-07-11,40.0,106.0,238.0,1170.0,783.0,TSMC,NVIDIA,,451.0,37.58
2852,2852,NVIDIA Quadro FX 4000,GPU,2004-04-01,130.0,142.0,287.0,222.0,375.0,TSMC,NVIDIA,,,
2854,2854,NVIDIA GeForce 8800 Ultra,GPU,2007-05-02,90.0,171.0,484.0,681.0,612.0,TSMC,NVIDIA,,387.1,
2857,2857,NVIDIA GeForce 8800 GTX,GPU,2006-11-08,90.0,155.0,484.0,681.0,576.0,TSMC,NVIDIA,,345.6,
2858,2858,NVIDIA GeForce 6800 GT DDL,GPU,2004-04-14,130.0,80.0,287.0,222.0,350.0,TSMC,NVIDIA,,,
2863,2863,NVIDIA Quadro K1200,GPU,2015-01-28,28.0,45.0,148.0,1870.0,1058.0,TSMC,NVIDIA,,1151.0,35.97
2866,2866,NVIDIA GeForce2 Go 200,GPU,2001-02-06,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA,,,
2870,2870,NVIDIA GeForce 7050 SE + nForce 630a,GPU,2006-02-01,90.0,,81.0,112.0,425.0,Unknown,NVIDIA,,,
2871,2871,NVIDIA GeForce GT 740,GPU,2014-05-29,28.0,64.0,118.0,1270.0,993.0,TSMC,NVIDIA,,762.6,31.78
2872,2872,NVIDIA Quadro K5000,GPU,2012-08-17,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA,,2169.0,90.37
2873,2873,NVIDIA GeForce MX150,GPU,2017-05-17,14.0,10.0,74.0,1800.0,937.0,Samsung,NVIDIA,12.46,797.2,24.91
2874,2874,NVIDIA GeForce 9200M,GPU,2008-10-15,65.0,12.0,144.0,314.0,450.0,Unknown,NVIDIA,,38.4,
2877,2877,NVIDIA GeForce 6800 LE,GPU,2005-01-16,130.0,,225.0,222.0,325.0,TSMC,NVIDIA,,,
2881,2881,NVIDIA GeForce 930M,GPU,2015-03-13,28.0,33.0,,,928.0,TSMC,NVIDIA,,722.7,22.58
2882,2882,NVIDIA GeForce FX 5600 XT,GPU,2003-03-17,130.0,,121.0,80.0,235.0,TSMC,NVIDIA,,,
2884,2884,NVIDIA Quadro K5100M,GPU,2013-07-23,28.0,100.0,294.0,3540.0,771.0,TSMC,NVIDIA,,2369.0,98.69
2887,2887,NVIDIA GeForce 310 OEM,GPU,2009-11-27,40.0,31.0,57.0,260.0,589.0,TSMC,NVIDIA,,44.86,
2888,2888,NVIDIA GeForce 940MX,GPU,2016-06-28,28.0,23.0,148.0,1870.0,795.0,TSMC,NVIDIA,,881.7,27.55
2889,2889,NVIDIA RTX A6000,GPU,2020-10-05,8.0,300.0,628.0,28300.0,1455.0,Samsung,NVIDIA,40000.0,40000.0,1250.0
2892,2892,NVIDIA GeForce 8600 GTS Mac Edition,GPU,2007-09-21,80.0,75.0,169.0,289.0,675.0,TSMC,NVIDIA,,92.8,
2893,2893,NVIDIA GeForce 9500M G,GPU,2008-06-03,65.0,20.0,144.0,314.0,500.0,UMC,NVIDIA,,40.0,
2897,2897,NVIDIA GeForce Go 7400,GPU,2006-02-01,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
2900,2900,NVIDIA Tesla C2050,GPU,2011-07-25,40.0,238.0,529.0,3100.0,574.0,TSMC,NVIDIA,,1028.0,513.9
2904,2904,NVIDIA Quadro P620 Mobile,GPU,2018-02-01,14.0,40.0,132.0,3300.0,1177.0,Samsung,NVIDIA,23.09,1478.0,46.18
2905,2905,NVIDIA GeForce 8800 GTS 512,GPU,2007-12-11,65.0,135.0,324.0,754.0,650.0,TSMC,NVIDIA,,416.0,
2907,2907,NVIDIA Quadro M3000M,GPU,2015-08-18,28.0,75.0,398.0,5200.0,1050.0,TSMC,NVIDIA,,2150.0,67.2
2908,2908,NVIDIA Tesla S1075,GPU,2008-06-01,55.0,800.0,470.0,1400.0,610.0,TSMC,NVIDIA,,622.1,77.76
2909,2909,NVIDIA GeForce FX Go5200 NPB 32M,GPU,2003-03-01,150.0,,91.0,45.0,200.0,TSMC,NVIDIA,,,
2910,2910,NVIDIA Quadro K5200,GPU,2014-07-22,28.0,150.0,561.0,7080.0,667.0,TSMC,NVIDIA,,3553.0,1184.0
2911,2911,NVIDIA GeForce 710A,GPU,2015-03-21,28.0,45.0,118.0,1270.0,810.0,TSMC,NVIDIA,,622.1,25.92
2913,2913,NVIDIA GeForce 8300,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,,48.0,
2915,2915,NVIDIA GeForce 6600 AGP,GPU,2004-08-12,110.0,,154.0,146.0,300.0,TSMC,NVIDIA,,,
2916,2916,NVIDIA GeForce 710A,GPU,2014-03-17,28.0,15.0,87.0,1020.0,719.0,TSMC,NVIDIA,,276.1,11.5
2919,2919,NVIDIA Quadro FX 5600 Mac Edition,GPU,2007-03-05,90.0,171.0,484.0,681.0,600.0,TSMC,NVIDIA,,368.6,
2922,2922,NVIDIA GeForce GTX 960 OEM,GPU,2015-11-26,28.0,,228.0,2940.0,1176.0,TSMC,NVIDIA,,2460.0,76.86
2924,2924,NVIDIA GRID RTX T10-8,GPU,NaT,12.0,260.0,754.0,18600.0,1065.0,TSMC,NVIDIA,25710.0,12860.0,401.8
2925,2925,NVIDIA GeForce GTX 1050 Mobile,GPU,2017-01-03,14.0,75.0,132.0,3300.0,1354.0,Samsung,NVIDIA,29.86,1911.0,59.72
2926,2926,NVIDIA GeForce RTX 3080 Max-Q,GPU,2021-01-12,8.0,80.0,392.0,17400.0,780.0,Samsung,NVIDIA,15300.0,15300.0,239.0
2927,2927,NVIDIA GeForce GTX 1650 Max-Q,GPU,2020-04-15,12.0,50.0,200.0,4700.0,930.0,TSMC,NVIDIA,4608.0,2304.0,72.0
2930,2930,NVIDIA GeForce GT 525M,GPU,2011-01-05,40.0,23.0,116.0,585.0,600.0,TSMC,NVIDIA,,230.4,19.2
2933,2933,NVIDIA GeForce GT 610 PCI,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,,155.5,12.96
2935,2935,NVIDIA GeForce GTX 750 GM206,GPU,2015-11-17,28.0,,228.0,2940.0,1087.0,TSMC,NVIDIA,,1269.0,39.65
2940,2940,NVIDIA GeForce GTX 680MX Mac Edition,GPU,2012-10-23,28.0,122.0,294.0,3540.0,719.0,TSMC,NVIDIA,,2209.0,92.03
2942,2942,NVIDIA GRID A100A,GPU,2020-05-14,7.0,400.0,826.0,54200.0,900.0,TSMC,NVIDIA,55570.0,13890.0,6947.0
2943,2943,NVIDIA GeForce RTX 2070 Max-Q,GPU,2019-01-29,12.0,90.0,445.0,10800.0,885.0,TSMC,NVIDIA,10920.0,5460.0,170.6
2947,2947,NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,150.0,,65.0,29.0,250.0,TSMC,NVIDIA,,,
2951,2951,NVIDIA GeForce2 MX DH Pro TV,GPU,2000-06-28,180.0,,64.0,20.0,175.0,TSMC,NVIDIA,,,
2955,2955,NVIDIA GeForce GTX 260M,GPU,2009-03-03,65.0,65.0,324.0,754.0,550.0,TSMC,NVIDIA,,308.0,
2961,2961,NVIDIA GeForce 9700M GT,GPU,2008-07-29,65.0,45.0,144.0,314.0,625.0,UMC,NVIDIA,,99.2,
2969,2969,NVIDIA GeForce GTX 980M,GPU,2014-10-07,28.0,,398.0,5200.0,540.0,TSMC,NVIDIA,,1659.0,51.84
2971,2971,NVIDIA GeForce GT 330M Mac Edition,GPU,2010-04-26,40.0,23.0,100.0,486.0,500.0,TSMC,NVIDIA,,105.6,
2973,2973,NVIDIA GeForce2 MX,GPU,2000-06-28,180.0,,64.0,20.0,175.0,TSMC,NVIDIA,,,
2975,2975,NVIDIA TITAN V,GPU,2017-12-07,12.0,250.0,815.0,21100.0,1200.0,TSMC,NVIDIA,29800.0,14900.0,7450.0
2976,2976,NVIDIA GeForce GTS 150 OEM,GPU,2009-03-10,65.0,141.0,324.0,754.0,738.0,TSMC,NVIDIA,,470.0,
2978,2978,NVIDIA GeForce RTX 2070,GPU,2018-10-17,12.0,175.0,445.0,10800.0,1410.0,TSMC,NVIDIA,14930.0,7465.0,233.3
2979,2979,NVIDIA GeForce GTX 780 Rev. 2,GPU,2013-09-10,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA,,4156.0,173.2
2981,2981,NVIDIA GeForce 825M,GPU,2014-01-27,28.0,33.0,87.0,1020.0,850.0,TSMC,NVIDIA,,722.7,30.11
2982,2982,NVIDIA P104-101,GPU,2018-01-05,16.0,,314.0,7200.0,1506.0,TSMC,NVIDIA,134.6,8617.0,269.3
2983,2983,NVIDIA GeForce 720A,GPU,2014-07-01,28.0,33.0,116.0,585.0,775.0,TSMC,NVIDIA,,180.1,15.01
2985,2985,NVIDIA GeForce 705M,GPU,2013-09-27,28.0,15.0,116.0,585.0,738.0,TSMC,NVIDIA,,141.7,11.81
2986,2986,NVIDIA GeForce GTX 555 OEM,GPU,2011-05-14,40.0,150.0,332.0,1950.0,736.0,TSMC,NVIDIA,,847.9,70.66
2989,2989,NVIDIA GeForce 7300 GT Mac Edition,GPU,2006-08-26,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA,,,
2991,2991,NVIDIA GeForce 210 Rev. 2,GPU,2009-10-12,40.0,31.0,57.0,260.0,520.0,TSMC,NVIDIA,,39.36,
2999,2999,NVIDIA GeForce 8800 GS Mac Edition,GPU,2008-01-31,65.0,105.0,324.0,754.0,500.0,TSMC,NVIDIA,,160.0,
3001,3001,NVIDIA GeForce GT 720,GPU,2014-09-29,28.0,19.0,87.0,1020.0,797.0,TSMC,NVIDIA,,306.0,12.75
3002,3002,NVIDIA GeForce 7200 GS,GPU,2006-01-18,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
3005,3005,NVIDIA GeForce GT 620 OEM,GPU,2012-04-02,40.0,30.0,79.0,292.0,810.0,TSMC,NVIDIA,,155.5,12.96
3007,3007,NVIDIA GeForce2 MX PCI,GPU,2000-06-28,180.0,,64.0,20.0,175.0,TSMC,NVIDIA,,,
3008,3008,NVIDIA GeForce 7300 SE,GPU,2006-03-22,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
3009,3009,NVIDIA GeForce 6800 GT Dual,GPU,2004-06-08,130.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,
3011,3011,NVIDIA Quadro4 750 XGL,GPU,2002-02-19,150.0,,142.0,63.0,275.0,TSMC,NVIDIA,,,
3012,3012,NVIDIA GeForce 6200 SE TurboCache,GPU,2004-12-15,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,
3014,3014,NVIDIA GeForce 9500M GS,GPU,2008-02-01,80.0,20.0,169.0,289.0,475.0,TSMC,NVIDIA,,60.8,
3016,3016,NVIDIA GeForce 705A,GPU,2013-10-01,40.0,15.0,79.0,292.0,738.0,TSMC,NVIDIA,,141.7,11.81
3017,3017,NVIDIA GeForce Go 6250,GPU,2006-02-01,110.0,10.0,110.0,75.0,400.0,TSMC,NVIDIA,,,
3018,3018,NVIDIA Quadro P4200 Mobile,GPU,2018-02-21,16.0,100.0,314.0,7200.0,1227.0,TSMC,NVIDIA,118.6,7589.0,237.2
