ID,Architecture,Best Resolution,Core Speed,Direct X,L2 Cache,Manufacturer,Max Power,Memory,Memory Bandwidth,Memory Bus,Memory Speed,Memory Type,GPUname,Open GL,PSU,Pixel Rate,Power Connector,Process,ROPs,Release Date,Release Price,Resolution WxH,Shader,TMUs,Texture Rate,VGA Connection,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Release Date Rank
229,104-300--1,19201080,650,12.0,512,Nvidia,150,1024,108.8,256,850,5,GeForce GTX 460 SE,4.5,45024,21,26-,40,32,2010-01-01,160.00,25601600,5.0,56.0,36,0.0,40.0,150.0,332.0,1950.0,650.0,TSMC,NVIDIA,748.8,62.4,197
230,106-250--1,1600900,783,12.0,256,Nvidia,106,1024,57.7,128,902,5,GeForce GTS 450,4.5,40029,13,16-,40,16,2010-03-01,129.00,25601600,5.0,32.0,25,0.0,40.0,106.0,238.0,1170.0,783.0,TSMC,NVIDIA,601.3,50.11,186
231,104-300--1,1600900,675,12.0,512,Nvidia,160,1024,115.2,256,900,5,GeForce GTX 460,4.5,45026,22,26-,40,32,2010-12-01,229.00,25601600,5.0,56.0,38,0.0,40.0,160.0,332.0,1950.0,675.0,TSMC,NVIDIA,907.2,75.6,158
232,104-300--1,1600900,675,12.0,512,Nvidia,160,1024,115.2,256,900,5,GeForce GTX 460,4.5,45026,22,26-,40,32,2010-12-01,229.00,25601600,5.0,56.0,38,0.0,40.0,160.0,332.0,1950.0,675.0,TSMC,NVIDIA,907.2,75.6,158
233,108-400-1,1600900,810,12.0,256,Nvidia,65,512,51.2,128,800,5,GeForce GT 440,4.5,30020,3,,40,4,2011-01-01,79.00,25601600,5.0,16.0,13,1.0,40.0,65.0,116.0,585.0,810.0,TSMC,NVIDIA,311.0,25.92,151
234,108-300-1,1366768,700,12.0,256,Nvidia,49,1024,28.8,128,900,3,GeForce GT 430,4.5,30022,3,,40,4,2010-11-01,79.00,25601600,5.0,16.0,11,1.0,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA,268.8,22.4,161
235,110-375-1,19201080,772,12.0,768,Nvidia,244,1536,192.4,384,1002,5,GeForce GTX 580,4.5,60042,37,16-18-,40,48,2010-09-01,499.00,25601600,5.0,64.0,49,0.0,40.0,244.0,520.0,3000.0,772.0,TSMC,NVIDIA,1581.0,197.6,174
236,110-275-1,19201080,732,12.0,640,Nvidia,219,1280,152,320,950,5,GeForce GTX 570,4.5,55035,29,,40,40,2010-07-01,349.00,25601600,5.0,60.0,44,0.0,40.0,219.0,520.0,3000.0,732.0,TSMC,NVIDIA,1405.0,175.7,176
237,110-425-1,25601440,875,12.0,1536,Nvidia,250,3072,336,384,1750,5,GeForce GTX 780 Ti,4.5,60042,45,16-18-,28,48,2013-07-01,699.00,40962160,5.0,240.0,223,0.0,28.0,250.0,561.0,7080.0,875.0,TSMC,NVIDIA,5345.0,222.7,33
238,15,,-,7.0,0,Nvidia,,64,3.2,128,200,,GeForce2 Ti,1.2,,,,,,2001-01-01,,,,,,0.0,150.0,,88.0,25.0,250.0,TSMC,NVIDIA,,,356
239,35,,-,9.0,0,Nvidia,59,256,13.6,256,425,,GeForce FX 5900 Ultra,1.5,,2,,130,4,2003-12-01,,20481536,2.0,4.0,2,1.0,130.0,59.0,207.0,135.0,450.0,TSMC,NVIDIA,,,342
240,36,,-,9.0,0,Nvidia,,256,3.2,128,200,,GeForce FX 5700 VE,1.5,,,,,,2003-02-01,,20481536,2.0,,,1.0,130.0,,133.0,82.0,250.0,TSMC,NVIDIA,,,345
241,36,,-,9.0,0,Nvidia,,256,4,128,250,,GeForce FX 5700,1.5,,,,,,2003-01-01,,20481536,2.0,,,1.0,130.0,25.0,133.0,82.0,425.0,TSMC,NVIDIA,,,346
242,31,,-,9.0,0,Nvidia,,128,3.2,128,200,,GeForce FX 5600 XT,1.5,,,,,,2003-01-01,,20481536,2.0,,,1.0,130.0,,121.0,80.0,235.0,TSMC,NVIDIA,,,346
243,34,,-,9.0,0,Nvidia,,256,3.2,128,200,,GeForce FX 5500,1.5,,,,,,2004-01-01,,20481536,2.0,,,1.0,150.0,,91.0,45.0,270.0,TSMC,NVIDIA,,,339
244,36,,-,9.0,0,Nvidia,,128,3.2,128,200,,GeForce FX 5700 LE,1.5,,,,,,2004-01-01,,20481536,2.0,,,1.0,130.0,,133.0,82.0,250.0,TSMC,NVIDIA,,,339
245,31,,-,9.0,0,Nvidia,,128,5.6,128,350,,GeForce FX 5600 Ultra,1.5,,,,,,2003-06-01,,20481536,2.0,,,1.0,130.0,,121.0,80.0,400.0,TSMC,NVIDIA,,,343
246,34,,-,9.0,0,Nvidia,,128,3.2,128,200,,GeForce FX 5200,1.5,,,,,,2003-01-01,,20481536,2.0,,,1.0,150.0,,124.0,45.0,250.0,TSMC,NVIDIA,,,346
247,34,,-,9.0,0,Nvidia,,128,3.2,128,200,,GeForce FX 5200,1.5,,,,,,2003-01-01,,20481536,2.0,,,1.0,150.0,,65.0,29.0,250.0,TSMC,NVIDIA,,,346
248,25,,-,8.1,0,Nvidia,,128,4.4,128,275,,GeForce4 Ti 4400,1.3,,,,,,2002-06-01,,,1.3,,,0.0,150.0,,142.0,63.0,275.0,TSMC,NVIDIA,,,350
249,17,,-,7.0,0,Nvidia,,128,4.4,128,275,,GeForce4 MX 460,1.2,,,,,,2002-06-01,,,,,,0.0,150.0,,65.0,29.0,300.0,TSMC,NVIDIA,,,350
250,17,,-,7,0,Nvidia,,64,1.3,64,166,,GeForce4 MX 420,1.2,,,,,,2002-06-01,,,,,,0.0,150.0,,65.0,29.0,250.0,TSMC,NVIDIA,,,350
251,4042,,-,9.0,0,Nvidia,55,256,32,256,500,3,GeForce 6800 GS,1.5,,,,,,2005-01-01,,25601600,3.0,,,1.0,130.0,,225.0,222.0,425.0,TSMC,NVIDIA,,,323
252,4042,,-,9.0,0,Nvidia,55,256,32,256,500,3,GeForce 6800 GS,1.5,,,,,,2005-01-01,,25601600,3.0,,,1.0,130.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,323
253,45,,-,9.0,0,Nvidia,67,256,32,256,500,3,GeForce 6800 GT,1.5,,6,,130,16,2004-08-01,,25601600,3.0,16.0,6,1.0,130.0,67.0,287.0,222.0,350.0,TSMC,NVIDIA,,,334
254,45,,-,9.0,0,Nvidia,67,256,32,256,500,3,GeForce 6800 GT,1.5,,6,,130,16,2004-08-01,,25601600,3.0,16.0,6,1.0,110.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,334
255,45,,-,9.0,0,Nvidia,67,256,32,256,500,3,GeForce 6800 GT,1.5,,6,,130,16,2004-08-01,,25601600,3.0,16.0,6,1.0,130.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,334
256,43,,-,9.0,0,Nvidia,48,128,15.2,128,475,3,GeForce 6600 GT,1.5,,,,,,2004-01-01,,25601600,3.0,,,1.0,110.0,,154.0,146.0,500.0,TSMC,NVIDIA,,,339
257,44,,-,9.0,0,Nvidia,,256,5.3,128,333,,GeForce 6500,1.5,,,,,,2005-02-01,,25601600,3.0,,,1.0,110.0,,110.0,75.0,400.0,TSMC,NVIDIA,,,315
258,44,,-,9.0,0,Nvidia,,256,2.1,64,266,,GeForce 6200 LE,1.5,,,,,,2005-02-01,,20481536,3.0,,,1.0,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,315
259,44,,-,9.0,0,Nvidia,,256,2.1,64,266,,GeForce 6200 LE,1.5,,,,,,2005-02-01,,20481536,3.0,,,1.0,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,315
260,43,,-,9.0,0,Nvidia,28,256,4.4,128,275,,GeForce 6600,1.5,,,,,,2004-02-01,,25601600,3.0,,,1.0,110.0,,154.0,146.0,300.0,TSMC,NVIDIA,,,337
261,44,,-,9.0,0,Nvidia,,128,2.8,64,350,,GeForce 6200 TurboCache,1.5,,,,,,2005-02-01,,25601600,3.0,,,1.0,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,315
262,51,,-,9.0,0,Nvidia,,,,128,,,GeForce 6150 LE,2.1,,0,,90,1,2004-11-01,,25601600,3.0,1.0,0,1.0,90.0,,,,425.0,Unknown,NVIDIA,,,332
263,51,,-,9.0,0,Nvidia,,,,128,,2,GeForce 6100,1.5,,,,,,2005-01-01,,25601600,3.0,,,1.0,90.0,,,,425.0,Unknown,NVIDIA,,,323
264,43,,-,9.0,0,Nvidia,,256,8.8,128,275,2,GeForce 6200,1.5,,,,,,2004-02-01,,25601600,3.0,,,1.0,110.0,,154.0,146.0,300.0,TSMC,NVIDIA,,,337
265,,,-,11.1,0,AMD,75,2048,102.4,256,800,5,FirePro W5000,4.2,,,,,,2012-01-01,,40962160,5.0,,,0.0,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,1267.0,79.2,86
266,,19201080,-,11.1,0,AMD,274,6144,264,384,1375,5,FirePro W9000,4.2,60042,31,,28,32,2012-01-01,,40962160,5.0,128.0,125,0.0,28.0,274.0,352.0,4313.0,975.0,TSMC,AMD,3994.0,998.4,86
267,1.1,1366768,630,12.0,512,AMD,26,2048,28.8,128,900,3,FirePro W2100,4.4,35026,5,,28,8,2014-12-01,,40962160,5.0,20.0,14,0.0,28.0,26.0,77.0,950.0,630.0,TSMC,AMD,435.2,27.2,5
268,2.0,57601600,-,11.2,1024,AMD,235,16384,320,512,1250,5,FirePro S9150,4.2,,58,16-18-,28,64,2014-01-01,,40962160,5.0,176.0,158,0.0,28.0,235.0,438.0,6200.0,900.0,TSMC,AMD,5069.0,2534.0,18
269,1.0,25601600,900,12.0,768,AMD,225,12288,264,384,1375,5,FirePro S9050,4.4,,29,16-18-,28,32,2014-01-01,,40962160,5.0,112.0,101,0.0,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,3226.0,806.4,18
270,1.0,,900,12.0,768,AMD,225,6144,264,384,1375,5,FirePro S9000,4.4,,29,16-18-,28,32,2012-01-01,,40962160,5.0,112.0,101,0.0,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,3226.0,806.4,86
271,,,-,11.1,0,AMD,150,4096,153.6,256,1200,5,FirePro S7000,4.2,,,,,,2012-01-01,,40962160,5.0,,,0.0,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,2432.0,152.0,86
272,,1366768,-,11,0,AMD,75,1024,28.8,128,900,3,FirePro V3900,4.2,35020,5,,40,8,2012-01-01,,25601600,5.0,24.0,16,0.0,40.0,50.0,118.0,716.0,650.0,TSMC,AMD,624.0,,86
273,1.0,,825,12.0,768,AMD,375,6144,240,384,1250,5,FirePro S10000,4.4,75046,53,,28,64,2012-01-01,,40962160,5.0,224.0,185,0.0,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD,3405.0,851.2,86
274,870,19201080,-,11,0,AMD,150,2048,128,256,1000,5,FireStream 9350,4.0,50040,22,,55,32,2010-01-01,,25601600,5.0,72.0,50,0.0,40.0,150.0,334.0,2154.0,700.0,TSMC,AMD,2016.0,403.2,197
275,670,1366768,-,10.1,0,AMD,105,2048,51.2,256,800,3,FireStream 9170,3.0,50033,13,,55,16,2007-08-01,,25601600,4.0,16.0,13,0.0,55.0,105.0,192.0,666.0,800.0,TSMC,AMD,512.0,102.4,267
276,1.1,19201080,850,12.0,512,AMD,100,4096,153.6,256,1200,5,Radeon R9 M290X,4.4,,29,,28,32,2014-09-01,,40962160,5.0,80.0,72,,28.0,100.0,212.0,2800.0,850.0,TSMC,AMD,2304.0,144.0,9
277,1.1,1600900,-,11.1,256,AMD,50,2048,72,128,1125,5,Radeon HD 8870M,4.2,,12,,28,16,2013-01-01,,25601600,5.0,40.0,31,,28.0,,123.0,1500.0,725.0,TSMC,AMD,992.0,62.0,35
278,1.1,1600900,850,12.0,256,AMD,35,2048,64,128,1000,5,Radeon HD 8790M,4.4,,7,,28,8,2013-01-01,,25601600,5.0,24.0,22,,28.0,,77.0,950.0,850.0,TSMC,AMD,691.2,43.2,35
279,1.1,1366768,-,11.1,256,AMD,35,2048,32,128,1000,3,Radeon HD 8830M,4.2,,5,,28,8,2013-01-01,,25601600,5.0,24.0,15,,28.0,,123.0,1500.0,575.0,TSMC,AMD,800.0,50.0,35
280,1.1,1600900,775,12.0,256,AMD,20,2048,72,128,1125,5,Radeon HD 8770M,4.4,,7,,28,8,2013-01-01,,25601600,5.0,24.0,20,,28.0,,77.0,950.0,775.0,TSMC,AMD,633.6,39.6,35
281,1.1,1366768,-,11.1,256,AMD,45,2048,32,128,1000,3,Radeon HD 8850M,4.2,,12,,28,16,2013-01-01,,40962160,5.0,40.0,31,,28.0,,123.0,1500.0,575.0,TSMC,AMD,800.0,50.0,35
282,1.1,1366768,775,12.0,256,AMD,,1024,36,64,1125,5,Radeon HD 8690M,4.4,,7,,28,8,2013-01-01,,25601600,5.0,24.0,20,,28.0,,56.0,690.0,775.0,TSMC,AMD,528.0,33.0,35
283,1.1,1366768,650,12.0,256,AMD,15,1024,32,128,1000,3,Radeon HD 8730M,4.4,,6,,28,8,2013-01-01,,40962160,5.0,24.0,17,,28.0,,77.0,950.0,650.0,TSMC,AMD,537.6,33.6,35
284,1.1,1366768,775,12.0,256,AMD,,1024,14.4,64,900,3,Radeon HD 8670M,4.4,,7,,28,8,2013-01-01,,25601600,5.0,24.0,20,,28.0,,77.0,950.0,775.0,TSMC,AMD,633.6,,35
285,1.1,1366768,775,12.0,256,AMD,,1024,14.4,64,900,3,Radeon HD 8670M,4.4,,7,,28,8,2013-01-01,,25601600,5.0,24.0,20,,28.0,,56.0,690.0,925.0,TSMC,AMD,624.0,39.0,35
286,1.1,,650,12.0,256,AMD,,1024,36,64,1125,5,Radeon HD 8570M,4.4,,22,,28,32,2013-01-01,,25601600,5.0,24.0,17,,28.0,,56.0,690.0,750.0,TSMC,AMD,528.0,33.0,35
287,,1366768,-,11.1,0,AMD,,1024,14.4,64,900,3,Radeon HD 8550M,4.3,,22,,28,32,2013-01-01,,25601600,5.0,24.0,17,,28.0,,56.0,690.0,650.0,TSMC,AMD,544.0,34.0,35
288,2,19201080,680,11.0,512,AMD,75,2048,115.2,256,900,5,Radeon HD 6970M,4.3,,22,,40,32,2011-04-01,,1600900,5.0,48.0,33,,40.0,75.0,212.0,1700.0,680.0,TSMC,AMD,1306.0,,135
289,2,16801050,580,11.0,512,AMD,50,1024,115.2,256,900,5,Radeon HD 6950M,4.3,,19,,40,32,2011-04-01,,25601600,5.0,48.0,28,,40.0,50.0,212.0,1700.0,580.0,TSMC,AMD,1114.0,,135
290,2,1600900,675,11.0,256,AMD,50,1024,25.6,128,800,3,Radeon HD 6850M,4.3,,11,,40,16,2011-04-01,,25601600,5.0,40.0,27,,40.0,50.0,166.0,1040.0,675.0,TSMC,AMD,1080.0,,135
291,2,1366768,575,11.0,256,AMD,39,2048,25.6,128,800,3,Radeon HD 6830M,4.3,,9,,40,16,2011-04-01,,25601600,5.0,40.0,23,,40.0,39.0,166.0,1040.0,575.0,TSMC,AMD,920.0,,135
292,2,1600900,675,11.0,256,AMD,50,1024,64,128,1000,5,Radeon HD 6870M,4.3,,11,,40,16,2011-04-01,,25601600,5.0,40.0,27,,40.0,50.0,166.0,1040.0,675.0,TSMC,AMD,1080.0,,135
293,2,19201080,715,11.0,512,AMD,100,2048,115.2,256,900,5,Radeon HD 6990M,4.3,,23,,40,32,2011-12-01,,25601600,5.0,56.0,40,,40.0,100.0,212.0,1700.0,715.0,TSMC,AMD,1602.0,,113
294,2,1440900,725,11.0,256,AMD,35,1024,51.2,128,800,5,Radeon HD 6770M,4.3,,6,,40,8,2011-04-01,,25601600,5.0,24.0,17,,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,696.0,,135
295,2,1366768,600,11.0,256,AMD,,1024,51.2,128,800,5,Radeon HD 6750M,4.3,,5,,40,8,2011-04-01,,25601600,5.0,24.0,14,,40.0,35.0,104.0,716.0,600.0,TSMC,AMD,576.0,,135
296,2,1366768,600,11.0,256,AMD,,1024,25.6,128,800,3,Radeon HD 6650M,4.3,,5,,40,8,2011-04-01,,25601600,5.0,24.0,14,,40.0,,104.0,716.0,600.0,TSMC,AMD,576.0,,135
297,2,1366768,725,11.0,256,AMD,39,1024,25.6,128,800,3,Radeon HD 6730M,4.3,,6,,40,8,2011-04-01,,25601600,5.0,24.0,17,,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,696.0,,135
298,2,1366768,485,11.0,256,AMD,26,1024,25.6,128,800,3,Radeon HD 6630M,4.3,,4,,40,8,2011-04-01,,25601600,5.0,24.0,12,,40.0,26.0,104.0,716.0,500.0,TSMC,AMD,480.0,,135
299,2,1024768,800,11.0,128,AMD,11,1024,12.8,64,800,3,Radeon HD 6470M,4.3,,3,,40,4,2011-04-01,,25601600,5.0,8.0,6,,40.0,25.0,67.0,370.0,700.0,TSMC,AMD,224.0,,135
300,2,1366768,750,11.0,128,AMD,14,512,25.6,64,800,5,Radeon HD 6490M,4.3,,3,,40,4,2011-04-01,,25601600,5.0,8.0,6,,40.0,,67.0,370.0,800.0,TSMC,AMD,256.0,,135
301,2,1024768,600,11.0,128,AMD,11,1024,12.8,64,800,3,Radeon HD 6450M,4.3,,2,,40,4,2011-04-01,,25601600,5.0,8.0,5,,40.0,,67.0,370.0,600.0,TSMC,AMD,192.0,,135
302,2,1024768,480,11.0,128,AMD,11,1024,12.8,64,800,3,Radeon HD 6430M,4.3,,2,,40,4,2011-04-01,,25601600,5.0,8.0,4,,40.0,,67.0,370.0,480.0,TSMC,AMD,153.6,,135
303,,800600,-,11,0,AMD,9,,25.6,128,800,3,Radeon HD 6290,4.2,,2,,40,4,2011-07-01,,25601600,5.0,8.0,3,,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,104.0,,117
304,,800600,-,11,0,AMD,9,,,128,,3,Radeon HD 6250,4.1,,1,,40,4,2010-09-01,,25601600,5.0,8.0,2,,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,104.0,,174
305,1.0,19201080,850,12.0,512,AMD,100,2048,153.6,256,1200,5,Radeon HD 7970M,4.4,,27,,28,32,2012-01-01,,40962160,5.0,80.0,68,,28.0,100.0,212.0,2800.0,850.0,TSMC,AMD,2176.0,136.0,86
306,2,1366768,600,11.0,256,AMD,20,1024,28.8,128,900,3,Radeon HD 7670M,4.3,,10,,40,16,2012-07-01,,25601600,5.0,24.0,14,,40.0,20.0,104.0,716.0,600.0,TSMC,AMD,576.0,,59
307,2,1366768,500,11.0,256,AMD,20,1024,28.8,128,900,3,Radeon HD 7650M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,24.0,12,,40.0,20.0,104.0,716.0,450.0,TSMC,AMD,432.0,,59
308,2,1366768,450,11.0,256,AMD,20,1024,25.6,128,800,3,Radeon HD 7630M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,24.0,11,,40.0,20.0,104.0,716.0,450.0,TSMC,AMD,432.0,,59
309,2,1366768,450,11.0,256,AMD,20,1024,25.6,128,800,3,Radeon HD 7610M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,20.0,9,,40.0,20.0,104.0,716.0,450.0,TSMC,AMD,360.0,,59
310,2,1366768,600,11.0,256,AMD,18,1024,25.6,64,800,5,Radeon HD 7590M,4.3,,5,,40,8,2012-07-01,,25601600,5.0,24.0,14,,40.0,18.0,104.0,716.0,600.0,TSMC,AMD,576.0,,59
311,2,1366768,450,11.0,256,AMD,11,1024,12.8,64,800,3,Radeon HD 7510M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,20.0,9,,40.0,11.0,104.0,716.0,450.0,TSMC,AMD,360.0,,59
312,2,1366768,450,11.0,256,AMD,11,1024,14.4,64,900,3,Radeon HD 7530M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,20.0,9,,40.0,11.0,104.0,716.0,450.0,TSMC,AMD,360.0,,59
313,2,1366768,500,11.0,256,AMD,14,2048,14.4,64,900,3,Radeon HD 7550M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,24.0,12,,40.0,14.0,104.0,716.0,500.0,TSMC,AMD,480.0,,59
314,2,1366768,500,11.0,256,AMD,14,2048,14.4,64,900,3,Radeon HD 7550M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,24.0,12,,40.0,14.0,104.0,716.0,450.0,TSMC,AMD,440.0,,59
315,2,1366768,500,11.0,256,AMD,13,1024,25.6,64,800,5,Radeon HD 7570M,4.3,,4,,40,8,2012-07-01,,25601600,5.0,24.0,12,,40.0,13.0,104.0,716.0,500.0,TSMC,AMD,480.0,,59
316,2,1280720,600,11.0,128,AMD,7,1024,14.4,64,900,3,Radeon HD 7430M,4.3,,2,,40,4,2012-07-01,,25601600,5.0,8.0,5,,40.0,7.0,67.0,370.0,600.0,TSMC,AMD,192.0,,59
317,2,1280720,700,11.0,128,AMD,7,1024,14.4,64,900,3,Radeon HD 7450M,4.3,,3,,40,4,2012-07-01,,25601600,5.0,8.0,6,,40.0,7.0,67.0,370.0,700.0,TSMC,AMD,224.0,,59
318,2,1366768,800,11.0,128,AMD,7,512,14.4,64,900,3,Radeon HD 7470M,4.3,,3,,40,4,2012-07-01,,25601600,5.0,8.0,6,,40.0,25.0,67.0,370.0,750.0,TSMC,AMD,256.0,,59
319,2,1366768,800,11.0,128,AMD,9,1024,30.4,64,950,5,Radeon HD 7490M,4.3,,3,,40,4,2012-07-01,,25601600,5.0,8.0,6,,40.0,9.0,67.0,370.0,800.0,TSMC,AMD,256.0,,59
320,2,1280720,750,11.0,128,AMD,11,1024,12.8,64,800,3,Radeon HD 7370M,4.3,,3,,40,4,2012-07-01,,25601600,5.0,8.0,6,,40.0,11.0,59.0,292.0,750.0,TSMC,AMD,120.0,,59
321,2,1280720,500,11.0,128,AMD,7,1024,14.4,64,900,3,Radeon HD 7350M,4.3,,2,,40,4,2012-07-01,,25601600,5.0,4.0,2,,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,80.0,,59
322,2,1280720,500,11.0,128,AMD,5,1024,12.8,64,800,3,Radeon HD 7330M,4.3,,2,,40,4,2012-07-01,,25601600,5.0,4.0,2,,40.0,5.0,59.0,292.0,500.0,TSMC,AMD,80.0,,59
323,1.1,19201080,-,11.2,256,AMD,50,2048,64,128,1000,5,Radeon R9 M275X,4.3,,15,,28,16,2014-09-01,,40962160,5.0,40.0,37,,28.0,,123.0,1500.0,900.0,TSMC,AMD,1184.0,74.0,9
324,1.1,1600900,-,11.2,256,AMD,35,2048,64,128,1000,5,Radeon R9 M265X,4.3,,10,,28,16,2014-09-01,,40962160,5.0,40.0,25,,28.0,,123.0,1500.0,575.0,TSMC,AMD,800.0,50.0,9
325,1.1,1600900,-,11.2,256,AMD,50,2048,64,128,1000,5,Radeon R9 M270X,4.4,,12,,28,16,2014-01-01,,40962160,5.0,48.0,37,,28.0,,160.0,2080.0,900.0,TSMC,AMD,1536.0,96.0,18
326,1.1,1600900,-,11.2,256,AMD,50,2048,64,128,1000,5,Radeon R9 M270X,4.4,,12,,28,16,2014-01-01,,40962160,5.0,48.0,37,,28.0,,123.0,1500.0,725.0,TSMC,AMD,992.0,,18
327,1.1,1600900,715,12.0,256,AMD,35,2048,64,128,1000,5,Radeon R7 M260X,4.4,,6,,28,8,2014-09-01,,40962160,5.0,24.0,17,,28.0,,77.0,950.0,620.0,TSMC,AMD,549.1,,9
328,1.1,1366768,800,12.0,256,AMD,35,2048,32,128,1000,3,Radeon R7 M265,4.4,,7,,28,8,2014-09-01,,40962160,5.0,24.0,20,,28.0,,125.0,1550.0,900.0,TSMC,AMD,752.6,47.04,9
329,1.1,1366768,800,12.0,256,AMD,35,2048,32,128,1000,3,Radeon R7 M265,4.4,,7,,28,8,2014-09-01,,40962160,5.0,24.0,20,,28.0,,77.0,950.0,725.0,TSMC,AMD,633.6,,9
330,1.1,1366768,940,12.0,256,AMD,35,2048,16,64,1000,3,Radeon R7 M260,4.4,,8,,28,8,2014-11-01,,40962160,5.0,24.0,24,,28.0,,125.0,1550.0,940.0,TSMC,AMD,752.6,47.04,7
331,1.1,1366768,725,12.0,256,AMD,30,4096,32,128,1000,3,Radeon R7 M270,4.4,,7,,28,8,2014-09-01,,40962160,5.0,24.0,20,,28.0,,77.0,950.0,725.0,TSMC,AMD,633.6,,9
332,1.1,1366768,925,12.0,256,AMD,20,4096,16,64,1000,3,Radeon R5 M255,4.4,,8,,28,8,2014-12-01,,25601600,5.0,20.0,19,,28.0,,125.0,1550.0,925.0,TSMC,AMD,721.9,45.12,5
333,1.1,1366768,780,12.0,256,AMD,20,4096,16,64,1000,3,Radeon R5 M230,4.4,,7,,28,8,2014-01-01,,25601600,5.0,20.0,17,,28.0,,56.0,690.0,780.0,TSMC,AMD,547.2,34.2,18
334,1.1,1366768,780,12.0,256,AMD,20,4096,16,64,1000,3,Radeon R5 M230,4.4,,7,,28,8,2014-01-01,,25601600,5.0,20.0,17,,28.0,,56.0,690.0,825.0,TSMC,AMD,547.2,34.2,18
335,1.1,1366768,-,12,0,AMD,85,2048,86.4,192,1800,3,Radeon R8 M365DX,4.4,,18,,28,16,2015-03-01,,40962160,5.0,48.0,54,,28.0,,125.0,1550.0,900.0,TSMC,AMD,864.0,54.0,4
336,,,-,11,0,AMD,75,,115.2,256,900,5,FirePro M8900,4.1,,,,,,2011-12-01,,,5.0,,,,40.0,75.0,212.0,1700.0,680.0,TSMC,AMD,1306.0,,113
337,1.1,25601440,947,12.0,1024,AMD,275,4096,320,512,1250,5,Radeon R9 290,4.4,75042,61,16-18-,28,64,2013-05-01,399.00,40962160,5.0,160.0,152,0.0,28.0,275.0,438.0,6200.0,947.0,TSMC,AMD,4849.0,606.1,34
338,1.0,19201080,850,12.0,768,AMD,250,3072,288,384,1500,5,Radeon R9 280X,4.4,75042,32,16-18-,28,32,2013-08-01,299.00,40962160,5.0,128.0,128,0.0,28.0,250.0,352.0,4313.0,850.0,TSMC,AMD,4096.0,1024.0,28
339,1.02,19201080,827,12.0,768,AMD,200,3072,240,384,1250,5,Radeon R9 280,4.4,500,30,26-,28,32,2014-04-01,279.00,40962160,5.0,112.0,104,0.0,28.0,200.0,352.0,4313.0,827.0,TSMC,AMD,3344.0,836.0,16
340,1.1,19201080,1000,12.0,512,AMD,180,2048,179.2,256,1400,5,Radeon R9 270X,4.4,50034,34,26-,28,32,2013-08-01,199.00,40962160,5.0,80.0,84,0.0,28.0,180.0,212.0,2800.0,1000.0,TSMC,AMD,2688.0,168.0,28
341,1.1,1600900,1100,12.0,512,AMD,115,2048,104,128,1625,5,Radeon R7 260X,4.4,45030,18,16-,28,16,2013-08-01,139.00,40962160,5.0,56.0,62,0.0,28.0,115.0,160.0,2080.0,1100.0,TSMC,AMD,1971.0,123.2,28
342,1.0,1600900,950,12.0,512,AMD,80,2048,72,128,1125,5,Radeon R7 250X,4.4,45020,15,16-,28,16,2014-10-01,99.00,40962160,5.0,40.0,38,0.0,28.0,80.0,123.0,1500.0,950.0,TSMC,AMD,1216.0,76.0,8
343,2-,1024768,625,11.0,128,AMD,19,1024,8.5,64,533,3,Radeon R5 230,4.3,30022,3,,40,4,2014-03-01,,25601600,5.0,8.0,5,1.0,40.0,19.0,67.0,370.0,625.0,TSMC,AMD,200.0,,17
344,3,19201080,830,11.0,5122,AMD,375,4096,320,256,1250,5,Radeon HD 6990,4.3,75045,53,28-,40,322,2011-08-01,,25601600,5.0,96.0,159,0.0,40.0,375.0,389.0,2640.0,830.0,TSMC,AMD,2550.0,637.4,115
345,2,1600900,840,11.0,512,AMD,150,1024,134.4,256,1050,5,Radeon HD 6790,4.3,50025,13,,40,16,2011-04-01,,25601600,5.0,40.0,34,0.0,40.0,150.0,255.0,1700.0,840.0,TSMC,AMD,1344.0,,135
